MO,Date,FactoryID,SKUID,Qty
MO041SKU118,2025-02-11,FAC001,SKU118,96
MO041SKU119,2025-02-11,FAC002,SKU119,107
MO041SKU120,2025-02-11,FAC003,SKU120,477
MO041SKU121,2025-02-11,FAC005,SKU121,155
MO041SKU122,2025-02-11,FAC004,SKU122,229
MO041SKU123,2025-02-11,FAC006,SKU123,272
MO041SKU124,2025-02-11,FAC005,SKU124,496
MO041SKU125,2025-02-11,FAC003,SKU125,380
MO041SKU126,2025-02-11,FAC003,SKU126,380
MO041SKU127,2025-02-11,FAC004,SKU127,283
MO041SKU128,2025-02-11,FAC006,SKU128,137
MO041SKU129,2025-02-11,FAC006,SKU129,502
MO042SKU100,2025-02-12,FAC004,SKU100,306
MO042SKU101,2025-02-12,FAC003,SKU101,97
MO042SKU102,2025-02-12,FAC004,SKU102,430
MO042SKU103,2025-02-12,FAC005,SKU103,283
MO042SKU104,2025-02-12,FAC001,SKU104,484
MO042SKU105,2025-02-12,FAC006,SKU105,487
MO042SKU106,2025-02-12,FAC006,SKU106,343
MO042SKU107,2025-02-12,FAC002,SKU107,473
MO042SKU108,2025-02-12,FAC005,SKU108,505
MO042SKU109,2025-02-12,FAC006,SKU109,180
MO042SKU110,2025-02-12,FAC001,SKU110,254
MO042SKU111,2025-02-12,FAC004,SKU111,126
MO042SKU112,2025-02-12,FAC005,SKU112,414
MO042SKU113,2025-02-12,FAC006,SKU113,329
MO042SKU114,2025-02-12,FAC006,SKU114,159
MO042SKU115,2025-02-12,FAC003,SKU115,368
MO042SKU116,2025-02-12,FAC005,SKU116,489
MO042SKU117,2025-02-12,FAC005,SKU117,292
MO042SKU118,2025-02-12,FAC005,SKU118,199
MO042SKU119,2025-02-12,FAC003,SKU119,367
MO042SKU120,2025-02-12,FAC003,SKU120,175
MO042SKU121,2025-02-12,FAC005,SKU121,351
MO042SKU122,2025-02-12,FAC004,SKU122,451
MO042SKU123,2025-02-12,FAC003,SKU123,356
MO042SKU124,2025-02-12,FAC005,SKU124,349
MO042SKU125,2025-02-12,FAC003,SKU125,78
MO042SKU126,2025-02-12,FAC002,SKU126,298
MO042SKU127,2025-02-12,FAC003,SKU127,445
MO042SKU128,2025-02-12,FAC001,SKU128,284
MO042SKU129,2025-02-12,FAC001,SKU129,219
MO043SKU100,2025-02-13,FAC002,SKU100,248
MO043SKU101,2025-02-13,FAC003,SKU101,196
MO043SKU102,2025-02-13,FAC001,SKU102,501
MO043SKU103,2025-02-13,FAC001,SKU103,447
MO043SKU104,2025-02-13,FAC004,SKU104,360
MO043SKU105,2025-02-13,FAC005,SKU105,432
MO043SKU106,2025-02-13,FAC005,SKU106,217
MO043SKU107,2025-02-13,FAC005,SKU107,271
MO043SKU108,2025-02-13,FAC004,SKU108,117
MO043SKU109,2025-02-13,FAC003,SKU109,361
MO043SKU110,2025-02-13,FAC004,SKU110,418
MO043SKU111,2025-02-13,FAC003,SKU111,461
MO043SKU112,2025-02-13,FAC002,SKU112,88
MO043SKU113,2025-02-13,FAC003,SKU113,396
MO043SKU114,2025-02-13,FAC003,SKU114,207
MO043SKU115,2025-02-13,FAC005,SKU115,218
MO043SKU116,2025-02-13,FAC004,SKU116,260
MO043SKU117,2025-02-13,FAC003,SKU117,297
MO043SKU118,2025-02-13,FAC002,SKU118,301
MO043SKU119,2025-02-13,FAC006,SKU119,141
MO043SKU120,2025-02-13,FAC003,SKU120,527
MO043SKU121,2025-02-13,FAC004,SKU121,192
MO043SKU122,2025-02-13,FAC006,SKU122,143
MO043SKU123,2025-02-13,FAC002,SKU123,328
MO043SKU124,2025-02-13,FAC006,SKU124,348
MO043SKU125,2025-02-13,FAC004,SKU125,352
MO043SKU126,2025-02-13,FAC005,SKU126,191
MO043SKU127,2025-02-13,FAC002,SKU127,266
MO043SKU128,2025-02-13,FAC004,SKU128,223
MO043SKU129,2025-02-13,FAC006,SKU129,403
MO044SKU100,2025-02-14,FAC006,SKU100,432
MO044SKU101,2025-02-14,FAC003,SKU101,129
MO044SKU102,2025-02-14,FAC002,SKU102,423
MO044SKU103,2025-02-14,FAC004,SKU103,513
MO044SKU104,2025-02-14,FAC001,SKU104,378
MO044SKU105,2025-02-14,FAC003,SKU105,162
MO044SKU106,2025-02-14,FAC003,SKU106,432
MO044SKU107,2025-02-14,FAC004,SKU107,439
MO044SKU108,2025-02-14,FAC005,SKU108,273
MO044SKU109,2025-02-14,FAC001,SKU109,279
MO044SKU110,2025-02-14,FAC003,SKU110,492
MO044SKU111,2025-02-14,FAC001,SKU111,453
MO044SKU112,2025-02-14,FAC001,SKU112,149
MO044SKU113,2025-02-14,FAC001,SKU113,351
MO044SKU114,2025-02-14,FAC001,SKU114,269
MO044SKU115,2025-02-14,FAC001,SKU115,235
MO044SKU116,2025-02-14,FAC002,SKU116,306
MO044SKU117,2025-02-14,FAC002,SKU117,213
MO044SKU118,2025-02-14,FAC001,SKU118,331
MO044SKU119,2025-02-14,FAC003,SKU119,454
MO044SKU120,2025-02-14,FAC005,SKU120,362
MO044SKU121,2025-02-14,FAC002,SKU121,259
MO044SKU122,2025-02-14,FAC005,SKU122,455
MO044SKU123,2025-02-14,FAC006,SKU123,349
MO044SKU124,2025-02-14,FAC006,SKU124,388
MO044SKU125,2025-02-14,FAC003,SKU125,363
MO044SKU126,2025-02-14,FAC001,SKU126,364
MO044SKU127,2025-02-14,FAC003,SKU127,226
MO044SKU128,2025-02-14,FAC005,SKU128,267
MO044SKU129,2025-02-14,FAC003,SKU129,466
MO045SKU100,2025-02-15,FAC004,SKU100,396
MO045SKU101,2025-02-15,FAC002,SKU101,357
MO045SKU102,2025-02-15,FAC004,SKU102,479
MO045SKU103,2025-02-15,FAC001,SKU103,280
MO045SKU104,2025-02-15,FAC005,SKU104,431
MO045SKU105,2025-02-15,FAC003,SKU105,456
MO045SKU106,2025-02-15,FAC003,SKU106,466
MO045SKU107,2025-02-15,FAC002,SKU107,164
MO045SKU108,2025-02-15,FAC004,SKU108,247
MO045SKU109,2025-02-15,FAC005,SKU109,322
MO045SKU110,2025-02-15,FAC002,SKU110,159
MO045SKU111,2025-02-15,FAC001,SKU111,351
MO045SKU112,2025-02-15,FAC004,SKU112,243
MO045SKU113,2025-02-15,FAC002,SKU113,64
MO045SKU114,2025-02-15,FAC004,SKU114,331
MO045SKU115,2025-02-15,FAC003,SKU115,491
MO045SKU116,2025-02-15,FAC003,SKU116,421
MO045SKU117,2025-02-15,FAC001,SKU117,461
MO045SKU118,2025-02-15,FAC005,SKU118,487
MO045SKU119,2025-02-15,FAC003,SKU119,204
MO045SKU120,2025-02-15,FAC001,SKU120,304
MO045SKU121,2025-02-15,FAC004,SKU121,440
MO045SKU122,2025-02-15,FAC002,SKU122,466
MO045SKU123,2025-02-15,FAC005,SKU123,478
MO045SKU124,2025-02-15,FAC006,SKU124,185
MO045SKU125,2025-02-15,FAC006,SKU125,227
MO045SKU126,2025-02-15,FAC005,SKU126,448
MO045SKU127,2025-02-15,FAC003,SKU127,201
MO045SKU128,2025-02-15,FAC006,SKU128,257
MO045SKU129,2025-02-15,FAC004,SKU129,137
MO046SKU100,2025-02-16,FAC001,SKU100,230
MO046SKU101,2025-02-16,FAC006,SKU101,379
MO046SKU102,2025-02-16,FAC002,SKU102,134
MO046SKU103,2025-02-16,FAC002,SKU103,365
MO046SKU104,2025-02-16,FAC005,SKU104,229
MO046SKU105,2025-02-16,FAC004,SKU105,436
MO046SKU106,2025-02-16,FAC004,SKU106,180
MO046SKU107,2025-02-16,FAC001,SKU107,461
MO046SKU108,2025-02-16,FAC003,SKU108,455
MO046SKU109,2025-02-16,FAC005,SKU109,427
MO046SKU110,2025-02-16,FAC006,SKU110,367
MO046SKU111,2025-02-16,FAC005,SKU111,258
MO046SKU112,2025-02-16,FAC005,SKU112,352
MO046SKU113,2025-02-16,FAC003,SKU113,324
MO046SKU114,2025-02-16,FAC006,SKU114,279
MO046SKU115,2025-02-16,FAC001,SKU115,293
MO046SKU116,2025-02-16,FAC002,SKU116,266
MO046SKU117,2025-02-16,FAC005,SKU117,481
MO046SKU118,2025-02-16,FAC006,SKU118,289
MO046SKU119,2025-02-16,FAC005,SKU119,470
MO046SKU120,2025-02-16,FAC003,SKU120,232
MO046SKU121,2025-02-16,FAC001,SKU121,111
MO046SKU122,2025-02-16,FAC001,SKU122,138
MO046SKU123,2025-02-16,FAC001,SKU123,116
MO046SKU124,2025-02-16,FAC004,SKU124,394
MO046SKU125,2025-02-16,FAC006,SKU125,347
MO046SKU126,2025-02-16,FAC002,SKU126,229
MO046SKU127,2025-02-16,FAC002,SKU127,468
MO046SKU128,2025-02-16,FAC001,SKU128,340
MO046SKU129,2025-02-16,FAC003,SKU129,505
MO047SKU100,2025-02-17,FAC006,SKU100,339
MO047SKU101,2025-02-17,FAC002,SKU101,365
MO047SKU102,2025-02-17,FAC006,SKU102,456
MO047SKU103,2025-02-17,FAC005,SKU103,177
MO047SKU104,2025-02-17,FAC006,SKU104,478
MO047SKU105,2025-02-17,FAC006,SKU105,285
MO047SKU106,2025-02-17,FAC002,SKU106,328
MO047SKU107,2025-02-17,FAC005,SKU107,173
MO047SKU108,2025-02-17,FAC005,SKU108,424
MO047SKU109,2025-02-17,FAC005,SKU109,260
MO047SKU110,2025-02-17,FAC006,SKU110,277
MO047SKU111,2025-02-17,FAC002,SKU111,467
MO047SKU112,2025-02-17,FAC005,SKU112,398
MO047SKU113,2025-02-17,FAC004,SKU113,469
MO047SKU114,2025-02-17,FAC001,SKU114,281
MO047SKU115,2025-02-17,FAC002,SKU115,421
MO047SKU116,2025-02-17,FAC002,SKU116,227
MO047SKU117,2025-02-17,FAC006,SKU117,273
MO047SKU118,2025-02-17,FAC005,SKU118,236
MO047SKU119,2025-02-17,FAC002,SKU119,358
MO047SKU120,2025-02-17,FAC002,SKU120,87
MO047SKU121,2025-02-17,FAC005,SKU121,210
MO047SKU122,2025-02-17,FAC003,SKU122,184
MO047SKU123,2025-02-17,FAC002,SKU123,398
MO047SKU124,2025-02-17,FAC004,SKU124,110
MO047SKU125,2025-02-17,FAC006,SKU125,353
MO047SKU126,2025-02-17,FAC001,SKU126,393
MO047SKU127,2025-02-17,FAC006,SKU127,439
MO047SKU128,2025-02-17,FAC001,SKU128,413
MO047SKU129,2025-02-17,FAC004,SKU129,480
MO048SKU100,2025-02-18,FAC001,SKU100,460
MO048SKU101,2025-02-18,FAC004,SKU101,482
MO048SKU102,2025-02-18,FAC001,SKU102,378
MO048SKU103,2025-02-18,FAC004,SKU103,290
MO048SKU104,2025-02-18,FAC004,SKU104,163
MO048SKU105,2025-02-18,FAC004,SKU105,457
MO048SKU106,2025-02-18,FAC004,SKU106,152
MO048SKU107,2025-02-18,FAC002,SKU107,447
MO048SKU108,2025-02-18,FAC004,SKU108,387
MO048SKU109,2025-02-18,FAC005,SKU109,399
MO048SKU110,2025-02-18,FAC001,SKU110,345
MO048SKU111,2025-02-18,FAC006,SKU111,516
MO048SKU112,2025-02-18,FAC006,SKU112,380
MO048SKU113,2025-02-18,FAC002,SKU113,296
MO048SKU114,2025-02-18,FAC001,SKU114,285
MO048SKU115,2025-02-18,FAC003,SKU115,255
MO048SKU116,2025-02-18,FAC004,SKU116,519
MO048SKU117,2025-02-18,FAC002,SKU117,146
MO048SKU118,2025-02-18,FAC006,SKU118,464
MO048SKU119,2025-02-18,FAC001,SKU119,118
MO048SKU120,2025-02-18,FAC003,SKU120,377
MO048SKU121,2025-02-18,FAC001,SKU121,254
MO048SKU122,2025-02-18,FAC003,SKU122,303
MO048SKU123,2025-02-18,FAC002,SKU123,472
MO048SKU124,2025-02-18,FAC005,SKU124,357
MO048SKU125,2025-02-18,FAC002,SKU125,422
MO048SKU126,2025-02-18,FAC004,SKU126,454
MO048SKU127,2025-02-18,FAC003,SKU127,409
MO048SKU128,2025-02-18,FAC006,SKU128,129
MO048SKU129,2025-02-18,FAC006,SKU129,258
MO049SKU100,2025-02-19,FAC005,SKU100,255
MO049SKU101,2025-02-19,FAC005,SKU101,134
MO049SKU102,2025-02-19,FAC001,SKU102,349
MO049SKU103,2025-02-19,FAC003,SKU103,207
MO049SKU104,2025-02-19,FAC002,SKU104,311
MO049SKU105,2025-02-19,FAC003,SKU105,277
MO049SKU106,2025-02-19,FAC005,SKU106,231
MO049SKU107,2025-02-19,FAC003,SKU107,531
MO049SKU108,2025-02-19,FAC001,SKU108,318
MO049SKU109,2025-02-19,FAC002,SKU109,353
MO049SKU110,2025-02-19,FAC006,SKU110,242
MO049SKU111,2025-02-19,FAC005,SKU111,147
MO049SKU112,2025-02-19,FAC006,SKU112,387
MO049SKU113,2025-02-19,FAC002,SKU113,300
MO049SKU114,2025-02-19,FAC003,SKU114,247
MO049SKU115,2025-02-19,FAC006,SKU115,345
MO049SKU116,2025-02-19,FAC002,SKU116,412
MO049SKU117,2025-02-19,FAC006,SKU117,187
MO049SKU118,2025-02-19,FAC004,SKU118,386
MO049SKU119,2025-02-19,FAC005,SKU119,512
MO049SKU120,2025-02-19,FAC005,SKU120,174
MO049SKU121,2025-02-19,FAC003,SKU121,481
MO049SKU122,2025-02-19,FAC003,SKU122,190
MO049SKU123,2025-02-19,FAC003,SKU123,299
MO049SKU124,2025-02-19,FAC006,SKU124,500
MO049SKU125,2025-02-19,FAC002,SKU125,444
MO049SKU126,2025-02-19,FAC005,SKU126,166
MO049SKU127,2025-02-19,FAC005,SKU127,210
MO049SKU128,2025-02-19,FAC006,SKU128,366
MO049SKU129,2025-02-19,FAC004,SKU129,251
MO050SKU100,2025-02-20,FAC002,SKU100,245
MO050SKU101,2025-02-20,FAC002,SKU101,407
MO050SKU102,2025-02-20,FAC004,SKU102,205
MO050SKU103,2025-02-20,FAC003,SKU103,430
MO050SKU104,2025-02-20,FAC004,SKU104,319
MO050SKU105,2025-02-20,FAC006,SKU105,509
MO050SKU106,2025-02-20,FAC004,SKU106,293
MO050SKU107,2025-02-20,FAC005,SKU107,473
MO050SKU108,2025-02-20,FAC001,SKU108,421
MO050SKU109,2025-02-20,FAC001,SKU109,171
MO050SKU110,2025-02-20,FAC004,SKU110,232
MO050SKU111,2025-02-20,FAC005,SKU111,128
MO050SKU112,2025-02-20,FAC002,SKU112,400
MO050SKU113,2025-02-20,FAC003,SKU113,334
MO050SKU114,2025-02-20,FAC004,SKU114,224
MO050SKU115,2025-02-20,FAC006,SKU115,406
MO050SKU116,2025-02-20,FAC006,SKU116,160
MO050SKU117,2025-02-20,FAC001,SKU117,117
MO050SKU118,2025-02-20,FAC006,SKU118,492
MO050SKU119,2025-02-20,FAC003,SKU119,157
MO050SKU120,2025-02-20,FAC005,SKU120,129
MO050SKU121,2025-02-20,FAC004,SKU121,429
MO050SKU122,2025-02-20,FAC006,SKU122,246
MO050SKU123,2025-02-20,FAC006,SKU123,470
MO050SKU124,2025-02-20,FAC006,SKU124,151
MO050SKU125,2025-02-20,FAC005,SKU125,429
MO050SKU126,2025-02-20,FAC005,SKU126,295
MO050SKU127,2025-02-20,FAC004,SKU127,143
MO050SKU128,2025-02-20,FAC003,SKU128,489
MO050SKU129,2025-02-20,FAC002,SKU129,452
MO051SKU100,2025-02-21,FAC004,SKU100,100
MO051SKU101,2025-02-21,FAC004,SKU101,488
MO051SKU102,2025-02-21,FAC004,SKU102,200
MO051SKU103,2025-02-21,FAC005,SKU103,307
MO051SKU104,2025-02-21,FAC005,SKU104,80
MO051SKU105,2025-02-21,FAC002,SKU105,380
MO051SKU106,2025-02-21,FAC006,SKU106,176
MO051SKU107,2025-02-21,FAC001,SKU107,120
MO051SKU108,2025-02-21,FAC003,SKU108,376
MO051SKU109,2025-02-21,FAC004,SKU109,115
MO051SKU110,2025-02-21,FAC005,SKU110,184
MO051SKU111,2025-02-21,FAC005,SKU111,464
MO051SKU112,2025-02-21,FAC004,SKU112,394
MO051SKU113,2025-02-21,FAC001,SKU113,361
MO051SKU114,2025-02-21,FAC003,SKU114,510
MO051SKU115,2025-02-21,FAC004,SKU115,307
MO051SKU116,2025-02-21,FAC004,SKU116,349
MO051SKU117,2025-02-21,FAC003,SKU117,143
MO051SKU118,2025-02-21,FAC002,SKU118,373
MO051SKU119,2025-02-21,FAC001,SKU119,203
MO051SKU120,2025-02-21,FAC005,SKU120,438
MO051SKU121,2025-02-21,FAC005,SKU121,366
MO051SKU122,2025-02-21,FAC003,SKU122,490
MO051SKU123,2025-02-21,FAC003,SKU123,404
MO051SKU124,2025-02-21,FAC003,SKU124,413
MO051SKU125,2025-02-21,FAC004,SKU125,159
MO051SKU126,2025-02-21,FAC004,SKU126,484
MO051SKU127,2025-02-21,FAC002,SKU127,197
MO051SKU128,2025-02-21,FAC001,SKU128,215
MO051SKU129,2025-02-21,FAC001,SKU129,119
MO052SKU100,2025-02-22,FAC005,SKU100,237
MO052SKU101,2025-02-22,FAC006,SKU101,473
MO052SKU102,2025-02-22,FAC005,SKU102,273
MO052SKU103,2025-02-22,FAC002,SKU103,95
MO052SKU104,2025-02-22,FAC004,SKU104,291
MO052SKU105,2025-02-22,FAC006,SKU105,310
MO052SKU106,2025-02-22,FAC004,SKU106,363
MO052SKU107,2025-02-22,FAC004,SKU107,384
MO052SKU108,2025-02-22,FAC006,SKU108,479
MO052SKU109,2025-02-22,FAC006,SKU109,369
MO052SKU110,2025-02-22,FAC001,SKU110,234
MO052SKU111,2025-02-22,FAC003,SKU111,359
MO052SKU112,2025-02-22,FAC001,SKU112,157
MO052SKU113,2025-02-22,FAC002,SKU113,288
MO052SKU114,2025-02-22,FAC005,SKU114,377
MO052SKU115,2025-02-22,FAC006,SKU115,514
MO052SKU116,2025-02-22,FAC003,SKU116,247
MO052SKU117,2025-02-22,FAC002,SKU117,127
MO052SKU118,2025-02-22,FAC003,SKU118,304
MO052SKU119,2025-02-22,FAC001,SKU119,351
MO052SKU120,2025-02-22,FAC002,SKU120,519
MO052SKU121,2025-02-22,FAC001,SKU121,158
MO052SKU122,2025-02-22,FAC002,SKU122,319
MO052SKU123,2025-02-22,FAC006,SKU123,289
MO052SKU124,2025-02-22,FAC003,SKU124,337
MO052SKU125,2025-02-22,FAC005,SKU125,496
MO052SKU126,2025-02-22,FAC001,SKU126,156
MO052SKU127,2025-02-22,FAC005,SKU127,265
MO052SKU128,2025-02-22,FAC001,SKU128,105
MO052SKU129,2025-02-22,FAC003,SKU129,393
MO053SKU100,2025-02-23,FAC001,SKU100,472
MO053SKU101,2025-02-23,FAC001,SKU101,136
MO053SKU102,2025-02-23,FAC001,SKU102,391
MO053SKU103,2025-02-23,FAC003,SKU103,354
MO053SKU104,2025-02-23,FAC003,SKU104,168
MO053SKU105,2025-02-23,FAC003,SKU105,224
MO053SKU106,2025-02-23,FAC001,SKU106,241
MO053SKU107,2025-02-23,FAC006,SKU107,77
MO053SKU108,2025-02-23,FAC001,SKU108,141
MO053SKU109,2025-02-23,FAC005,SKU109,317
MO053SKU110,2025-02-23,FAC006,SKU110,407
MO053SKU111,2025-02-23,FAC003,SKU111,309
MO053SKU112,2025-02-23,FAC006,SKU112,529
MO053SKU113,2025-02-23,FAC004,SKU113,369
MO053SKU114,2025-02-23,FAC006,SKU114,156
MO053SKU115,2025-02-23,FAC006,SKU115,150
MO053SKU116,2025-02-23,FAC004,SKU116,437
MO053SKU117,2025-02-23,FAC005,SKU117,190
MO053SKU118,2025-02-23,FAC006,SKU118,304
MO053SKU119,2025-02-23,FAC003,SKU119,429
MO053SKU120,2025-02-23,FAC004,SKU120,316
MO053SKU121,2025-02-23,FAC002,SKU121,257
MO053SKU122,2025-02-23,FAC005,SKU122,461
MO053SKU123,2025-02-23,FAC006,SKU123,370
MO053SKU124,2025-02-23,FAC006,SKU124,118
MO053SKU125,2025-02-23,FAC004,SKU125,490
MO053SKU126,2025-02-23,FAC005,SKU126,377
MO053SKU127,2025-02-23,FAC004,SKU127,364
MO053SKU128,2025-02-23,FAC006,SKU128,130
MO053SKU129,2025-02-23,FAC004,SKU129,316
MO054SKU100,2025-02-24,FAC001,SKU100,310
MO054SKU101,2025-02-24,FAC004,SKU101,496
MO054SKU102,2025-02-24,FAC001,SKU102,318
MO054SKU103,2025-02-24,FAC005,SKU103,228
MO054SKU104,2025-02-24,FAC001,SKU104,494
MO054SKU105,2025-02-24,FAC004,SKU105,169
MO054SKU106,2025-02-24,FAC005,SKU106,237
MO054SKU107,2025-02-24,FAC003,SKU107,179
MO054SKU108,2025-02-24,FAC006,SKU108,370
MO054SKU109,2025-02-24,FAC003,SKU109,287
MO054SKU110,2025-02-24,FAC005,SKU110,383
MO054SKU111,2025-02-24,FAC001,SKU111,148
MO054SKU112,2025-02-24,FAC001,SKU112,386
MO054SKU113,2025-02-24,FAC003,SKU113,353
MO054SKU114,2025-02-24,FAC002,SKU114,231
MO054SKU115,2025-02-24,FAC006,SKU115,439
MO054SKU116,2025-02-24,FAC004,SKU116,451
MO054SKU117,2025-02-24,FAC002,SKU117,369
MO054SKU118,2025-02-24,FAC004,SKU118,184
MO054SKU119,2025-02-24,FAC002,SKU119,262
MO054SKU120,2025-02-24,FAC001,SKU120,407
MO054SKU121,2025-02-24,FAC006,SKU121,447
MO054SKU122,2025-02-24,FAC002,SKU122,314
MO054SKU123,2025-02-24,FAC004,SKU123,185
MO054SKU124,2025-02-24,FAC006,SKU124,331
MO054SKU125,2025-02-24,FAC004,SKU125,309
MO054SKU126,2025-02-24,FAC004,SKU126,301
MO054SKU127,2025-02-24,FAC004,SKU127,279
MO054SKU128,2025-02-24,FAC006,SKU128,78
MO054SKU129,2025-02-24,FAC004,SKU129,483
MO055SKU100,2025-02-25,FAC005,SKU100,354
MO055SKU101,2025-02-25,FAC004,SKU101,412
MO055SKU102,2025-02-25,FAC006,SKU102,443
MO055SKU103,2025-02-25,FAC005,SKU103,429
MO055SKU104,2025-02-25,FAC003,SKU104,407
MO055SKU105,2025-02-25,FAC004,SKU105,490
MO055SKU106,2025-02-25,FAC003,SKU106,326
MO055SKU107,2025-02-25,FAC003,SKU107,258
MO055SKU108,2025-02-25,FAC005,SKU108,192
MO055SKU109,2025-02-25,FAC005,SKU109,231
MO055SKU110,2025-02-25,FAC005,SKU110,101
MO055SKU111,2025-02-25,FAC003,SKU111,404
MO055SKU112,2025-02-25,FAC003,SKU112,468
MO055SKU113,2025-02-25,FAC001,SKU113,156
MO055SKU114,2025-02-25,FAC002,SKU114,500
MO055SKU115,2025-02-25,FAC003,SKU115,203
MO055SKU116,2025-02-25,FAC002,SKU116,497
MO055SKU117,2025-02-25,FAC006,SKU117,390
MO055SKU118,2025-02-25,FAC003,SKU118,299
MO055SKU119,2025-02-25,FAC002,SKU119,469
MO055SKU120,2025-02-25,FAC003,SKU120,335
MO055SKU121,2025-02-25,FAC002,SKU121,187
MO055SKU122,2025-02-25,FAC004,SKU122,362
MO055SKU123,2025-02-25,FAC004,SKU123,302
MO055SKU124,2025-02-25,FAC005,SKU124,432
MO055SKU125,2025-02-25,FAC003,SKU125,284
MO055SKU126,2025-02-25,FAC002,SKU126,508
MO055SKU127,2025-02-25,FAC004,SKU127,311
MO055SKU128,2025-02-25,FAC002,SKU128,469
MO055SKU129,2025-02-25,FAC004,SKU129,425
MO056SKU100,2025-02-26,FAC003,SKU100,393
MO056SKU101,2025-02-26,FAC001,SKU101,214
MO056SKU102,2025-02-26,FAC004,SKU102,444
MO056SKU103,2025-02-26,FAC006,SKU103,448
MO056SKU104,2025-02-26,FAC005,SKU104,382
MO056SKU105,2025-02-26,FAC002,SKU105,426
MO056SKU106,2025-02-26,FAC001,SKU106,393
MO056SKU107,2025-02-26,FAC001,SKU107,127
MO056SKU108,2025-02-26,FAC003,SKU108,127
MO056SKU109,2025-02-26,FAC002,SKU109,433
MO056SKU110,2025-02-26,FAC001,SKU110,132
MO056SKU111,2025-02-26,FAC002,SKU111,424
MO056SKU112,2025-02-26,FAC006,SKU112,373
MO056SKU113,2025-02-26,FAC002,SKU113,128
MO056SKU114,2025-02-26,FAC006,SKU114,432
MO056SKU115,2025-02-26,FAC001,SKU115,515
MO056SKU116,2025-02-26,FAC004,SKU116,196
MO056SKU117,2025-02-26,FAC003,SKU117,147
MO056SKU118,2025-02-26,FAC006,SKU118,327
MO056SKU119,2025-02-26,FAC002,SKU119,503
MO056SKU120,2025-02-26,FAC001,SKU120,121
MO056SKU121,2025-02-26,FAC001,SKU121,274
MO056SKU122,2025-02-26,FAC004,SKU122,480
MO056SKU123,2025-02-26,FAC002,SKU123,350
MO056SKU124,2025-02-26,FAC004,SKU124,267
MO056SKU125,2025-02-26,FAC004,SKU125,146
MO056SKU126,2025-02-26,FAC004,SKU126,419
MO056SKU127,2025-02-26,FAC001,SKU127,196
MO056SKU128,2025-02-26,FAC004,SKU128,353
MO056SKU129,2025-02-26,FAC006,SKU129,314
MO057SKU100,2025-02-27,FAC001,SKU100,300
MO057SKU101,2025-02-27,FAC006,SKU101,227
MO057SKU102,2025-02-27,FAC005,SKU102,493
MO057SKU103,2025-02-27,FAC003,SKU103,268
MO057SKU104,2025-02-27,FAC006,SKU104,93
MO057SKU105,2025-02-27,FAC003,SKU105,252
MO057SKU106,2025-02-27,FAC003,SKU106,336
MO057SKU107,2025-02-27,FAC001,SKU107,187
MO057SKU108,2025-02-27,FAC006,SKU108,422
MO057SKU109,2025-02-27,FAC003,SKU109,145
MO057SKU110,2025-02-27,FAC004,SKU110,150
MO057SKU111,2025-02-27,FAC002,SKU111,158
MO057SKU112,2025-02-27,FAC002,SKU112,459
MO057SKU113,2025-02-27,FAC005,SKU113,300
MO057SKU114,2025-02-27,FAC004,SKU114,218
MO057SKU115,2025-02-27,FAC003,SKU115,128
MO057SKU116,2025-02-27,FAC001,SKU116,442
MO057SKU117,2025-02-27,FAC005,SKU117,502
MO057SKU118,2025-02-27,FAC005,SKU118,416
MO057SKU119,2025-02-27,FAC001,SKU119,441
MO057SKU120,2025-02-27,FAC006,SKU120,437
MO057SKU121,2025-02-27,FAC005,SKU121,303
MO057SKU122,2025-02-27,FAC002,SKU122,184
MO057SKU123,2025-02-27,FAC003,SKU123,200
MO057SKU124,2025-02-27,FAC005,SKU124,476
MO057SKU125,2025-02-27,FAC001,SKU125,369
MO057SKU126,2025-02-27,FAC005,SKU126,328
MO057SKU127,2025-02-27,FAC004,SKU127,113
MO057SKU128,2025-02-27,FAC006,SKU128,518
MO057SKU129,2025-02-27,FAC006,SKU129,301
MO058SKU100,2025-02-28,FAC002,SKU100,402
MO058SKU101,2025-02-28,FAC001,SKU101,407
MO058SKU102,2025-02-28,FAC002,SKU102,384
MO058SKU103,2025-02-28,FAC001,SKU103,320
MO058SKU104,2025-02-28,FAC005,SKU104,161
MO058SKU105,2025-02-28,FAC004,SKU105,249
MO058SKU106,2025-02-28,FAC006,SKU106,141
MO058SKU107,2025-02-28,FAC002,SKU107,387
MO058SKU108,2025-02-28,FAC001,SKU108,187
MO058SKU109,2025-02-28,FAC005,SKU109,212
MO058SKU110,2025-02-28,FAC003,SKU110,127
MO058SKU111,2025-02-28,FAC002,SKU111,286
MO058SKU112,2025-02-28,FAC001,SKU112,159
MO058SKU113,2025-02-28,FAC005,SKU113,277
MO058SKU114,2025-02-28,FAC006,SKU114,214
MO058SKU115,2025-02-28,FAC002,SKU115,173
MO058SKU116,2025-02-28,FAC004,SKU116,498
MO058SKU117,2025-02-28,FAC001,SKU117,153
MO058SKU118,2025-02-28,FAC002,SKU118,417
MO058SKU119,2025-02-28,FAC004,SKU119,190
MO058SKU120,2025-02-28,FAC005,SKU120,124
MO058SKU121,2025-02-28,FAC004,SKU121,172
MO058SKU122,2025-02-28,FAC002,SKU122,165
MO058SKU123,2025-02-28,FAC003,SKU123,313
MO058SKU124,2025-02-28,FAC003,SKU124,175
