ShipmentID,Origin,Destination,Mode,LeadTimeDays,Status,ShipDate,SKUID,Qty,ArrivalDate
SHP000921,Noida,Sao Paulo,Sea,4,Delivered,2025-12-05,SKU109,170,2025-12-09
SHP000922,Ho Chi Minh City,Sydney,Air,18,In Transit,2025-03-27,SKU109,196,2025-04-14
SHP000923,Ho Chi Minh City,Singapore,Road,5,In Transit,2025-10-01,SKU129,185,2025-10-06
SHP000924,Noida,Sao Paulo,Sea,19,Delayed,2025-09-14,SKU100,106,2025-10-03
SHP000925,Noida,Johannesburg,Air,21,Delayed,2025-06-17,SKU103,146,2025-07-08
SHP000926,Noida,Sao Paulo,Sea,5,Delayed,2025-12-03,SKU124,182,2025-12-08
SHP000927,Bangkok,Chicago,Road,22,Delayed,2025-09-04,SKU129,182,2025-09-26
SHP000928,Noida,Rotterdam,Sea,6,In Transit,2025-01-21,SKU124,122,2025-01-27
SHP000929,Chennai,Sydney,Road,16,Delivered,2025-06-25,SKU125,161,2025-07-11
SHP000930,Ho Chi Minh City,Sao Paulo,Sea,16,Delivered,2025-08-15,SKU124,189,2025-08-31
SHP000931,Noida,Johannesburg,Air,22,Delayed,2025-03-27,SKU124,138,2025-04-18
SHP000932,Chennai,Dubai,Sea,16,In Transit,2025-01-21,SKU126,188,2025-02-06
SHP000933,Noida,Johannesburg,Air,20,In Transit,2025-01-15,SKU122,156,2025-02-04
SHP000934,Zhengzhou,Singapore,Sea,2,In Transit,2025-07-19,SKU101,209,2025-07-21
SHP000935,Bangkok,Dubai,Road,7,Delivered,2025-09-26,SKU118,160,2025-10-03
SHP000936,Bangkok,Chicago,Road,7,In Transit,2025-05-21,SKU110,110,2025-05-28
SHP000937,Chennai,Chicago,Sea,12,In Transit,2025-02-23,SKU107,195,2025-03-07
SHP000938,Zhengzhou,Rotterdam,Sea,18,Delayed,2025-08-30,SKU108,225,2025-09-17
SHP000939,Bangkok,Johannesburg,Air,25,Delivered,2025-10-01,SKU103,99,2025-10-26
SHP000940,Zhengzhou,Dubai,Air,22,Delayed,2025-08-27,SKU113,215,2025-09-18
SHP000941,Ho Chi Minh City,Sao Paulo,Sea,5,In Transit,2025-03-22,SKU113,135,2025-03-27
SHP000942,Chennai,Dubai,Road,14,Delayed,2025-07-03,SKU116,227,2025-07-17
SHP000943,Bangkok,Sydney,Sea,20,Delayed,2025-04-06,SKU104,184,2025-04-26
SHP000944,Bangkok,Chicago,Road,2,Delayed,2025-08-15,SKU106,145,2025-08-17
SHP000945,Ho Chi Minh City,Dubai,Air,20,In Transit,2025-04-24,SKU116,159,2025-05-14
SHP000946,Shenzhen,Sydney,Road,13,Delayed,2025-01-21,SKU117,212,2025-02-03
SHP000947,Noida,Rotterdam,Air,18,In Transit,2025-02-19,SKU123,159,2025-03-09
SHP000948,Chennai,Sydney,Air,25,Delayed,2025-12-25,SKU105,176,2026-01-19
SHP000949,Chennai,Sao Paulo,Air,20,Delayed,2025-08-10,SKU103,162,2025-08-30
SHP000950,Shenzhen,Dubai,Road,16,Delivered,2025-03-20,SKU122,195,2025-04-05
SHP000951,Noida,Chicago,Road,14,Delivered,2025-10-31,SKU120,95,2025-11-14
SHP000952,Bangkok,Chicago,Road,20,Delivered,2025-02-08,SKU107,207,2025-02-28
SHP000953,Shenzhen,Sao Paulo,Sea,25,Delivered,2025-06-07,SKU112,99,2025-07-02
SHP000954,Noida,Rotterdam,Road,10,Delivered,2025-11-01,SKU120,188,2025-11-11
SHP000955,Chennai,Mumbai,Sea,17,Delivered,2025-11-11,SKU127,203,2025-11-28
SHP000956,Bangkok,Sao Paulo,Road,24,Delivered,2025-10-29,SKU125,172,2025-11-22
SHP000957,Ho Chi Minh City,Sao Paulo,Air,2,Delayed,2025-07-03,SKU125,191,2025-07-05
SHP000958,Zhengzhou,Dubai,Sea,23,Delayed,2025-10-30,SKU104,169,2025-11-22
SHP000959,Chennai,Rotterdam,Sea,21,Delivered,2025-11-24,SKU125,174,2025-12-15
SHP000960,Zhengzhou,Chicago,Road,9,In Transit,2025-06-14,SKU121,121,2025-06-23
SHP000961,Zhengzhou,Dubai,Air,11,Delayed,2025-08-14,SKU105,182,2025-08-25
SHP000962,Noida,Johannesburg,Sea,17,Delayed,2025-07-15,SKU120,88,2025-08-01
SHP000963,Noida,Chicago,Sea,20,In Transit,2025-12-30,SKU115,197,2026-01-19
SHP000964,Bangkok,Singapore,Air,23,In Transit,2025-01-29,SKU117,208,2025-02-21
SHP000965,Ho Chi Minh City,Chicago,Road,10,In Transit,2025-10-07,SKU114,148,2025-10-17
SHP000966,Ho Chi Minh City,Dubai,Sea,24,In Transit,2025-11-18,SKU106,165,2025-12-12
SHP000967,Chennai,Dubai,Air,6,Delivered,2025-06-28,SKU123,130,2025-07-04
SHP000968,Noida,Dubai,Air,11,In Transit,2025-10-28,SKU111,112,2025-11-08
SHP000969,Ho Chi Minh City,Sydney,Air,23,Delivered,2025-11-14,SKU124,199,2025-12-07
SHP000970,Bangkok,Singapore,Air,6,Delayed,2025-11-14,SKU115,119,2025-11-20
SHP000971,Zhengzhou,Sao Paulo,Air,11,Delayed,2025-06-25,SKU110,208,2025-07-06
SHP000972,Zhengzhou,Singapore,Sea,4,Delayed,2025-01-29,SKU119,121,2025-02-02
SHP000973,Bangkok,Mumbai,Road,25,Delivered,2025-09-02,SKU103,173,2025-09-27
SHP000974,Chennai,Johannesburg,Road,9,Delayed,2025-10-03,SKU101,114,2025-10-12
SHP000975,Shenzhen,Sydney,Road,15,Delayed,2025-04-04,SKU112,130,2025-04-19
SHP000976,Ho Chi Minh City,Singapore,Sea,15,In Transit,2025-02-23,SKU115,134,2025-03-10
SHP000977,Noida,Chicago,Road,7,In Transit,2025-10-15,SKU122,154,2025-10-22
SHP000978,Bangkok,Rotterdam,Air,7,Delayed,2025-08-24,SKU125,124,2025-08-31
SHP000979,Chennai,Singapore,Road,14,Delayed,2025-04-22,SKU125,199,2025-05-06
SHP000980,Zhengzhou,Dubai,Sea,7,In Transit,2025-06-14,SKU114,125,2025-06-21
SHP000981,Chennai,Dubai,Sea,16,Delayed,2025-08-12,SKU113,145,2025-08-28
SHP000982,Chennai,Sydney,Sea,14,Delivered,2025-08-02,SKU110,175,2025-08-16
SHP000983,Noida,Singapore,Air,12,Delayed,2025-09-02,SKU109,106,2025-09-14
SHP000984,Noida,Sao Paulo,Air,20,Delayed,2025-12-19,SKU116,126,2026-01-08
SHP000985,Ho Chi Minh City,Sao Paulo,Road,17,In Transit,2025-07-16,SKU104,102,2025-08-02
SHP000986,Bangkok,Mumbai,Sea,3,Delivered,2025-07-04,SKU121,233,2025-07-07
SHP000987,Ho Chi Minh City,Johannesburg,Road,15,Delivered,2025-10-20,SKU114,156,2025-11-04
SHP000988,Chennai,Rotterdam,Sea,16,In Transit,2025-02-28,SKU116,162,2025-03-16
SHP000989,Bangkok,Johannesburg,Sea,5,In Transit,2025-09-29,SKU102,164,2025-10-04
SHP000990,Chennai,Rotterdam,Road,14,In Transit,2025-11-23,SKU102,116,2025-12-07
SHP000991,Bangkok,Dubai,Road,6,In Transit,2025-08-24,SKU121,148,2025-08-30
SHP000992,Shenzhen,Singapore,Road,16,Delivered,2025-01-08,SKU102,199,2025-01-24
SHP000993,Chennai,Sao Paulo,Road,19,Delivered,2025-04-19,SKU123,167,2025-05-08
SHP000994,Shenzhen,Mumbai,Sea,12,In Transit,2025-12-05,SKU106,159,2025-12-17
SHP000995,Bangkok,Sao Paulo,Road,2,Delivered,2025-08-27,SKU116,136,2025-08-29
SHP000996,Zhengzhou,Sao Paulo,Air,10,Delayed,2025-01-23,SKU121,116,2025-02-02
SHP000997,Shenzhen,Sydney,Road,5,In Transit,2025-09-16,SKU104,213,2025-09-21
SHP000998,Shenzhen,Chicago,Sea,9,Delivered,2025-02-24,SKU114,181,2025-03-05
SHP000999,Noida,Johannesburg,Sea,15,Delivered,2025-07-20,SKU113,121,2025-08-04
SHP001000,Chennai,Singapore,Air,18,Delivered,2025-06-06,SKU117,94,2025-06-24
SHP001001,Ho Chi Minh City,Johannesburg,Road,10,Delivered,2025-10-20,SKU112,106,2025-10-30
SHP001002,Chennai,Singapore,Road,19,Delayed,2025-07-10,SKU105,160,2025-07-29
SHP001003,Shenzhen,Dubai,Sea,13,Delivered,2025-02-05,SKU115,96,2025-02-18
SHP001004,Chennai,Mumbai,Road,2,Delayed,2025-07-19,SKU105,178,2025-07-21
SHP001005,Chennai,Mumbai,Sea,12,Delayed,2025-11-08,SKU105,163,2025-11-20
SHP001006,Ho Chi Minh City,Rotterdam,Sea,24,Delayed,2025-10-18,SKU126,206,2025-11-11
SHP001007,Chennai,Sao Paulo,Sea,24,Delivered,2025-07-15,SKU101,196,2025-08-08
SHP001008,Ho Chi Minh City,Mumbai,Sea,2,In Transit,2025-06-29,SKU103,186,2025-07-01
SHP001009,Bangkok,Dubai,Road,3,Delayed,2025-09-23,SKU102,111,2025-09-26
SHP001010,Bangkok,Sydney,Sea,22,Delivered,2025-12-25,SKU113,172,2026-01-16
SHP001011,Chennai,Sydney,Road,8,In Transit,2025-02-04,SKU117,184,2025-02-12
SHP001012,Bangkok,Dubai,Road,24,Delivered,2025-12-06,SKU114,129,2025-12-30
SHP001013,Ho Chi Minh City,Singapore,Air,20,Delayed,2025-08-10,SKU126,222,2025-08-30
SHP001014,Chennai,Chicago,Road,22,In Transit,2025-09-03,SKU125,190,2025-09-25
SHP001015,Ho Chi Minh City,Sydney,Road,12,Delivered,2025-10-01,SKU114,170,2025-10-13
SHP001016,Zhengzhou,Rotterdam,Air,17,In Transit,2025-10-21,SKU128,191,2025-11-07
SHP001017,Bangkok,Sydney,Air,12,Delivered,2025-03-06,SKU104,171,2025-03-18
SHP001018,Noida,Sao Paulo,Sea,5,Delayed,2025-07-12,SKU108,158,2025-07-17
SHP001019,Ho Chi Minh City,Sao Paulo,Air,4,In Transit,2025-09-01,SKU111,108,2025-09-05
SHP001020,Zhengzhou,Sao Paulo,Road,10,Delivered,2025-02-13,SKU103,150,2025-02-23
SHP001021,Noida,Sao Paulo,Road,7,Delivered,2025-12-02,SKU129,157,2025-12-09
SHP001022,Noida,Johannesburg,Sea,10,Delivered,2025-05-26,SKU108,116,2025-06-05
SHP001023,Zhengzhou,Chicago,Air,16,In Transit,2025-09-18,SKU121,104,2025-10-04
SHP001024,Zhengzhou,Johannesburg,Road,22,Delayed,2025-06-29,SKU106,218,2025-07-21
SHP001025,Shenzhen,Sydney,Road,25,Delivered,2025-01-06,SKU128,212,2025-01-31
SHP001026,Shenzhen,Sydney,Sea,11,Delayed,2025-02-11,SKU101,105,2025-02-22
SHP001027,Bangkok,Dubai,Sea,18,In Transit,2025-06-26,SKU128,131,2025-07-14
SHP001028,Noida,Sao Paulo,Road,13,Delayed,2025-11-06,SKU109,199,2025-11-19
SHP001029,Zhengzhou,Singapore,Road,14,Delivered,2025-10-23,SKU112,172,2025-11-06
SHP001030,Shenzhen,Johannesburg,Sea,15,In Transit,2025-02-19,SKU117,116,2025-03-06
SHP001031,Ho Chi Minh City,Rotterdam,Air,16,Delivered,2025-06-03,SKU104,126,2025-06-19
SHP001032,Shenzhen,Singapore,Air,19,In Transit,2025-04-22,SKU115,187,2025-05-11
SHP001033,Bangkok,Sydney,Sea,24,Delayed,2025-01-03,SKU125,173,2025-01-27
SHP001034,Chennai,Sao Paulo,Air,4,In Transit,2025-08-25,SKU100,99,2025-08-29
SHP001035,Noida,Singapore,Road,5,In Transit,2025-05-07,SKU105,132,2025-05-12
SHP001036,Chennai,Chicago,Sea,3,Delivered,2025-04-14,SKU101,123,2025-04-17
SHP001037,Shenzhen,Sao Paulo,Air,19,Delayed,2025-05-26,SKU115,204,2025-06-14
SHP001038,Bangkok,Sao Paulo,Air,10,Delayed,2025-05-22,SKU119,194,2025-06-01
SHP001039,Shenzhen,Johannesburg,Sea,16,Delivered,2025-08-18,SKU126,164,2025-09-03
SHP001040,Chennai,Dubai,Road,13,Delivered,2025-01-07,SKU117,150,2025-01-20
SHP001041,Chennai,Sao Paulo,Air,3,Delayed,2025-10-10,SKU125,211,2025-10-13
SHP001042,Zhengzhou,Johannesburg,Road,18,Delivered,2025-05-19,SKU101,143,2025-06-06
SHP001043,Noida,Mumbai,Road,5,Delayed,2025-06-24,SKU124,158,2025-06-29
SHP001044,Shenzhen,Singapore,Road,24,In Transit,2025-07-30,SKU106,141,2025-08-23
SHP001045,Zhengzhou,Sao Paulo,Sea,6,In Transit,2025-11-30,SKU103,142,2025-12-06
SHP001046,Ho Chi Minh City,Johannesburg,Sea,23,In Transit,2025-10-31,SKU120,186,2025-11-23
SHP001047,Chennai,Singapore,Sea,19,In Transit,2025-01-01,SKU110,197,2025-01-20
SHP001048,Zhengzhou,Chicago,Road,25,Delayed,2025-09-05,SKU109,138,2025-09-30
SHP001049,Ho Chi Minh City,Singapore,Road,24,Delayed,2025-09-30,SKU127,125,2025-10-24
SHP001050,Bangkok,Johannesburg,Air,10,Delivered,2025-06-07,SKU113,182,2025-06-17
SHP001051,Ho Chi Minh City,Johannesburg,Air,16,In Transit,2025-05-15,SKU110,194,2025-05-31
SHP001052,Noida,Mumbai,Sea,12,In Transit,2025-05-14,SKU117,136,2025-05-26
SHP001053,Zhengzhou,Sydney,Sea,8,Delayed,2025-08-29,SKU109,160,2025-09-06
SHP001054,Zhengzhou,Dubai,Sea,7,Delivered,2025-04-16,SKU126,132,2025-04-23
SHP001055,Bangkok,Rotterdam,Sea,18,Delivered,2025-11-20,SKU112,191,2025-12-08
SHP001056,Noida,Rotterdam,Road,19,Delivered,2025-03-07,SKU118,166,2025-03-26
SHP001057,Ho Chi Minh City,Dubai,Sea,25,Delivered,2025-11-09,SKU107,188,2025-12-04
SHP001058,Bangkok,Dubai,Sea,16,In Transit,2025-05-26,SKU119,116,2025-06-11
SHP001059,Noida,Rotterdam,Road,23,Delayed,2025-12-31,SKU124,197,2026-01-23
SHP001060,Bangkok,Sao Paulo,Sea,10,Delivered,2025-10-20,SKU116,112,2025-10-30
SHP001061,Shenzhen,Singapore,Air,6,In Transit,2025-11-02,SKU101,136,2025-11-08
SHP001062,Zhengzhou,Sydney,Sea,21,Delivered,2025-06-22,SKU122,165,2025-07-13
SHP001063,Shenzhen,Johannesburg,Road,9,Delivered,2025-01-30,SKU120,141,2025-02-08
SHP001064,Shenzhen,Chicago,Road,17,Delivered,2025-10-22,SKU110,139,2025-11-08
SHP001065,Noida,Singapore,Sea,8,Delayed,2025-10-06,SKU110,157,2025-10-14
SHP001066,Chennai,Mumbai,Air,21,Delayed,2025-08-07,SKU110,198,2025-08-28
SHP001067,Ho Chi Minh City,Rotterdam,Road,11,Delayed,2025-01-08,SKU116,136,2025-01-19
SHP001068,Ho Chi Minh City,Sydney,Air,14,Delayed,2025-05-08,SKU123,144,2025-05-22
SHP001069,Noida,Johannesburg,Sea,15,In Transit,2025-09-03,SKU106,131,2025-09-18
SHP001070,Bangkok,Johannesburg,Road,20,Delivered,2025-06-02,SKU101,190,2025-06-22
SHP001071,Zhengzhou,Rotterdam,Road,9,In Transit,2025-02-18,SKU129,200,2025-02-27
SHP001072,Bangkok,Sydney,Road,5,In Transit,2025-07-12,SKU115,130,2025-07-17
SHP001073,Ho Chi Minh City,Singapore,Air,2,Delivered,2025-02-25,SKU100,167,2025-02-27
SHP001074,Ho Chi Minh City,Sao Paulo,Road,8,In Transit,2025-05-06,SKU118,217,2025-05-14
SHP001075,Ho Chi Minh City,Sydney,Air,20,In Transit,2025-06-08,SKU117,127,2025-06-28
SHP001076,Bangkok,Chicago,Air,3,In Transit,2025-03-14,SKU124,168,2025-03-17
SHP001077,Bangkok,Chicago,Sea,12,In Transit,2025-11-01,SKU113,93,2025-11-13
SHP001078,Ho Chi Minh City,Mumbai,Air,9,Delayed,2025-02-28,SKU109,214,2025-03-09
SHP001079,Chennai,Rotterdam,Sea,24,Delayed,2025-08-18,SKU118,140,2025-09-11
SHP001080,Zhengzhou,Johannesburg,Road,16,Delivered,2025-05-03,SKU117,178,2025-05-19
SHP001081,Ho Chi Minh City,Johannesburg,Road,19,In Transit,2025-02-27,SKU113,173,2025-03-18
SHP001082,Bangkok,Chicago,Sea,24,Delivered,2025-12-10,SKU101,132,2026-01-03
SHP001083,Zhengzhou,Johannesburg,Air,14,Delivered,2025-02-04,SKU106,140,2025-02-18
SHP001084,Noida,Dubai,Sea,18,In Transit,2025-12-29,SKU106,126,2026-01-16
SHP001085,Zhengzhou,Chicago,Road,25,Delivered,2025-04-16,SKU109,170,2025-05-11
SHP001086,Ho Chi Minh City,Sydney,Road,16,In Transit,2025-05-20,SKU107,214,2025-06-05
SHP001087,Noida,Sydney,Sea,14,In Transit,2025-08-25,SKU122,190,2025-09-08
SHP001088,Noida,Chicago,Air,12,In Transit,2025-06-20,SKU118,116,2025-07-02
SHP001089,Chennai,Rotterdam,Sea,3,Delayed,2025-06-21,SKU108,143,2025-06-24
SHP001090,Ho Chi Minh City,Singapore,Road,6,Delayed,2025-06-25,SKU123,113,2025-07-01
SHP001091,Noida,Rotterdam,Road,6,In Transit,2025-02-20,SKU106,141,2025-02-26
SHP001092,Shenzhen,Chicago,Road,25,Delivered,2025-04-26,SKU100,131,2025-05-21
SHP001093,Bangkok,Singapore,Air,12,In Transit,2025-05-20,SKU123,101,2025-06-01
SHP001094,Zhengzhou,Mumbai,Air,9,Delayed,2025-11-24,SKU109,212,2025-12-03
SHP001095,Bangkok,Sydney,Sea,23,Delivered,2025-07-06,SKU105,211,2025-07-29
SHP001096,Zhengzhou,Sydney,Sea,20,Delayed,2025-07-15,SKU109,109,2025-08-04
SHP001097,Chennai,Johannesburg,Road,7,Delayed,2025-03-28,SKU100,153,2025-04-04
SHP001098,Bangkok,Mumbai,Sea,12,Delayed,2025-10-20,SKU107,130,2025-11-01
SHP001099,Noida,Singapore,Sea,24,Delivered,2025-11-24,SKU104,125,2025-12-18
SHP001100,Bangkok,Sydney,Air,2,Delayed,2025-03-02,SKU104,166,2025-03-04
SHP001101,Ho Chi Minh City,Chicago,Road,11,Delivered,2025-04-18,SKU118,118,2025-04-29
SHP001102,Ho Chi Minh City,Sao Paulo,Sea,13,Delivered,2025-07-30,SKU115,219,2025-08-12
SHP001103,Zhengzhou,Singapore,Air,21,Delayed,2025-04-19,SKU120,118,2025-05-10
SHP001104,Bangkok,Singapore,Sea,9,In Transit,2025-07-17,SKU109,105,2025-07-26
SHP001105,Zhengzhou,Dubai,Road,19,Delayed,2025-05-05,SKU115,176,2025-05-24
SHP001106,Ho Chi Minh City,Chicago,Sea,19,Delivered,2025-03-15,SKU111,214,2025-04-03
SHP001107,Noida,Sao Paulo,Road,7,Delayed,2025-12-25,SKU103,141,2026-01-01
SHP001108,Noida,Sydney,Sea,19,In Transit,2025-06-02,SKU118,121,2025-06-21
SHP001109,Zhengzhou,Mumbai,Air,4,Delayed,2025-11-23,SKU111,184,2025-11-27
SHP001110,Bangkok,Mumbai,Sea,24,In Transit,2025-10-22,SKU122,197,2025-11-15
SHP001111,Bangkok,Mumbai,Sea,14,Delayed,2025-11-15,SKU115,125,2025-11-29
SHP001112,Chennai,Singapore,Air,11,Delayed,2025-02-10,SKU122,111,2025-02-21
SHP001113,Shenzhen,Dubai,Air,11,Delivered,2025-08-14,SKU107,170,2025-08-25
SHP001114,Zhengzhou,Singapore,Sea,25,Delayed,2025-10-22,SKU104,124,2025-11-16
SHP001115,Bangkok,Singapore,Air,17,Delivered,2025-10-29,SKU105,214,2025-11-15
SHP001116,Shenzhen,Johannesburg,Road,18,Delayed,2025-02-28,SKU109,216,2025-03-18
SHP001117,Bangkok,Sydney,Sea,4,In Transit,2025-12-10,SKU126,217,2025-12-14
SHP001118,Ho Chi Minh City,Singapore,Sea,14,In Transit,2025-06-16,SKU108,159,2025-06-30
SHP001119,Noida,Rotterdam,Road,14,In Transit,2025-03-21,SKU100,227,2025-04-04
SHP001120,Shenzhen,Johannesburg,Sea,19,Delayed,2025-03-17,SKU118,147,2025-04-05
SHP001121,Zhengzhou,Sao Paulo,Sea,13,Delayed,2025-12-13,SKU100,195,2025-12-26
SHP001122,Ho Chi Minh City,Rotterdam,Air,24,In Transit,2025-12-23,SKU124,189,2026-01-16
SHP001123,Zhengzhou,Rotterdam,Sea,17,In Transit,2025-02-06,SKU106,188,2025-02-23
SHP001124,Zhengzhou,Singapore,Road,19,Delivered,2025-07-07,SKU103,218,2025-07-26
SHP001125,Chennai,Rotterdam,Sea,13,In Transit,2025-05-03,SKU119,106,2025-05-16
SHP001126,Ho Chi Minh City,Rotterdam,Sea,18,In Transit,2025-10-31,SKU113,208,2025-11-18
SHP001127,Zhengzhou,Sydney,Air,12,In Transit,2025-12-03,SKU123,119,2025-12-15
SHP001128,Chennai,Rotterdam,Air,16,Delayed,2025-11-27,SKU117,198,2025-12-13
SHP001129,Shenzhen,Dubai,Road,5,Delivered,2025-08-04,SKU105,124,2025-08-09
SHP001130,Shenzhen,Chicago,Road,12,Delivered,2025-05-12,SKU112,183,2025-05-24
SHP001131,Shenzhen,Sao Paulo,Sea,8,Delayed,2025-10-31,SKU114,182,2025-11-08
SHP001132,Ho Chi Minh City,Johannesburg,Sea,7,In Transit,2025-08-21,SKU114,97,2025-08-28
SHP001133,Noida,Rotterdam,Air,7,Delivered,2025-05-25,SKU100,206,2025-06-01
SHP001134,Ho Chi Minh City,Sydney,Sea,6,Delivered,2025-11-23,SKU115,184,2025-11-29
SHP001135,Bangkok,Chicago,Road,10,In Transit,2025-01-11,SKU126,142,2025-01-21
SHP001136,Chennai,Mumbai,Road,10,Delivered,2025-10-25,SKU122,121,2025-11-04
SHP001137,Chennai,Sydney,Air,6,In Transit,2025-06-27,SKU120,121,2025-07-03
SHP001138,Chennai,Singapore,Sea,22,Delivered,2025-03-04,SKU106,107,2025-03-26
SHP001139,Noida,Singapore,Road,6,Delivered,2025-10-01,SKU112,180,2025-10-07
SHP001140,Chennai,Mumbai,Air,13,In Transit,2025-06-14,SKU110,209,2025-06-27
SHP001141,Bangkok,Mumbai,Road,22,Delayed,2025-03-03,SKU126,218,2025-03-25
SHP001142,Zhengzhou,Chicago,Air,10,Delayed,2025-01-23,SKU103,195,2025-02-02
SHP001143,Noida,Dubai,Road,10,Delivered,2025-06-04,SKU120,108,2025-06-14
SHP001144,Ho Chi Minh City,Sao Paulo,Road,15,Delivered,2025-07-01,SKU113,206,2025-07-16
SHP001145,Chennai,Dubai,Air,20,In Transit,2025-07-06,SKU104,174,2025-07-26
SHP001146,Bangkok,Sao Paulo,Sea,4,Delivered,2025-11-29,SKU106,224,2025-12-03
SHP001147,Ho Chi Minh City,Mumbai,Sea,19,In Transit,2025-05-02,SKU107,141,2025-05-21
SHP001148,Noida,Dubai,Road,4,Delivered,2025-12-03,SKU121,164,2025-12-07
SHP001149,Shenzhen,Rotterdam,Road,4,In Transit,2025-03-22,SKU113,234,2025-03-26
SHP001150,Chennai,Sydney,Air,15,In Transit,2025-07-28,SKU104,186,2025-08-12
SHP001151,Ho Chi Minh City,Dubai,Air,4,Delayed,2025-11-30,SKU103,133,2025-12-04
SHP001152,Noida,Rotterdam,Air,10,In Transit,2025-12-29,SKU113,176,2026-01-08
SHP001153,Chennai,Sao Paulo,Air,9,In Transit,2025-08-15,SKU120,204,2025-08-24
SHP001154,Shenzhen,Singapore,Air,9,Delivered,2025-11-01,SKU129,112,2025-11-10
SHP001155,Chennai,Dubai,Road,17,Delivered,2025-02-17,SKU126,144,2025-03-06
SHP001156,Bangkok,Singapore,Air,15,Delivered,2025-08-14,SKU113,188,2025-08-29
SHP001157,Shenzhen,Chicago,Road,10,Delayed,2025-03-08,SKU101,110,2025-03-18
SHP001158,Bangkok,Rotterdam,Air,20,Delivered,2025-06-02,SKU129,175,2025-06-22
SHP001159,Zhengzhou,Rotterdam,Road,18,In Transit,2025-09-18,SKU121,107,2025-10-06
SHP001160,Chennai,Dubai,Sea,4,In Transit,2025-08-12,SKU129,179,2025-08-16
SHP001161,Ho Chi Minh City,Sao Paulo,Air,14,In Transit,2025-07-22,SKU103,196,2025-08-05
SHP001162,Chennai,Dubai,Sea,19,In Transit,2025-01-03,SKU119,107,2025-01-22
SHP001163,Bangkok,Dubai,Sea,24,Delivered,2025-07-18,SKU122,139,2025-08-11
SHP001164,Zhengzhou,Singapore,Road,5,Delivered,2025-07-13,SKU111,174,2025-07-18
SHP001165,Noida,Johannesburg,Road,9,In Transit,2025-11-21,SKU120,149,2025-11-30
SHP001166,Ho Chi Minh City,Mumbai,Road,8,Delivered,2025-01-29,SKU122,144,2025-02-06
SHP001167,Shenzhen,Sao Paulo,Air,4,Delivered,2025-08-18,SKU128,168,2025-08-22
SHP001168,Bangkok,Dubai,Sea,20,Delayed,2025-02-21,SKU100,168,2025-03-13
SHP001169,Shenzhen,Sydney,Road,14,Delivered,2025-11-29,SKU117,178,2025-12-13
SHP001170,Noida,Sao Paulo,Sea,25,Delivered,2025-12-02,SKU115,106,2025-12-27
SHP001171,Bangkok,Rotterdam,Road,2,Delivered,2025-09-17,SKU101,107,2025-09-19
SHP001172,Shenzhen,Dubai,Road,15,Delivered,2025-10-04,SKU123,164,2025-10-19
SHP001173,Bangkok,Singapore,Road,22,Delivered,2025-02-28,SKU113,100,2025-03-22
SHP001174,Chennai,Sao Paulo,Sea,15,Delayed,2025-06-24,SKU105,129,2025-07-09
SHP001175,Noida,Singapore,Road,13,Delayed,2025-05-23,SKU129,214,2025-06-05
SHP001176,Zhengzhou,Sydney,Sea,12,Delayed,2025-06-01,SKU102,167,2025-06-13
SHP001177,Zhengzhou,Dubai,Road,3,In Transit,2025-01-18,SKU124,153,2025-01-21
SHP001178,Shenzhen,Sydney,Air,20,In Transit,2025-12-27,SKU112,155,2026-01-16
SHP001179,Ho Chi Minh City,Sao Paulo,Sea,19,Delayed,2025-07-21,SKU106,92,2025-08-09
SHP001180,Shenzhen,Chicago,Sea,21,Delayed,2025-03-13,SKU113,129,2025-04-03
SHP001181,Zhengzhou,Johannesburg,Sea,10,Delayed,2025-01-27,SKU117,199,2025-02-06
SHP001182,Bangkok,Dubai,Sea,9,Delivered,2025-03-13,SKU127,221,2025-03-22
SHP001183,Zhengzhou,Chicago,Road,11,Delayed,2025-01-24,SKU106,101,2025-02-04
SHP001184,Bangkok,Rotterdam,Sea,10,Delayed,2025-05-28,SKU116,143,2025-06-07
SHP001185,Noida,Sao Paulo,Air,23,Delivered,2025-10-25,SKU105,160,2025-11-17
SHP001186,Chennai,Johannesburg,Road,12,Delayed,2025-04-09,SKU103,223,2025-04-21
SHP001187,Ho Chi Minh City,Johannesburg,Sea,2,Delayed,2025-04-03,SKU101,212,2025-04-05
SHP001188,Bangkok,Johannesburg,Road,21,Delivered,2025-12-15,SKU115,174,2026-01-05
SHP001189,Chennai,Sao Paulo,Air,21,Delivered,2025-04-26,SKU124,197,2025-05-17
SHP001190,Zhengzhou,Sao Paulo,Sea,3,In Transit,2025-01-29,SKU126,154,2025-02-01
SHP001191,Zhengzhou,Dubai,Road,10,In Transit,2025-05-19,SKU101,128,2025-05-29
SHP001192,Ho Chi Minh City,Singapore,Sea,10,Delayed,2025-11-25,SKU123,181,2025-12-05
SHP001193,Bangkok,Sao Paulo,Air,4,In Transit,2025-03-04,SKU102,184,2025-03-08
SHP001194,Bangkok,Johannesburg,Road,5,In Transit,2025-11-06,SKU119,200,2025-11-11
SHP001195,Bangkok,Johannesburg,Road,18,In Transit,2025-08-31,SKU124,249,2025-09-18
SHP001196,Noida,Rotterdam,Air,13,Delivered,2025-02-03,SKU118,224,2025-02-16
SHP001197,Bangkok,Sao Paulo,Road,2,In Transit,2025-11-26,SKU111,123,2025-11-28
