Date,WarehouseID,SKUID,OnHand,Outbound
2025-08-15,WH005,SKU101,46,11.9
2025-08-16,WH005,SKU101,37,9.2
2025-08-17,WH005,SKU101,26,10.8
2025-08-18,WH005,SKU101,23,3.1
2025-08-19,WH005,SKU101,64,3.5
2025-08-20,WH005,SKU101,60,3.9
2025-08-21,WH005,SKU101,47,13.2
2025-08-22,WH005,SKU101,36,11.3
2025-08-23,WH005,SKU101,27,8.9
2025-08-24,WH005,SKU101,17,9.4
2025-08-25,WH005,SKU101,4,13.0
2025-08-26,WH005,SKU101,58,14.2
2025-08-27,WH005,SKU101,43,14.2
2025-08-28,WH005,SKU101,30,13.9
2025-08-29,WH005,SKU101,17,12.4
2025-08-30,WH005,SKU101,12,5.4
2025-08-31,WH005,SKU101,0,13.0
2025-09-01,WH005,SKU101,0,12.0
2025-09-02,WH005,SKU101,49,10.8
2025-09-03,WH005,SKU101,35,14.5
2025-09-04,WH005,SKU101,26,8.9
2025-09-05,WH005,SKU101,22,3.5
2025-09-06,WH005,SKU101,13,9.9
2025-09-07,WH005,SKU101,5,7.5
2025-09-08,WH005,SKU101,2,3.4
2025-09-09,WH005,SKU101,68,7.6
2025-09-10,WH005,SKU101,58,9.5
2025-09-11,WH005,SKU101,51,7.1
2025-09-12,WH005,SKU101,47,4.1
2025-09-13,WH005,SKU101,42,5.5
2025-09-14,WH005,SKU101,30,11.2
2025-09-15,WH005,SKU101,26,4.0
2025-09-16,WH005,SKU101,101,6.6
2025-09-17,WH005,SKU101,94,7.5
2025-09-18,WH005,SKU101,83,11.0
2025-09-19,WH005,SKU101,76,6.7
2025-09-20,WH005,SKU101,67,8.9
2025-09-21,WH005,SKU101,53,14.5
2025-09-22,WH005,SKU101,50,2.6
2025-09-23,WH005,SKU101,92,14.0
2025-09-24,WH005,SKU101,77,14.2
2025-09-25,WH005,SKU101,68,9.3
2025-09-26,WH005,SKU101,56,12.4
2025-09-27,WH005,SKU101,45,10.5
2025-09-28,WH005,SKU101,35,10.4
2025-09-29,WH005,SKU101,21,13.5
2025-09-30,WH005,SKU101,67,2.5
2025-10-01,WH005,SKU101,58,9.2
2025-10-02,WH005,SKU101,55,2.2
2025-10-03,WH005,SKU101,47,8.6
2025-10-04,WH005,SKU101,35,11.6
2025-10-05,WH005,SKU101,24,11.4
2025-10-06,WH005,SKU101,20,3.9
2025-10-07,WH005,SKU101,82,3.4
2025-10-08,WH005,SKU101,74,8.0
2025-10-09,WH005,SKU101,65,8.4
2025-10-10,WH005,SKU101,62,3.5
2025-10-11,WH005,SKU101,51,10.8
2025-10-12,WH005,SKU101,41,10.3
2025-10-13,WH005,SKU101,34,7.0
2025-10-14,WH005,SKU101,103,3.4
2025-10-15,WH005,SKU101,98,5.5
2025-10-16,WH005,SKU101,90,7.6
2025-10-17,WH005,SKU101,80,9.8
2025-10-18,WH005,SKU101,75,5.4
2025-10-19,WH005,SKU101,72,2.6
2025-10-20,WH005,SKU101,64,8.5
2025-10-21,WH005,SKU101,105,9.1
2025-10-22,WH005,SKU101,94,10.5
2025-10-23,WH005,SKU101,91,3.7
2025-10-24,WH005,SKU101,83,7.7
2025-10-25,WH005,SKU101,71,11.7
2025-10-26,WH005,SKU101,60,11.5
2025-10-27,WH005,SKU101,53,7.2
2025-10-28,WH005,SKU101,99,5.5
2025-10-29,WH005,SKU101,95,3.1
2025-10-30,WH005,SKU101,86,9.8
2025-10-31,WH005,SKU101,83,2.2
2025-11-01,WH005,SKU101,77,6.7
2025-11-02,WH005,SKU101,62,15.1
2025-11-03,WH005,SKU101,52,9.2
2025-11-04,WH005,SKU101,92,9.4
2025-11-05,WH005,SKU101,83,8.7
2025-11-06,WH005,SKU101,71,11.8
2025-11-07,WH005,SKU101,63,8.5
2025-11-08,WH005,SKU101,56,6.1
2025-11-09,WH005,SKU101,48,9.0
2025-11-10,WH005,SKU101,41,6.1
2025-11-11,WH005,SKU101,88,11.3
2025-11-12,WH005,SKU101,78,10.2
2025-11-13,WH005,SKU101,60,17.3
2025-11-14,WH005,SKU101,46,14.2
2025-11-15,WH005,SKU101,30,16.3
2025-11-16,WH005,SKU101,13,16.6
2025-11-17,WH005,SKU101,10,3.0
2025-11-18,WH005,SKU101,53,12.4
2025-11-19,WH005,SKU101,42,11.0
2025-11-20,WH005,SKU101,36,6.4
2025-11-21,WH005,SKU101,24,12.2
2025-11-22,WH005,SKU101,17,6.9
2025-11-23,WH005,SKU101,9,8.0
2025-11-24,WH005,SKU101,5,3.4
2025-11-25,WH005,SKU101,54,12.6
2025-11-26,WH005,SKU101,38,16.0
2025-11-27,WH005,SKU101,24,14.5
2025-11-28,WH005,SKU101,8,15.7
2025-11-29,WH005,SKU101,0,8.7
2025-11-30,WH005,SKU101,0,8.1
2025-12-01,WH005,SKU101,0,7.5
2025-12-02,WH005,SKU101,78,12.1
2025-12-03,WH005,SKU101,69,9.4
2025-12-04,WH005,SKU101,59,9.5
2025-12-05,WH005,SKU101,41,17.6
2025-12-06,WH005,SKU101,36,5.2
2025-12-07,WH005,SKU101,24,12.0
2025-12-08,WH005,SKU101,15,9.3
2025-12-09,WH005,SKU101,68,7.3
2025-12-10,WH005,SKU101,52,16.0
2025-12-11,WH005,SKU101,40,12.6
2025-12-12,WH005,SKU101,24,15.3
2025-12-13,WH005,SKU101,9,15.6
2025-12-14,WH005,SKU101,0,11.3
2025-12-15,WH005,SKU101,0,17.0
2025-12-16,WH005,SKU101,77,5.1
2025-12-17,WH005,SKU101,67,10.3
2025-12-18,WH005,SKU101,54,12.9
2025-12-19,WH005,SKU101,42,12.4
2025-12-20,WH005,SKU101,28,14.0
2025-12-21,WH005,SKU101,20,7.4
2025-12-22,WH005,SKU101,14,5.9
2025-12-23,WH005,SKU101,74,10.4
2025-12-24,WH005,SKU101,70,3.9
2025-12-25,WH005,SKU101,65,5.2
2025-12-26,WH005,SKU101,56,8.9
2025-12-27,WH005,SKU101,47,9.0
2025-12-28,WH005,SKU101,31,16.5
2025-12-29,WH005,SKU101,27,4.0
2025-12-30,WH005,SKU101,116,3.3
2025-12-31,WH005,SKU101,103,13.7
2025-01-01,WH006,SKU101,1530,80.7
2025-01-02,WH006,SKU101,1446,84.2
2025-01-03,WH006,SKU101,1377,69.4
2025-01-04,WH006,SKU101,1298,78.3
2025-01-05,WH006,SKU101,1199,99.1
2025-01-06,WH006,SKU101,1169,30.5
2025-01-07,WH006,SKU101,1065,103.7
2025-01-08,WH006,SKU101,971,94.0
2025-01-09,WH006,SKU101,862,109.5
2025-01-10,WH006,SKU101,828,33.2
2025-01-11,WH006,SKU101,744,84.0
2025-01-12,WH006,SKU101,664,80.5
2025-01-13,WH006,SKU101,608,55.9
2025-01-14,WH006,SKU101,507,101.3
2025-01-15,WH006,SKU101,441,65.5
2025-01-16,WH006,SKU101,419,22.3
2025-01-17,WH006,SKU101,387,31.6
2025-01-18,WH006,SKU101,364,23.4
2025-01-19,WH006,SKU101,310,53.5
2025-01-20,WH006,SKU101,265,45.8
2025-01-21,WH006,SKU101,717,93.8
2025-01-22,WH006,SKU101,672,44.7
2025-01-23,WH006,SKU101,582,89.8
2025-01-24,WH006,SKU101,509,73.4
2025-01-25,WH006,SKU101,479,29.4
2025-01-26,WH006,SKU101,388,91.5
2025-01-27,WH006,SKU101,340,48.0
2025-01-28,WH006,SKU101,808,89.8
2025-01-29,WH006,SKU101,709,99.1
2025-01-30,WH006,SKU101,599,110.3
2025-01-31,WH006,SKU101,560,38.9
2025-02-01,WH006,SKU101,532,28.1
2025-02-02,WH006,SKU101,455,76.7
2025-02-03,WH006,SKU101,349,105.9
2025-02-04,WH006,SKU101,603,82.0
2025-02-05,WH006,SKU101,539,63.9
2025-02-06,WH006,SKU101,494,44.9
2025-02-07,WH006,SKU101,441,53.1
2025-02-08,WH006,SKU101,377,64.6
2025-02-09,WH006,SKU101,269,107.7
2025-02-10,WH006,SKU101,195,74.5
2025-02-11,WH006,SKU101,562,99.5
2025-02-12,WH006,SKU101,537,24.8
2025-02-13,WH006,SKU101,491,45.8
2025-02-14,WH006,SKU101,465,26.5
2025-02-15,WH006,SKU101,383,81.2
2025-02-16,WH006,SKU101,296,87.6
2025-02-17,WH006,SKU101,218,77.8
2025-02-18,WH006,SKU101,659,100.4
2025-02-19,WH006,SKU101,631,27.6
2025-02-20,WH006,SKU101,538,93.5
2025-02-21,WH006,SKU101,429,109.0
2025-02-22,WH006,SKU101,324,104.4
2025-02-23,WH006,SKU101,290,34.5
2025-02-24,WH006,SKU101,180,109.7
2025-02-25,WH006,SKU101,602,86.7
2025-02-26,WH006,SKU101,553,48.2
2025-02-27,WH006,SKU101,510,43.1
2025-02-28,WH006,SKU101,427,83.4
2025-03-01,WH006,SKU101,376,51.1
2025-03-02,WH006,SKU101,351,24.8
2025-03-03,WH006,SKU101,317,34.3
2025-03-04,WH006,SKU101,679,81.6
2025-03-05,WH006,SKU101,654,25.0
2025-03-06,WH006,SKU101,585,69.0
2025-03-07,WH006,SKU101,503,82.3
2025-03-08,WH006,SKU101,481,22.3
2025-03-09,WH006,SKU101,415,65.2
2025-03-10,WH006,SKU101,322,93.5
2025-03-11,WH006,SKU101,808,79.6
2025-03-12,WH006,SKU101,722,85.8
2025-03-13,WH006,SKU101,648,73.4
2025-03-14,WH006,SKU101,571,77.4
2025-03-15,WH006,SKU101,550,21.2
2025-03-16,WH006,SKU101,503,46.4
2025-03-17,WH006,SKU101,439,64.3
2025-03-18,WH006,SKU101,717,88.4
2025-03-19,WH006,SKU101,631,85.6
2025-03-20,WH006,SKU101,548,83.4
2025-03-21,WH006,SKU101,527,21.2
2025-03-22,WH006,SKU101,458,68.5
2025-03-23,WH006,SKU101,429,29.2
2025-03-24,WH006,SKU101,362,66.6
2025-03-25,WH006,SKU101,722,77.0
2025-03-26,WH006,SKU101,701,21.2
2025-03-27,WH006,SKU101,601,100.6
2025-03-28,WH006,SKU101,491,109.5
2025-03-29,WH006,SKU101,460,31.6
2025-03-30,WH006,SKU101,365,94.4
2025-03-31,WH006,SKU101,318,47.3
2025-04-01,WH006,SKU101,726,48.6
2025-04-02,WH006,SKU101,664,62.1
2025-04-03,WH006,SKU101,632,32.1
2025-04-04,WH006,SKU101,594,38.5
2025-04-05,WH006,SKU101,489,105.0
2025-04-06,WH006,SKU101,427,61.7
2025-04-07,WH006,SKU101,319,107.7
2025-04-08,WH006,SKU101,729,21.2
2025-04-09,WH006,SKU101,707,22.8
2025-04-10,WH006,SKU101,653,53.1
2025-04-11,WH006,SKU101,596,57.5
2025-04-12,WH006,SKU101,515,81.2
2025-04-13,WH006,SKU101,486,28.5
2025-04-14,WH006,SKU101,442,44.4
2025-04-15,WH006,SKU101,808,86.7
2025-04-16,WH006,SKU101,764,44.2
2025-04-17,WH006,SKU101,720,44.0
2025-04-18,WH006,SKU101,627,92.9
2025-04-19,WH006,SKU101,547,80.0
2025-04-20,WH006,SKU101,517,30.5
2025-04-21,WH006,SKU101,469,47.5
2025-04-22,WH006,SKU101,795,102.2
2025-04-23,WH006,SKU101,725,70.3
2025-04-24,WH006,SKU101,655,69.7
2025-04-25,WH006,SKU101,574,81.8
2025-04-26,WH006,SKU101,543,30.7
2025-04-27,WH006,SKU101,479,63.7
2025-04-28,WH006,SKU101,396,83.4
2025-04-29,WH006,SKU101,702,67.9
2025-04-30,WH006,SKU101,677,24.8
2025-05-01,WH006,SKU101,573,103.9
2025-05-02,WH006,SKU101,545,28.1
2025-05-03,WH006,SKU101,516,29.0
2025-05-04,WH006,SKU101,432,84.5
2025-05-05,WH006,SKU101,406,26.1
2025-05-06,WH006,SKU101,764,83.4
2025-05-07,WH006,SKU101,729,35.2
2025-05-08,WH006,SKU101,643,85.6
2025-05-09,WH006,SKU101,566,77.2
2025-05-10,WH006,SKU101,459,107.2
2025-05-11,WH006,SKU101,387,71.9
2025-05-12,WH006,SKU101,331,55.9
2025-05-13,WH006,SKU101,730,68.5
2025-05-14,WH006,SKU101,678,51.5
2025-05-15,WH006,SKU101,608,69.9
2025-05-16,WH006,SKU101,501,107.0
2025-05-17,WH006,SKU101,408,93.1
2025-05-18,WH006,SKU101,362,46.2
2025-05-19,WH006,SKU101,267,95.5
2025-05-20,WH006,SKU101,607,38.7
2025-05-21,WH006,SKU101,583,24.8
2025-05-22,WH006,SKU101,479,103.9
2025-05-23,WH006,SKU101,412,67.0
2025-05-24,WH006,SKU101,349,62.8
2025-05-25,WH006,SKU101,250,98.6
2025-05-26,WH006,SKU101,203,47.1
2025-05-27,WH006,SKU101,683,22.1
2025-05-28,WH006,SKU101,621,61.5
2025-05-29,WH006,SKU101,580,41.6
2025-05-30,WH006,SKU101,550,30.1
2025-05-31,WH006,SKU101,441,108.6
2025-06-01,WH006,SKU101,405,35.6
2025-06-02,WH006,SKU101,369,36.3
2025-06-03,WH006,SKU101,780,90.9
2025-06-04,WH006,SKU101,758,22.1
2025-06-05,WH006,SKU101,695,62.6
2025-06-06,WH006,SKU101,590,105.9
2025-06-07,WH006,SKU101,565,25.0
2025-06-08,WH006,SKU101,516,48.9
2025-06-09,WH006,SKU101,461,55.1
2025-06-10,WH006,SKU101,854,32.7
2025-06-11,WH006,SKU101,783,71.6
2025-06-12,WH006,SKU101,703,79.2
2025-06-13,WH006,SKU101,648,55.3
2025-06-14,WH006,SKU101,586,62.6
2025-06-15,WH006,SKU101,514,71.9
2025-06-16,WH006,SKU101,494,19.5
2025-06-17,WH006,SKU101,857,41.3
2025-06-18,WH006,SKU101,759,98.4
2025-06-19,WH006,SKU101,707,51.7
2025-06-20,WH006,SKU101,661,46.0
2025-06-21,WH006,SKU101,627,34.3
2025-06-22,WH006,SKU101,556,71.2
2025-06-23,WH006,SKU101,533,22.8
2025-06-24,WH006,SKU101,795,90.2
2025-06-25,WH006,SKU101,771,24.1
2025-06-26,WH006,SKU101,704,66.8
2025-06-27,WH006,SKU101,619,84.9
2025-06-28,WH006,SKU101,585,34.5
2025-06-29,WH006,SKU101,561,23.2
2025-06-30,WH006,SKU101,530,31.2
2025-07-01,WH006,SKU101,889,43.1
2025-07-02,WH006,SKU101,857,31.4
2025-07-03,WH006,SKU101,765,92.2
2025-07-04,WH006,SKU101,657,107.5
2025-07-05,WH006,SKU101,616,41.1
2025-07-06,WH006,SKU101,570,46.7
2025-07-07,WH006,SKU101,542,27.2
2025-07-08,WH006,SKU101,920,37.1
2025-07-09,WH006,SKU101,819,100.8
2025-07-10,WH006,SKU101,753,66.3
2025-07-11,WH006,SKU101,710,42.5
2025-07-12,WH006,SKU101,646,63.9
2025-07-13,WH006,SKU101,584,62.6
2025-07-14,WH006,SKU101,546,37.8
2025-07-15,WH006,SKU101,776,78.1
2025-07-16,WH006,SKU101,670,105.3
2025-07-17,WH006,SKU101,639,31.4
2025-07-18,WH006,SKU101,564,75.2
2025-07-19,WH006,SKU101,544,19.9
2025-07-20,WH006,SKU101,470,73.6
2025-07-21,WH006,SKU101,360,110.6
2025-07-22,WH006,SKU101,712,31.0
2025-07-23,WH006,SKU101,685,27.2
2025-07-24,WH006,SKU101,644,41.3
2025-07-25,WH006,SKU101,559,84.2
2025-07-26,WH006,SKU101,514,45.3
2025-07-27,WH006,SKU101,413,101.1
2025-07-28,WH006,SKU101,344,68.5
2025-07-29,WH006,SKU101,715,81.4
2025-07-30,WH006,SKU101,659,55.7
2025-07-31,WH006,SKU101,618,41.3
2025-08-01,WH006,SKU101,574,43.6
2025-08-02,WH006,SKU101,492,82.3
2025-08-03,WH006,SKU101,442,50.4
2025-08-04,WH006,SKU101,414,28.1
2025-08-05,WH006,SKU101,787,73.9
2025-08-06,WH006,SKU101,720,66.1
2025-08-07,WH006,SKU101,615,105.9
2025-08-08,WH006,SKU101,508,106.4
2025-08-09,WH006,SKU101,391,117.0
2025-08-10,WH006,SKU101,296,95.3
2025-08-11,WH006,SKU101,269,26.8
2025-08-12,WH006,SKU101,670,48.4
2025-08-13,WH006,SKU101,546,124.0
2025-08-14,WH006,SKU101,486,59.7
2025-08-15,WH006,SKU101,386,99.7
2025-08-16,WH006,SKU101,309,77.0
2025-08-17,WH006,SKU101,219,90.9
2025-08-18,WH006,SKU101,193,25.7
2025-08-19,WH006,SKU101,539,29.2
2025-08-20,WH006,SKU101,506,32.5
2025-08-21,WH006,SKU101,395,111.0
2025-08-22,WH006,SKU101,300,95.1
2025-08-23,WH006,SKU101,226,74.7
2025-08-24,WH006,SKU101,147,78.9
2025-08-25,WH006,SKU101,38,109.0
2025-08-26,WH006,SKU101,484,119.2
2025-08-27,WH006,SKU101,365,119.0
2025-08-28,WH006,SKU101,248,117.0
2025-08-29,WH006,SKU101,144,104.4
2025-08-30,WH006,SKU101,99,45.1
2025-08-31,WH006,SKU101,0,109.2
2025-09-01,WH006,SKU101,0,101.1
2025-09-02,WH006,SKU101,416,90.4
2025-09-03,WH006,SKU101,293,122.3
2025-09-04,WH006,SKU101,218,75.2
2025-09-05,WH006,SKU101,189,29.6
2025-09-06,WH006,SKU101,105,83.1
2025-09-07,WH006,SKU101,42,63.2
2025-09-08,WH006,SKU101,14,28.5
2025-09-09,WH006,SKU101,570,63.7
2025-09-10,WH006,SKU101,490,80.0
2025-09-11,WH006,SKU101,431,59.9
2025-09-12,WH006,SKU101,396,34.7
2025-09-13,WH006,SKU101,350,46.2
2025-09-14,WH006,SKU101,255,94.4
2025-09-15,WH006,SKU101,222,33.4
2025-09-16,WH006,SKU101,852,55.5
2025-09-17,WH006,SKU101,789,63.2
2025-09-18,WH006,SKU101,697,92.2
2025-09-19,WH006,SKU101,641,56.2
2025-09-20,WH006,SKU101,566,74.7
2025-09-21,WH006,SKU101,444,122.1
2025-09-22,WH006,SKU101,422,21.7
2025-09-23,WH006,SKU101,770,117.6
2025-09-24,WH006,SKU101,651,119.0
2025-09-25,WH006,SKU101,573,78.3
2025-09-26,WH006,SKU101,469,104.6
2025-09-27,WH006,SKU101,380,88.7
2025-09-28,WH006,SKU101,292,87.8
2025-09-29,WH006,SKU101,178,113.9
2025-09-30,WH006,SKU101,562,20.8
2025-10-01,WH006,SKU101,484,77.4
2025-10-02,WH006,SKU101,466,18.4
2025-10-03,WH006,SKU101,394,72.1
2025-10-04,WH006,SKU101,296,97.7
2025-10-05,WH006,SKU101,200,96.2
2025-10-06,WH006,SKU101,167,32.5
2025-10-07,WH006,SKU101,687,28.5
2025-10-08,WH006,SKU101,619,67.2
2025-10-09,WH006,SKU101,549,70.5
2025-10-10,WH006,SKU101,519,29.4
2025-10-11,WH006,SKU101,428,91.1
2025-10-12,WH006,SKU101,342,86.5
2025-10-13,WH006,SKU101,283,58.6
2025-10-14,WH006,SKU101,867,28.7
2025-10-15,WH006,SKU101,821,46.2
2025-10-16,WH006,SKU101,758,63.7
2025-10-17,WH006,SKU101,675,82.3
2025-10-18,WH006,SKU101,630,45.8
2025-10-19,WH006,SKU101,607,22.1
2025-10-20,WH006,SKU101,536,71.4
2025-10-21,WH006,SKU101,882,76.7
2025-10-22,WH006,SKU101,794,88.4
2025-10-23,WH006,SKU101,763,30.7
2025-10-24,WH006,SKU101,698,64.6
2025-10-25,WH006,SKU101,600,98.4
2025-10-26,WH006,SKU101,503,96.9
2025-10-27,WH006,SKU101,442,60.8
2025-10-28,WH006,SKU101,828,46.2
2025-10-29,WH006,SKU101,802,26.3
2025-10-30,WH006,SKU101,719,82.7
2025-10-31,WH006,SKU101,701,18.4
2025-11-01,WH006,SKU101,645,55.9
2025-11-02,WH006,SKU101,518,126.7
2025-11-03,WH006,SKU101,441,77.2
2025-11-04,WH006,SKU101,770,78.7
2025-11-05,WH006,SKU101,697,73.4
2025-11-06,WH006,SKU101,598,99.1
2025-11-07,WH006,SKU101,526,71.6
2025-11-08,WH006,SKU101,475,51.3
2025-11-09,WH006,SKU101,399,75.6
2025-11-10,WH006,SKU101,348,51.3
2025-11-11,WH006,SKU101,739,94.9
2025-11-12,WH006,SKU101,654,85.4
2025-11-13,WH006,SKU101,508,145.5
2025-11-14,WH006,SKU101,389,119.6
2025-11-15,WH006,SKU101,252,136.9
2025-11-16,WH006,SKU101,112,139.5
2025-11-17,WH006,SKU101,87,25.2
2025-11-18,WH006,SKU101,449,104.4
2025-11-19,WH006,SKU101,356,92.7
2025-11-20,WH006,SKU101,302,54.2
2025-11-21,WH006,SKU101,199,102.8
2025-11-22,WH006,SKU101,141,57.7
2025-11-23,WH006,SKU101,74,67.7
2025-11-24,WH006,SKU101,45,28.5
2025-11-25,WH006,SKU101,456,105.9
2025-11-26,WH006,SKU101,322,134.9
2025-11-27,WH006,SKU101,200,121.6
2025-11-28,WH006,SKU101,68,132.2
2025-11-29,WH006,SKU101,0,72.7
2025-11-30,WH006,SKU101,0,68.3
2025-12-01,WH006,SKU101,0,62.8
2025-12-02,WH006,SKU101,655,101.5
2025-12-03,WH006,SKU101,576,78.7
2025-12-04,WH006,SKU101,497,79.6
2025-12-05,WH006,SKU101,349,147.9
2025-12-06,WH006,SKU101,305,43.8
2025-12-07,WH006,SKU101,204,101.1
2025-12-08,WH006,SKU101,126,78.1
2025-12-09,WH006,SKU101,574,61.7
2025-12-10,WH006,SKU101,439,134.4
2025-12-11,WH006,SKU101,333,106.1
2025-12-12,WH006,SKU101,205,128.5
2025-12-13,WH006,SKU101,73,131.3
2025-12-14,WH006,SKU101,0,95.1
2025-12-15,WH006,SKU101,0,142.6
2025-12-16,WH006,SKU101,651,43.1
2025-12-17,WH006,SKU101,564,86.7
2025-12-18,WH006,SKU101,456,108.3
2025-12-19,WH006,SKU101,352,104.4
2025-12-20,WH006,SKU101,234,118.1
2025-12-21,WH006,SKU101,171,62.6
2025-12-22,WH006,SKU101,121,50.0
2025-12-23,WH006,SKU101,625,87.1
2025-12-24,WH006,SKU101,592,32.5
2025-12-25,WH006,SKU101,549,43.6
2025-12-26,WH006,SKU101,473,75.2
2025-12-27,WH006,SKU101,397,76.1
2025-12-28,WH006,SKU101,259,138.6
2025-12-29,WH006,SKU101,225,33.4
2025-12-30,WH006,SKU101,979,27.4
2025-12-31,WH006,SKU101,864,115.4
2025-01-01,WH007,SKU101,529,27.9
2025-01-02,WH007,SKU101,500,29.1
2025-01-03,WH007,SKU101,476,24.0
2025-01-04,WH007,SKU101,449,27.1
2025-01-05,WH007,SKU101,415,34.3
2025-01-06,WH007,SKU101,404,10.6
2025-01-07,WH007,SKU101,368,35.9
2025-01-08,WH007,SKU101,336,32.5
2025-01-09,WH007,SKU101,298,37.9
2025-01-10,WH007,SKU101,287,11.5
2025-01-11,WH007,SKU101,258,29.1
2025-01-12,WH007,SKU101,230,27.8
2025-01-13,WH007,SKU101,210,19.4
2025-01-14,WH007,SKU101,175,35.0
2025-01-15,WH007,SKU101,153,22.6
2025-01-16,WH007,SKU101,145,7.7
2025-01-17,WH007,SKU101,134,10.9
2025-01-18,WH007,SKU101,126,8.1
2025-01-19,WH007,SKU101,107,18.5
2025-01-20,WH007,SKU101,92,15.8
2025-01-21,WH007,SKU101,248,32.4
2025-01-22,WH007,SKU101,233,15.5
2025-01-23,WH007,SKU101,201,31.1
2025-01-24,WH007,SKU101,176,25.4
2025-01-25,WH007,SKU101,166,10.2
2025-01-26,WH007,SKU101,134,31.7
2025-01-27,WH007,SKU101,118,16.6
2025-01-28,WH007,SKU101,280,31.1
2025-01-29,WH007,SKU101,245,34.3
2025-01-30,WH007,SKU101,207,38.2
2025-01-31,WH007,SKU101,194,13.5
2025-02-01,WH007,SKU101,184,9.7
2025-02-02,WH007,SKU101,158,26.5
2025-02-03,WH007,SKU101,121,36.6
2025-02-04,WH007,SKU101,209,28.4
2025-02-05,WH007,SKU101,187,22.1
2025-02-06,WH007,SKU101,171,15.5
2025-02-07,WH007,SKU101,153,18.4
2025-02-08,WH007,SKU101,130,22.3
2025-02-09,WH007,SKU101,93,37.3
2025-02-10,WH007,SKU101,67,25.8
2025-02-11,WH007,SKU101,194,34.4
2025-02-12,WH007,SKU101,186,8.6
2025-02-13,WH007,SKU101,170,15.8
2025-02-14,WH007,SKU101,161,9.2
2025-02-15,WH007,SKU101,133,28.1
2025-02-16,WH007,SKU101,102,30.3
2025-02-17,WH007,SKU101,75,26.9
2025-02-18,WH007,SKU101,228,34.7
2025-02-19,WH007,SKU101,218,9.6
2025-02-20,WH007,SKU101,186,32.4
2025-02-21,WH007,SKU101,148,37.7
2025-02-22,WH007,SKU101,112,36.1
2025-02-23,WH007,SKU101,100,11.9
2025-02-24,WH007,SKU101,62,37.9
2025-02-25,WH007,SKU101,208,30.0
2025-02-26,WH007,SKU101,191,16.7
2025-02-27,WH007,SKU101,177,14.9
2025-02-28,WH007,SKU101,148,28.8
2025-03-01,WH007,SKU101,130,17.7
2025-03-02,WH007,SKU101,121,8.6
2025-03-03,WH007,SKU101,110,11.9
2025-03-04,WH007,SKU101,235,28.2
2025-03-05,WH007,SKU101,226,8.6
2025-03-06,WH007,SKU101,202,23.9
2025-03-07,WH007,SKU101,174,28.5
2025-03-08,WH007,SKU101,166,7.7
2025-03-09,WH007,SKU101,144,22.6
2025-03-10,WH007,SKU101,111,32.4
2025-03-11,WH007,SKU101,279,27.5
2025-03-12,WH007,SKU101,250,29.7
2025-03-13,WH007,SKU101,224,25.4
2025-03-14,WH007,SKU101,198,26.8
2025-03-15,WH007,SKU101,190,7.3
2025-03-16,WH007,SKU101,174,16.1
2025-03-17,WH007,SKU101,152,22.3
2025-03-18,WH007,SKU101,248,30.6
2025-03-19,WH007,SKU101,218,29.6
2025-03-20,WH007,SKU101,190,28.8
2025-03-21,WH007,SKU101,182,7.3
2025-03-22,WH007,SKU101,159,23.7
2025-03-23,WH007,SKU101,148,10.1
2025-03-24,WH007,SKU101,125,23.0
2025-03-25,WH007,SKU101,250,26.6
2025-03-26,WH007,SKU101,243,7.3
2025-03-27,WH007,SKU101,208,34.8
2025-03-28,WH007,SKU101,170,37.9
2025-03-29,WH007,SKU101,159,10.9
2025-03-30,WH007,SKU101,126,32.7
2025-03-31,WH007,SKU101,110,16.4
2025-04-01,WH007,SKU101,251,16.8
2025-04-02,WH007,SKU101,230,21.5
2025-04-03,WH007,SKU101,219,11.1
2025-04-04,WH007,SKU101,205,13.3
2025-04-05,WH007,SKU101,169,36.3
2025-04-06,WH007,SKU101,148,21.3
2025-04-07,WH007,SKU101,110,37.3
2025-04-08,WH007,SKU101,252,7.3
2025-04-09,WH007,SKU101,244,7.9
2025-04-10,WH007,SKU101,226,18.4
2025-04-11,WH007,SKU101,206,19.9
2025-04-12,WH007,SKU101,178,28.1
2025-04-13,WH007,SKU101,168,9.9
2025-04-14,WH007,SKU101,153,15.4
2025-04-15,WH007,SKU101,280,30.0
2025-04-16,WH007,SKU101,264,15.3
2025-04-17,WH007,SKU101,249,15.2
2025-04-18,WH007,SKU101,217,32.1
2025-04-19,WH007,SKU101,189,27.7
2025-04-20,WH007,SKU101,179,10.6
2025-04-21,WH007,SKU101,162,16.4
2025-04-22,WH007,SKU101,275,35.3
2025-04-23,WH007,SKU101,251,24.3
2025-04-24,WH007,SKU101,227,24.1
2025-04-25,WH007,SKU101,198,28.3
2025-04-26,WH007,SKU101,188,10.6
2025-04-27,WH007,SKU101,166,22.0
2025-04-28,WH007,SKU101,137,28.8
2025-04-29,WH007,SKU101,243,23.5
2025-04-30,WH007,SKU101,234,8.6
2025-05-01,WH007,SKU101,198,36.0
2025-05-02,WH007,SKU101,189,9.7
2025-05-03,WH007,SKU101,179,10.0
2025-05-04,WH007,SKU101,149,29.2
2025-05-05,WH007,SKU101,140,9.0
2025-05-06,WH007,SKU101,264,28.8
2025-05-07,WH007,SKU101,252,12.2
2025-05-08,WH007,SKU101,223,29.6
2025-05-09,WH007,SKU101,196,26.7
2025-05-10,WH007,SKU101,159,37.1
