Date,SKUID,ForecastQty,ActualQty
2025-03-23,SKU113,217,231
2025-03-23,SKU114,370,408
2025-03-23,SKU115,321,307
2025-03-23,SKU116,213,222
2025-03-23,SKU117,531,485
2025-03-23,SKU118,238,227
2025-03-23,SKU119,439,455
2025-03-23,SKU120,324,356
2025-03-23,SKU121,508,490
2025-03-23,SKU122,420,391
2025-03-23,SKU123,171,173
2025-03-23,SKU124,302,331
2025-03-23,SKU125,443,404
2025-03-23,SKU126,117,126
2025-03-23,SKU127,529,487
2025-03-23,SKU128,118,120
2025-03-23,SKU129,171,164
2025-03-24,SKU100,300,305
2025-03-24,SKU101,316,301
2025-03-24,SKU102,458,470
2025-03-24,SKU103,237,233
2025-03-24,SKU104,422,452
2025-03-24,SKU105,233,236
2025-03-24,SKU106,388,390
2025-03-24,SKU107,443,446
2025-03-24,SKU108,159,177
2025-03-24,SKU109,439,451
2025-03-24,SKU110,317,292
2025-03-24,SKU111,275,276
2025-03-24,SKU112,113,116
2025-03-24,SKU113,139,143
2025-03-24,SKU114,188,179
2025-03-24,SKU115,484,464
2025-03-24,SKU116,338,330
2025-03-24,SKU117,112,109
2025-03-24,SKU118,195,206
2025-03-24,SKU119,482,496
2025-03-24,SKU120,97,94
2025-03-24,SKU121,217,213
2025-03-24,SKU122,199,210
2025-03-24,SKU123,447,419
2025-03-24,SKU124,435,474
2025-03-24,SKU125,270,276
2025-03-24,SKU126,121,121
2025-03-24,SKU127,276,296
2025-03-24,SKU128,416,434
2025-03-24,SKU129,279,275
2025-03-25,SKU100,73,80
2025-03-25,SKU101,342,348
2025-03-25,SKU102,280,300
2025-03-25,SKU103,407,440
2025-03-25,SKU104,367,337
2025-03-25,SKU105,467,496
2025-03-25,SKU106,433,463
2025-03-25,SKU107,285,289
2025-03-25,SKU108,377,405
2025-03-25,SKU109,252,273
2025-03-25,SKU110,96,95
2025-03-25,SKU111,446,424
2025-03-25,SKU112,226,216
2025-03-25,SKU113,399,378
2025-03-25,SKU114,188,188
2025-03-25,SKU115,389,388
2025-03-25,SKU116,326,328
2025-03-25,SKU117,289,299
2025-03-25,SKU118,280,255
2025-03-25,SKU119,272,264
2025-03-25,SKU120,119,109
2025-03-25,SKU121,117,131
2025-03-25,SKU122,481,451
2025-03-25,SKU123,358,388
2025-03-25,SKU124,460,438
2025-03-25,SKU125,318,311
2025-03-25,SKU126,323,323
2025-03-25,SKU127,88,81
2025-03-25,SKU128,392,404
2025-03-25,SKU129,440,456
2025-03-26,SKU100,372,346
2025-03-26,SKU101,88,96
2025-03-26,SKU102,466,424
2025-03-26,SKU103,336,308
2025-03-26,SKU104,337,356
2025-03-26,SKU105,506,465
2025-03-26,SKU106,132,134
2025-03-26,SKU107,175,162
2025-03-26,SKU108,290,276
2025-03-26,SKU109,218,211
2025-03-26,SKU110,389,420
2025-03-26,SKU111,450,451
2025-03-26,SKU112,210,194
2025-03-26,SKU113,396,409
2025-03-26,SKU114,476,456
2025-03-26,SKU115,486,481
2025-03-26,SKU116,187,199
2025-03-26,SKU117,114,124
2025-03-26,SKU118,416,383
2025-03-26,SKU119,141,139
2025-03-26,SKU120,261,240
2025-03-26,SKU121,76,80
2025-03-26,SKU122,189,177
2025-03-26,SKU123,461,474
2025-03-26,SKU124,450,487
2025-03-26,SKU125,360,382
2025-03-26,SKU126,380,355
2025-03-26,SKU127,541,497
2025-03-26,SKU128,424,428
2025-03-26,SKU129,161,154
2025-03-27,SKU100,168,158
2025-03-27,SKU101,494,455
2025-03-27,SKU102,415,456
2025-03-27,SKU103,343,329
2025-03-27,SKU104,451,417
2025-03-27,SKU105,352,360
2025-03-27,SKU106,353,322
2025-03-27,SKU107,116,116
2025-03-27,SKU108,472,436
2025-03-27,SKU109,352,360
2025-03-27,SKU110,492,465
2025-03-27,SKU111,425,443
2025-03-27,SKU112,347,375
2025-03-27,SKU113,247,229
2025-03-27,SKU114,515,491
2025-03-27,SKU115,81,84
2025-03-27,SKU116,451,427
2025-03-27,SKU117,308,298
2025-03-27,SKU118,99,108
2025-03-27,SKU119,97,106
2025-03-27,SKU120,257,253
2025-03-27,SKU121,440,449
2025-03-27,SKU122,198,203
2025-03-27,SKU123,420,385
2025-03-27,SKU124,287,272
2025-03-27,SKU125,131,125
2025-03-27,SKU126,225,220
2025-03-27,SKU127,78,85
2025-03-27,SKU128,339,330
2025-03-27,SKU129,92,91
2025-03-28,SKU100,284,281
2025-03-28,SKU101,497,495
2025-03-28,SKU102,381,379
2025-03-28,SKU103,488,465
2025-03-28,SKU104,131,140
2025-03-28,SKU105,154,172
2025-03-28,SKU106,221,240
2025-03-28,SKU107,190,185
2025-03-28,SKU108,225,211
2025-03-28,SKU109,143,143
2025-03-28,SKU110,164,167
2025-03-28,SKU111,198,207
2025-03-28,SKU112,460,480
2025-03-28,SKU113,153,151
2025-03-28,SKU114,375,347
2025-03-28,SKU115,355,355
2025-03-28,SKU116,445,419
2025-03-28,SKU117,163,176
2025-03-28,SKU118,392,388
2025-03-28,SKU119,205,222
2025-03-28,SKU120,119,118
2025-03-28,SKU121,445,412
2025-03-28,SKU122,132,122
2025-03-28,SKU123,403,435
2025-03-28,SKU124,420,402
2025-03-28,SKU125,384,410
2025-03-28,SKU126,428,416
2025-03-28,SKU127,160,163
2025-03-28,SKU128,476,483
2025-03-28,SKU129,188,206
2025-03-29,SKU100,188,193
2025-03-29,SKU101,133,143
2025-03-29,SKU102,240,236
2025-03-29,SKU103,339,350
2025-03-29,SKU104,226,224
2025-03-29,SKU105,97,104
2025-03-29,SKU106,271,256
2025-03-29,SKU107,355,352
2025-03-29,SKU108,354,383
2025-03-29,SKU109,356,342
2025-03-29,SKU110,149,153
2025-03-29,SKU111,115,107
2025-03-29,SKU112,466,442
2025-03-29,SKU113,306,294
2025-03-29,SKU114,276,261
2025-03-29,SKU115,241,221
2025-03-29,SKU116,481,447
2025-03-29,SKU117,433,405
2025-03-29,SKU118,456,474
2025-03-29,SKU119,109,120
2025-03-29,SKU120,118,127
2025-03-29,SKU121,440,460
2025-03-29,SKU122,92,85
2025-03-29,SKU123,369,340
2025-03-29,SKU124,335,334
2025-03-29,SKU125,365,352
2025-03-29,SKU126,370,395
2025-03-29,SKU127,438,445
2025-03-29,SKU128,242,256
2025-03-29,SKU129,362,350
2025-03-30,SKU100,162,167
2025-03-30,SKU101,405,427
2025-03-30,SKU102,505,472
2025-03-30,SKU103,313,327
2025-03-30,SKU104,468,457
2025-03-30,SKU105,256,236
2025-03-30,SKU106,106,98
2025-03-30,SKU107,299,329
2025-03-30,SKU108,304,315
2025-03-30,SKU109,79,82
2025-03-30,SKU110,276,285
2025-03-30,SKU111,310,331
2025-03-30,SKU112,155,158
2025-03-30,SKU113,167,159
2025-03-30,SKU114,313,320
2025-03-30,SKU115,322,299
2025-03-30,SKU116,200,217
2025-03-30,SKU117,283,304
2025-03-30,SKU118,272,302
2025-03-30,SKU119,127,136
2025-03-30,SKU120,277,282
2025-03-30,SKU121,89,96
2025-03-30,SKU122,354,325
2025-03-30,SKU123,294,295
2025-03-30,SKU124,447,429
2025-03-30,SKU125,497,471
2025-03-30,SKU126,489,451
2025-03-30,SKU127,148,136
2025-03-30,SKU128,154,159
2025-03-30,SKU129,407,430
2025-03-31,SKU100,166,175
2025-03-31,SKU101,235,214
2025-03-31,SKU102,492,500
2025-03-31,SKU103,509,480
2025-03-31,SKU104,344,337
2025-03-31,SKU105,391,382
2025-03-31,SKU106,130,141
2025-03-31,SKU107,193,178
2025-03-31,SKU108,371,395
2025-03-31,SKU109,289,288
2025-03-31,SKU110,186,198
2025-03-31,SKU111,111,111
2025-03-31,SKU112,216,235
2025-03-31,SKU113,269,259
2025-03-31,SKU114,97,104
2025-03-31,SKU115,438,418
2025-03-31,SKU116,306,321
2025-03-31,SKU117,281,300
2025-03-31,SKU118,241,251
2025-03-31,SKU119,89,86
2025-03-31,SKU120,276,264
2025-03-31,SKU121,486,478
2025-03-31,SKU122,207,201
2025-03-31,SKU123,253,276
2025-03-31,SKU124,421,402
2025-03-31,SKU125,415,380
2025-03-31,SKU126,166,177
2025-03-31,SKU127,118,130
2025-03-31,SKU128,244,255
2025-03-31,SKU129,184,183
2025-04-01,SKU100,356,337
2025-04-01,SKU101,228,220
2025-04-01,SKU102,112,103
2025-04-01,SKU103,408,435
2025-04-01,SKU104,432,430
2025-04-01,SKU105,161,164
2025-04-01,SKU106,387,367
2025-04-01,SKU107,206,219
2025-04-01,SKU108,351,372
2025-04-01,SKU109,485,484
2025-04-01,SKU110,450,448
2025-04-01,SKU111,184,192
2025-04-01,SKU112,130,140
2025-04-01,SKU113,192,201
2025-04-01,SKU114,240,222
2025-04-01,SKU115,440,484
2025-04-01,SKU116,188,187
2025-04-01,SKU117,263,257
2025-04-01,SKU118,132,122
2025-04-01,SKU119,416,449
2025-04-01,SKU120,269,246
2025-04-01,SKU121,90,85
2025-04-01,SKU122,208,223
2025-04-01,SKU123,455,416
2025-04-01,SKU124,471,449
2025-04-01,SKU125,393,414
2025-04-01,SKU126,392,389
2025-04-01,SKU127,234,246
2025-04-01,SKU128,528,493
2025-04-01,SKU129,291,308
2025-04-02,SKU100,86,90
2025-04-02,SKU101,291,281
2025-04-02,SKU102,139,153
2025-04-02,SKU103,448,410
2025-04-02,SKU104,323,349
2025-04-02,SKU105,127,131
2025-04-02,SKU106,90,86
2025-04-02,SKU107,94,102
2025-04-02,SKU108,166,153
2025-04-02,SKU109,530,485
2025-04-02,SKU110,485,456
2025-04-02,SKU111,169,183
2025-04-02,SKU112,326,307
2025-04-02,SKU113,302,325
2025-04-02,SKU114,413,434
2025-04-02,SKU115,95,90
2025-04-02,SKU116,212,231
2025-04-02,SKU117,86,80
2025-04-02,SKU118,291,298
2025-04-02,SKU119,213,226
2025-04-02,SKU120,464,431
2025-04-02,SKU121,182,166
2025-04-02,SKU122,217,224
2025-04-02,SKU123,136,140
2025-04-02,SKU124,104,102
2025-04-02,SKU125,339,351
2025-04-02,SKU126,276,297
2025-04-02,SKU127,239,234
2025-04-02,SKU128,126,133
2025-04-02,SKU129,291,268
2025-04-03,SKU100,431,452
2025-04-03,SKU101,135,145
2025-04-03,SKU102,242,243
2025-04-03,SKU103,296,291
2025-04-03,SKU104,159,150
2025-04-03,SKU105,200,205
2025-04-03,SKU106,357,355
2025-04-03,SKU107,473,500
2025-04-03,SKU108,439,446
2025-04-03,SKU109,462,435
2025-04-03,SKU110,117,124
2025-04-03,SKU111,85,88
2025-04-03,SKU112,124,136
2025-04-03,SKU113,508,478
2025-04-03,SKU114,163,153
2025-04-03,SKU115,279,295
2025-04-03,SKU116,428,462
2025-04-03,SKU117,149,153
2025-04-03,SKU118,289,297
2025-04-03,SKU119,425,419
2025-04-03,SKU120,412,384
2025-04-03,SKU121,247,267
2025-04-03,SKU122,87,86
2025-04-03,SKU123,441,471
2025-04-03,SKU124,465,463
2025-04-03,SKU125,302,290
2025-04-03,SKU126,426,410
2025-04-03,SKU127,145,159
2025-04-03,SKU128,408,389
2025-04-03,SKU129,83,85
2025-04-04,SKU100,291,285
2025-04-04,SKU101,185,174
2025-04-04,SKU102,126,119
2025-04-04,SKU103,247,240
2025-04-04,SKU104,255,274
2025-04-04,SKU105,278,297
2025-04-04,SKU106,115,119
2025-04-04,SKU107,193,202
2025-04-04,SKU108,106,113
2025-04-04,SKU109,223,238
2025-04-04,SKU110,91,96
2025-04-04,SKU111,335,369
2025-04-04,SKU112,100,104
2025-04-04,SKU113,275,262
2025-04-04,SKU114,172,179
2025-04-04,SKU115,286,262
2025-04-04,SKU116,124,129
2025-04-04,SKU117,131,131
2025-04-04,SKU118,402,380
2025-04-04,SKU119,94,99
2025-04-04,SKU120,290,317
2025-04-04,SKU121,423,447
2025-04-04,SKU122,441,428
2025-04-04,SKU123,337,336
2025-04-04,SKU124,414,413
2025-04-04,SKU125,446,482
2025-04-04,SKU126,427,399
2025-04-04,SKU127,468,444
2025-04-04,SKU128,204,186
2025-04-04,SKU129,160,158
2025-04-05,SKU100,238,260
2025-04-05,SKU101,471,475
2025-04-05,SKU102,505,470
2025-04-05,SKU103,164,151
2025-04-05,SKU104,97,100
2025-04-05,SKU105,309,289
2025-04-05,SKU106,296,305
2025-04-05,SKU107,233,240
2025-04-05,SKU108,335,339
2025-04-05,SKU109,434,397
2025-04-05,SKU110,459,484
2025-04-05,SKU111,170,159
2025-04-05,SKU112,163,161
2025-04-05,SKU113,298,278
2025-04-05,SKU114,256,258
2025-04-05,SKU115,494,498
2025-04-05,SKU116,418,454
2025-04-05,SKU117,282,301
2025-04-05,SKU118,234,242
2025-04-05,SKU119,195,188
2025-04-05,SKU120,219,222
2025-04-05,SKU121,297,320
2025-04-05,SKU122,335,370
2025-04-05,SKU123,250,274
2025-04-05,SKU124,328,300
2025-04-05,SKU125,201,188
2025-04-05,SKU126,207,218
2025-04-05,SKU127,138,152
2025-04-05,SKU128,249,232
2025-04-05,SKU129,295,294
2025-04-06,SKU100,430,436
2025-04-06,SKU101,297,279
2025-04-06,SKU102,361,385
2025-04-06,SKU103,384,376
2025-04-06,SKU104,477,455
2025-04-06,SKU105,218,242
2025-04-06,SKU106,154,155
2025-04-06,SKU107,530,485
2025-04-06,SKU108,361,346
2025-04-06,SKU109,147,144
2025-04-06,SKU110,117,129
2025-04-06,SKU111,306,295
2025-04-06,SKU112,257,273
2025-04-06,SKU113,193,177
2025-04-06,SKU114,285,269
2025-04-06,SKU115,237,237
2025-04-06,SKU116,344,335
2025-04-06,SKU117,281,290
2025-04-06,SKU118,379,347
2025-04-06,SKU119,168,170
2025-04-06,SKU120,369,363
2025-04-06,SKU121,263,275
2025-04-06,SKU122,422,428
2025-04-06,SKU123,431,397
2025-04-06,SKU124,525,492
2025-04-06,SKU125,90,88
2025-04-06,SKU126,350,334
2025-04-06,SKU127,329,358
2025-04-06,SKU128,400,377
2025-04-06,SKU129,278,295
2025-04-07,SKU100,233,217
2025-04-07,SKU101,526,487
2025-04-07,SKU102,88,82
2025-04-07,SKU103,78,87
2025-04-07,SKU104,499,498
2025-04-07,SKU105,234,242
2025-04-07,SKU106,205,203
2025-04-07,SKU107,406,395
2025-04-07,SKU108,369,375
2025-04-07,SKU109,422,452
2025-04-07,SKU110,158,161
2025-04-07,SKU111,453,490
2025-04-07,SKU112,396,375
2025-04-07,SKU113,227,213
2025-04-07,SKU114,230,245
2025-04-07,SKU115,273,303
2025-04-07,SKU116,96,94
2025-04-07,SKU117,121,120
2025-04-07,SKU118,421,455
2025-04-07,SKU119,425,403
2025-04-07,SKU120,446,414
2025-04-07,SKU121,378,354
2025-04-07,SKU122,521,493
2025-04-07,SKU123,101,106
2025-04-07,SKU124,93,91
2025-04-07,SKU125,121,132
2025-04-07,SKU126,124,134
2025-04-07,SKU127,157,172
2025-04-07,SKU128,286,265
2025-04-07,SKU129,130,131
2025-04-08,SKU100,422,417
2025-04-08,SKU101,88,96
2025-04-08,SKU102,359,327
2025-04-08,SKU103,76,82
2025-04-08,SKU104,133,142
2025-04-08,SKU105,91,91
2025-04-08,SKU106,245,266
2025-04-08,SKU107,229,247
2025-04-08,SKU108,472,434
2025-04-08,SKU109,306,326
2025-04-08,SKU110,446,442
2025-04-08,SKU111,489,461
2025-04-08,SKU112,307,284
2025-04-08,SKU113,187,181
2025-04-08,SKU114,258,281
2025-04-08,SKU115,173,164
2025-04-08,SKU116,324,301
2025-04-08,SKU117,440,462
2025-04-08,SKU118,137,135
2025-04-08,SKU119,359,370
2025-04-08,SKU120,110,112
2025-04-08,SKU121,212,209
2025-04-08,SKU122,446,410
2025-04-08,SKU123,256,283
2025-04-08,SKU124,241,245
2025-04-08,SKU125,187,205
2025-04-08,SKU126,250,270
2025-04-08,SKU127,80,84
2025-04-08,SKU128,233,248
2025-04-08,SKU129,263,244
2025-04-09,SKU100,170,181
2025-04-09,SKU101,113,103
2025-04-09,SKU102,141,143
2025-04-09,SKU103,373,382
2025-04-09,SKU104,203,225
2025-04-09,SKU105,302,316
2025-04-09,SKU106,382,353
2025-04-09,SKU107,370,410
2025-04-09,SKU108,481,490
2025-04-09,SKU109,254,242
2025-04-09,SKU110,383,364
2025-04-09,SKU111,101,104
2025-04-09,SKU112,355,332
2025-04-09,SKU113,294,271
2025-04-09,SKU114,176,194
2025-04-09,SKU115,146,133
2025-04-09,SKU116,286,303
2025-04-09,SKU117,486,450
2025-04-09,SKU118,389,355
2025-04-09,SKU119,100,106
2025-04-09,SKU120,113,104
2025-04-09,SKU121,257,248
2025-04-09,SKU122,408,437
2025-04-09,SKU123,291,315
2025-04-09,SKU124,162,155
2025-04-09,SKU125,318,308
2025-04-09,SKU126,206,203
2025-04-09,SKU127,215,223
2025-04-09,SKU128,179,195
2025-04-09,SKU129,118,122
2025-04-10,SKU100,197,186
2025-04-10,SKU101,252,240
2025-04-10,SKU102,321,312
2025-04-10,SKU103,137,146
2025-04-10,SKU104,333,311
2025-04-10,SKU105,469,479
2025-04-10,SKU106,276,296
2025-04-10,SKU107,386,375
2025-04-10,SKU108,140,134
2025-04-10,SKU109,295,315
2025-04-10,SKU110,420,418
2025-04-10,SKU111,151,140
2025-04-10,SKU112,282,300
2025-04-10,SKU113,300,300
2025-04-10,SKU114,213,219
2025-04-10,SKU115,287,275
2025-04-10,SKU116,215,230
2025-04-10,SKU117,222,221
2025-04-10,SKU118,277,301
2025-04-10,SKU119,226,207
2025-04-10,SKU120,115,107
2025-04-10,SKU121,184,202
2025-04-10,SKU122,209,195
2025-04-10,SKU123,280,287
2025-04-10,SKU124,484,455
2025-04-10,SKU125,313,333
2025-04-10,SKU126,388,406
2025-04-10,SKU127,409,455
2025-04-10,SKU128,448,438
2025-04-10,SKU129,409,432
2025-04-11,SKU100,172,167
2025-04-11,SKU101,284,260
2025-04-11,SKU102,354,330
2025-04-11,SKU103,109,103
2025-04-11,SKU104,243,228
2025-04-11,SKU105,173,165
2025-04-11,SKU106,249,235
2025-04-11,SKU107,346,331
2025-04-11,SKU108,417,419
2025-04-11,SKU109,91,86
2025-04-11,SKU110,269,250
2025-04-11,SKU111,383,385
2025-04-11,SKU112,360,345
2025-04-11,SKU113,310,290
2025-04-11,SKU114,261,262
2025-04-11,SKU115,476,459
2025-04-11,SKU116,194,185
2025-04-11,SKU117,280,273
2025-04-11,SKU118,414,400
2025-04-11,SKU119,326,349
2025-04-11,SKU120,243,249
2025-04-11,SKU121,212,221
2025-04-11,SKU122,359,346
2025-04-11,SKU123,318,301
2025-04-11,SKU124,470,485
2025-04-11,SKU125,363,335
2025-04-11,SKU126,398,428
2025-04-11,SKU127,376,365
2025-04-11,SKU128,207,227
2025-04-11,SKU129,283,312
2025-04-12,SKU100,516,482
2025-04-12,SKU101,341,367
2025-04-12,SKU102,202,218
2025-04-12,SKU103,306,301
2025-04-12,SKU104,174,192
2025-04-12,SKU105,512,495
2025-04-12,SKU106,310,284
2025-04-12,SKU107,230,213
2025-04-12,SKU108,170,168
2025-04-12,SKU109,259,245
2025-04-12,SKU110,444,473
2025-04-12,SKU111,341,363
2025-04-12,SKU112,235,232
2025-04-12,SKU113,336,359
2025-04-12,SKU114,150,150
2025-04-12,SKU115,366,337
2025-04-12,SKU116,309,319
2025-04-12,SKU117,287,290
2025-04-12,SKU118,464,472
2025-04-12,SKU119,247,234
2025-04-12,SKU120,250,271
2025-04-12,SKU121,396,369
2025-04-12,SKU122,259,281
2025-04-12,SKU123,335,316
2025-04-12,SKU124,98,107
2025-04-12,SKU125,379,412
2025-04-12,SKU126,479,500
2025-04-12,SKU127,267,249
2025-04-12,SKU128,392,379
2025-04-12,SKU129,111,107
2025-04-13,SKU100,74,80
2025-04-13,SKU101,122,129
2025-04-13,SKU102,98,92
2025-04-13,SKU103,117,108
2025-04-13,SKU104,358,327
2025-04-13,SKU105,341,359
2025-04-13,SKU106,325,304
2025-04-13,SKU107,279,301
2025-04-13,SKU108,161,152
2025-04-13,SKU109,167,167
2025-04-13,SKU110,181,182
2025-04-13,SKU111,387,421
2025-04-13,SKU112,276,268
2025-04-13,SKU113,463,437
2025-04-13,SKU114,488,496
2025-04-13,SKU115,290,314
2025-04-13,SKU116,362,377
2025-04-13,SKU117,425,416
2025-04-13,SKU118,285,261
2025-04-13,SKU119,446,450
2025-04-13,SKU120,263,263
2025-04-13,SKU121,278,258
2025-04-13,SKU122,312,342
2025-04-13,SKU123,268,260
2025-04-13,SKU124,328,315
2025-04-13,SKU125,506,481
2025-04-13,SKU126,256,281
2025-04-13,SKU127,297,272
2025-04-13,SKU128,174,172
2025-04-13,SKU129,419,417
2025-04-14,SKU100,504,475
2025-04-14,SKU101,185,201
2025-04-14,SKU102,290,276
2025-04-14,SKU103,102,112
2025-04-14,SKU104,105,99
2025-04-14,SKU105,458,470
2025-04-14,SKU106,103,95
2025-04-14,SKU107,432,437
2025-04-14,SKU108,377,373
2025-04-14,SKU109,326,331
2025-04-14,SKU110,191,183
2025-04-14,SKU111,371,350
2025-04-14,SKU112,342,378
2025-04-14,SKU113,166,184
2025-04-14,SKU114,79,82
2025-04-14,SKU115,385,359
2025-04-14,SKU116,448,429
2025-04-14,SKU117,349,350
2025-04-14,SKU118,322,322
2025-04-14,SKU119,391,366
2025-04-14,SKU120,305,298
2025-04-14,SKU121,111,120
2025-04-14,SKU122,120,131
2025-04-14,SKU123,390,387
2025-04-14,SKU124,544,500
2025-04-14,SKU125,427,440
2025-04-14,SKU126,118,118
2025-04-14,SKU127,374,345
2025-04-14,SKU128,290,284
2025-04-14,SKU129,138,136
2025-04-15,SKU100,124,117
2025-04-15,SKU101,407,392
2025-04-15,SKU102,126,116
2025-04-15,SKU103,426,393
2025-04-15,SKU104,139,146
2025-04-15,SKU105,97,98
2025-04-15,SKU106,255,259
2025-04-15,SKU107,177,196
2025-04-15,SKU108,502,476
2025-04-15,SKU109,419,391
2025-04-15,SKU110,412,457
2025-04-15,SKU111,292,278
2025-04-15,SKU112,312,300
2025-04-15,SKU113,137,139
2025-04-15,SKU114,260,268
2025-04-15,SKU115,103,109
2025-04-15,SKU116,80,85
2025-04-15,SKU117,521,493
2025-04-15,SKU118,442,490
2025-04-15,SKU119,452,496
2025-04-15,SKU120,284,304
2025-04-15,SKU121,264,259
2025-04-15,SKU122,149,146
2025-04-15,SKU123,146,142
2025-04-15,SKU124,336,358
2025-04-15,SKU125,481,496
2025-04-15,SKU126,427,445
2025-04-15,SKU127,346,362
2025-04-15,SKU128,376,349
2025-04-15,SKU129,357,357
2025-04-16,SKU100,479,451
2025-04-16,SKU101,207,200
2025-04-16,SKU102,340,312
2025-04-16,SKU103,92,97
2025-04-16,SKU104,248,233
2025-04-16,SKU105,237,222
2025-04-16,SKU106,95,89
2025-04-16,SKU107,96,102
2025-04-16,SKU108,411,417
2025-04-16,SKU109,213,236
2025-04-16,SKU110,100,93
2025-04-16,SKU111,227,214
2025-04-16,SKU112,422,467
2025-04-16,SKU113,392,398
2025-04-16,SKU114,491,453
2025-04-16,SKU115,136,135
2025-04-16,SKU116,408,427
2025-04-16,SKU117,301,297
2025-04-16,SKU118,328,345
2025-04-16,SKU119,506,461
2025-04-16,SKU120,83,87
2025-04-16,SKU121,201,220
2025-04-16,SKU122,342,357
2025-04-16,SKU123,101,99
2025-04-16,SKU124,396,417
2025-04-16,SKU125,485,475
2025-04-16,SKU126,382,371
2025-04-16,SKU127,169,171
2025-04-16,SKU128,83,84
2025-04-16,SKU129,433,406
2025-04-17,SKU100,166,155
2025-04-17,SKU101,183,199
2025-04-17,SKU102,430,430
2025-04-17,SKU103,219,242
2025-04-17,SKU104,121,111
2025-04-17,SKU105,91,88
2025-04-17,SKU106,406,447
2025-04-17,SKU107,123,135
2025-04-17,SKU108,312,341
2025-04-17,SKU109,362,372
2025-04-17,SKU110,119,116
2025-04-17,SKU111,88,92
2025-04-17,SKU112,310,288
2025-04-17,SKU113,235,230
2025-04-17,SKU114,97,102
2025-04-17,SKU115,345,382
2025-04-17,SKU116,474,493
2025-04-17,SKU117,459,459
2025-04-17,SKU118,278,256
2025-04-17,SKU119,342,378
2025-04-17,SKU120,289,275
2025-04-17,SKU121,129,119
2025-04-17,SKU122,370,337
2025-04-17,SKU123,447,455
2025-04-17,SKU124,370,350
2025-04-17,SKU125,419,417
2025-04-17,SKU126,203,217
2025-04-17,SKU127,197,204
2025-04-17,SKU128,301,313
2025-04-17,SKU129,200,203
2025-04-18,SKU100,516,477
2025-04-18,SKU101,389,420
2025-04-18,SKU102,218,226
2025-04-18,SKU103,284,289
2025-04-18,SKU104,341,333
2025-04-18,SKU105,184,172
2025-04-18,SKU106,138,141
2025-04-18,SKU107,335,320
2025-04-18,SKU108,103,97
2025-04-18,SKU109,181,165
2025-04-18,SKU110,380,351
2025-04-18,SKU111,142,145
2025-04-18,SKU112,425,444
2025-04-18,SKU113,256,252
2025-04-18,SKU114,408,449
2025-04-18,SKU115,284,261
2025-04-18,SKU116,324,310
2025-04-18,SKU117,464,467
2025-04-18,SKU118,180,173
2025-04-18,SKU119,542,499
2025-04-18,SKU120,84,83
2025-04-18,SKU121,408,412
2025-04-18,SKU122,170,170
2025-04-18,SKU123,436,475
2025-04-18,SKU124,231,254
2025-04-18,SKU125,353,348
2025-04-18,SKU126,239,245
2025-04-18,SKU127,107,101
2025-04-18,SKU128,427,454
2025-04-18,SKU129,402,374
2025-04-19,SKU100,402,421
2025-04-19,SKU101,386,362
2025-04-19,SKU102,417,386
2025-04-19,SKU103,459,489
2025-04-19,SKU104,90,93
2025-04-19,SKU105,366,372
2025-04-19,SKU106,153,144
2025-04-19,SKU107,141,136
2025-04-19,SKU108,300,301
2025-04-19,SKU109,164,150
2025-04-19,SKU110,152,139
2025-04-19,SKU111,459,486
2025-04-19,SKU112,160,160
2025-04-19,SKU113,420,402
2025-04-19,SKU114,121,117
2025-04-19,SKU115,97,99
2025-04-19,SKU116,333,346
2025-04-19,SKU117,362,400
2025-04-19,SKU118,79,84
2025-04-19,SKU119,198,192
2025-04-19,SKU120,156,157
2025-04-19,SKU121,319,334
2025-04-19,SKU122,136,125
2025-04-19,SKU123,170,189
2025-04-19,SKU124,373,365
2025-04-19,SKU125,97,99
2025-04-19,SKU126,281,274
2025-04-19,SKU127,257,258
2025-04-19,SKU128,248,233
2025-04-19,SKU129,327,328
2025-04-20,SKU100,129,139
2025-04-20,SKU101,133,138
2025-04-20,SKU102,152,145
2025-04-20,SKU103,527,492
2025-04-20,SKU104,408,431
2025-04-20,SKU105,319,339
2025-04-20,SKU106,386,367
2025-04-20,SKU107,237,242
2025-04-20,SKU108,270,284
2025-04-20,SKU109,342,328
2025-04-20,SKU110,453,499
2025-04-20,SKU111,195,193
2025-04-20,SKU112,195,185
2025-04-20,SKU113,402,394
2025-04-20,SKU114,321,356
2025-04-20,SKU115,478,490
2025-04-20,SKU116,273,260
2025-04-20,SKU117,377,415
2025-04-20,SKU118,332,354
2025-04-20,SKU119,346,354
2025-04-20,SKU120,241,228
2025-04-20,SKU121,274,291
2025-04-20,SKU122,78,86
2025-04-20,SKU123,321,349
2025-04-20,SKU124,297,328
2025-04-20,SKU125,87,92
2025-04-20,SKU126,92,97
2025-04-20,SKU127,469,481
2025-04-20,SKU128,521,498
2025-04-20,SKU129,112,123
2025-04-21,SKU100,223,234
2025-04-21,SKU101,235,215
2025-04-21,SKU102,260,272
2025-04-21,SKU103,291,288
2025-04-21,SKU104,441,439
2025-04-21,SKU105,96,88
2025-04-21,SKU106,284,270
2025-04-21,SKU107,293,311
2025-04-21,SKU108,448,474
2025-04-21,SKU109,339,368
2025-04-21,SKU110,162,153
2025-04-21,SKU111,342,367
2025-04-21,SKU112,189,207
2025-04-21,SKU113,323,322
2025-04-21,SKU114,181,199
2025-04-21,SKU115,279,290
