SO,Date,SKUID,Qty,UnitPrice
SO093SKU111,2025-04-04,SKU111,369,1343.75
SO093SKU112,2025-04-04,SKU112,104,1787.5
SO093SKU113,2025-04-04,SKU113,262,2497.5
SO093SKU114,2025-04-04,SKU114,179,1300.0
SO093SKU115,2025-04-04,SKU115,262,866.25
SO093SKU116,2025-04-04,SKU116,129,491.25
SO093SKU117,2025-04-04,SKU117,131,2353.75
SO093SKU118,2025-04-04,SKU118,380,578.75
SO093SKU119,2025-04-04,SKU119,99,632.5
SO093SKU120,2025-04-04,SKU120,317,1086.25
SO093SKU121,2025-04-04,SKU121,447,2001.25
SO093SKU122,2025-04-04,SKU122,428,791.25
SO093SKU123,2025-04-04,SKU123,336,1283.75
SO093SKU124,2025-04-04,SKU124,413,2090.0
SO093SKU125,2025-04-04,SKU125,482,2171.25
SO093SKU126,2025-04-04,SKU126,399,1933.75
SO093SKU127,2025-04-04,SKU127,444,1741.25
SO093SKU128,2025-04-04,SKU128,186,792.5
SO093SKU129,2025-04-04,SKU129,158,1346.25
SO094SKU100,2025-04-05,SKU100,260,2161.25
SO094SKU101,2025-04-05,SKU101,475,1245.0
SO094SKU102,2025-04-05,SKU102,470,772.5
SO094SKU103,2025-04-05,SKU103,151,2328.75
SO094SKU104,2025-04-05,SKU104,100,636.25
SO094SKU105,2025-04-05,SKU105,289,1347.5
SO094SKU106,2025-04-05,SKU106,305,1293.75
SO094SKU107,2025-04-05,SKU107,240,1920.0
SO094SKU108,2025-04-05,SKU108,339,2440.0
SO094SKU109,2025-04-05,SKU109,397,2242.5
SO094SKU110,2025-04-05,SKU110,484,1747.5
SO094SKU111,2025-04-05,SKU111,159,1343.75
SO094SKU112,2025-04-05,SKU112,161,1787.5
SO094SKU113,2025-04-05,SKU113,278,2497.5
SO094SKU114,2025-04-05,SKU114,258,1300.0
SO094SKU115,2025-04-05,SKU115,498,866.25
SO094SKU116,2025-04-05,SKU116,454,491.25
SO094SKU117,2025-04-05,SKU117,301,2353.75
SO094SKU118,2025-04-05,SKU118,242,578.75
SO094SKU119,2025-04-05,SKU119,188,632.5
SO094SKU120,2025-04-05,SKU120,222,1086.25
SO094SKU121,2025-04-05,SKU121,320,2001.25
SO094SKU122,2025-04-05,SKU122,370,791.25
SO094SKU123,2025-04-05,SKU123,274,1283.75
SO094SKU124,2025-04-05,SKU124,300,2090.0
SO094SKU125,2025-04-05,SKU125,188,2171.25
SO094SKU126,2025-04-05,SKU126,218,1933.75
SO094SKU127,2025-04-05,SKU127,152,1741.25
SO094SKU128,2025-04-05,SKU128,232,792.5
SO094SKU129,2025-04-05,SKU129,294,1346.25
SO095SKU100,2025-04-06,SKU100,436,2161.25
SO095SKU101,2025-04-06,SKU101,279,1245.0
SO095SKU102,2025-04-06,SKU102,385,772.5
SO095SKU103,2025-04-06,SKU103,376,2328.75
SO095SKU104,2025-04-06,SKU104,455,636.25
SO095SKU105,2025-04-06,SKU105,242,1347.5
SO095SKU106,2025-04-06,SKU106,155,1293.75
SO095SKU107,2025-04-06,SKU107,485,1920.0
SO095SKU108,2025-04-06,SKU108,346,2440.0
SO095SKU109,2025-04-06,SKU109,144,2242.5
SO095SKU110,2025-04-06,SKU110,129,1747.5
SO095SKU111,2025-04-06,SKU111,295,1343.75
SO095SKU112,2025-04-06,SKU112,273,1787.5
SO095SKU113,2025-04-06,SKU113,177,2497.5
SO095SKU114,2025-04-06,SKU114,269,1300.0
SO095SKU115,2025-04-06,SKU115,237,866.25
SO095SKU116,2025-04-06,SKU116,335,491.25
SO095SKU117,2025-04-06,SKU117,290,2353.75
SO095SKU118,2025-04-06,SKU118,347,578.75
SO095SKU119,2025-04-06,SKU119,170,632.5
SO095SKU120,2025-04-06,SKU120,363,1086.25
SO095SKU121,2025-04-06,SKU121,275,2001.25
SO095SKU122,2025-04-06,SKU122,428,791.25
SO095SKU123,2025-04-06,SKU123,397,1283.75
SO095SKU124,2025-04-06,SKU124,492,2090.0
SO095SKU125,2025-04-06,SKU125,88,2171.25
SO095SKU126,2025-04-06,SKU126,334,1933.75
SO095SKU127,2025-04-06,SKU127,358,1741.25
SO095SKU128,2025-04-06,SKU128,377,792.5
SO095SKU129,2025-04-06,SKU129,295,1346.25
SO096SKU100,2025-04-07,SKU100,217,2161.25
SO096SKU101,2025-04-07,SKU101,487,1245.0
SO096SKU102,2025-04-07,SKU102,82,772.5
SO096SKU103,2025-04-07,SKU103,87,2328.75
SO096SKU104,2025-04-07,SKU104,498,636.25
SO096SKU105,2025-04-07,SKU105,242,1347.5
SO096SKU106,2025-04-07,SKU106,203,1293.75
SO096SKU107,2025-04-07,SKU107,395,1920.0
SO096SKU108,2025-04-07,SKU108,375,2440.0
SO096SKU109,2025-04-07,SKU109,452,2242.5
SO096SKU110,2025-04-07,SKU110,161,1747.5
SO096SKU111,2025-04-07,SKU111,490,1343.75
SO096SKU112,2025-04-07,SKU112,375,1787.5
SO096SKU113,2025-04-07,SKU113,213,2497.5
SO096SKU114,2025-04-07,SKU114,245,1300.0
SO096SKU115,2025-04-07,SKU115,303,866.25
SO096SKU116,2025-04-07,SKU116,94,491.25
SO096SKU117,2025-04-07,SKU117,120,2353.75
SO096SKU118,2025-04-07,SKU118,455,578.75
SO096SKU119,2025-04-07,SKU119,403,632.5
SO096SKU120,2025-04-07,SKU120,414,1086.25
SO096SKU121,2025-04-07,SKU121,354,2001.25
SO096SKU122,2025-04-07,SKU122,493,791.25
SO096SKU123,2025-04-07,SKU123,106,1283.75
SO096SKU124,2025-04-07,SKU124,91,2090.0
SO096SKU125,2025-04-07,SKU125,132,2171.25
SO096SKU126,2025-04-07,SKU126,134,1933.75
SO096SKU127,2025-04-07,SKU127,172,1741.25
SO096SKU128,2025-04-07,SKU128,265,792.5
SO096SKU129,2025-04-07,SKU129,131,1346.25
SO097SKU100,2025-04-08,SKU100,417,2161.25
SO097SKU101,2025-04-08,SKU101,96,1245.0
SO097SKU102,2025-04-08,SKU102,327,772.5
SO097SKU103,2025-04-08,SKU103,82,2328.75
SO097SKU104,2025-04-08,SKU104,142,636.25
SO097SKU105,2025-04-08,SKU105,91,1347.5
SO097SKU106,2025-04-08,SKU106,266,1293.75
SO097SKU107,2025-04-08,SKU107,247,1920.0
SO097SKU108,2025-04-08,SKU108,434,2440.0
SO097SKU109,2025-04-08,SKU109,326,2242.5
SO097SKU110,2025-04-08,SKU110,442,1747.5
SO097SKU111,2025-04-08,SKU111,461,1343.75
SO097SKU112,2025-04-08,SKU112,284,1787.5
SO097SKU113,2025-04-08,SKU113,181,2497.5
SO097SKU114,2025-04-08,SKU114,281,1300.0
SO097SKU115,2025-04-08,SKU115,164,866.25
SO097SKU116,2025-04-08,SKU116,301,491.25
SO097SKU117,2025-04-08,SKU117,462,2353.75
SO097SKU118,2025-04-08,SKU118,135,578.75
SO097SKU119,2025-04-08,SKU119,370,632.5
SO097SKU120,2025-04-08,SKU120,112,1086.25
SO097SKU121,2025-04-08,SKU121,209,2001.25
SO097SKU122,2025-04-08,SKU122,410,791.25
SO097SKU123,2025-04-08,SKU123,283,1283.75
SO097SKU124,2025-04-08,SKU124,245,2090.0
SO097SKU125,2025-04-08,SKU125,205,2171.25
SO097SKU126,2025-04-08,SKU126,270,1933.75
SO097SKU127,2025-04-08,SKU127,84,1741.25
SO097SKU128,2025-04-08,SKU128,248,792.5
SO097SKU129,2025-04-08,SKU129,244,1346.25
SO098SKU100,2025-04-09,SKU100,181,2161.25
SO098SKU101,2025-04-09,SKU101,103,1245.0
SO098SKU102,2025-04-09,SKU102,143,772.5
SO098SKU103,2025-04-09,SKU103,382,2328.75
SO098SKU104,2025-04-09,SKU104,225,636.25
SO098SKU105,2025-04-09,SKU105,316,1347.5
SO098SKU106,2025-04-09,SKU106,353,1293.75
SO098SKU107,2025-04-09,SKU107,410,1920.0
SO098SKU108,2025-04-09,SKU108,490,2440.0
SO098SKU109,2025-04-09,SKU109,242,2242.5
SO098SKU110,2025-04-09,SKU110,364,1747.5
SO098SKU111,2025-04-09,SKU111,104,1343.75
SO098SKU112,2025-04-09,SKU112,332,1787.5
SO098SKU113,2025-04-09,SKU113,271,2497.5
SO098SKU114,2025-04-09,SKU114,194,1300.0
SO098SKU115,2025-04-09,SKU115,133,866.25
SO098SKU116,2025-04-09,SKU116,303,491.25
SO098SKU117,2025-04-09,SKU117,450,2353.75
SO098SKU118,2025-04-09,SKU118,355,578.75
SO098SKU119,2025-04-09,SKU119,106,632.5
SO098SKU120,2025-04-09,SKU120,104,1086.25
SO098SKU121,2025-04-09,SKU121,248,2001.25
SO098SKU122,2025-04-09,SKU122,437,791.25
SO098SKU123,2025-04-09,SKU123,315,1283.75
SO098SKU124,2025-04-09,SKU124,155,2090.0
SO098SKU125,2025-04-09,SKU125,308,2171.25
SO098SKU126,2025-04-09,SKU126,203,1933.75
SO098SKU127,2025-04-09,SKU127,223,1741.25
SO098SKU128,2025-04-09,SKU128,195,792.5
SO098SKU129,2025-04-09,SKU129,122,1346.25
SO099SKU100,2025-04-10,SKU100,186,2161.25
SO099SKU101,2025-04-10,SKU101,240,1245.0
SO099SKU102,2025-04-10,SKU102,312,772.5
SO099SKU103,2025-04-10,SKU103,146,2328.75
SO099SKU104,2025-04-10,SKU104,311,636.25
SO099SKU105,2025-04-10,SKU105,479,1347.5
SO099SKU106,2025-04-10,SKU106,296,1293.75
SO099SKU107,2025-04-10,SKU107,375,1920.0
SO099SKU108,2025-04-10,SKU108,134,2440.0
SO099SKU109,2025-04-10,SKU109,315,2242.5
SO099SKU110,2025-04-10,SKU110,418,1747.5
SO099SKU111,2025-04-10,SKU111,140,1343.75
SO099SKU112,2025-04-10,SKU112,300,1787.5
SO099SKU113,2025-04-10,SKU113,300,2497.5
SO099SKU114,2025-04-10,SKU114,219,1300.0
SO099SKU115,2025-04-10,SKU115,275,866.25
SO099SKU116,2025-04-10,SKU116,230,491.25
SO099SKU117,2025-04-10,SKU117,221,2353.75
SO099SKU118,2025-04-10,SKU118,301,578.75
SO099SKU119,2025-04-10,SKU119,207,632.5
SO099SKU120,2025-04-10,SKU120,107,1086.25
SO099SKU121,2025-04-10,SKU121,202,2001.25
SO099SKU122,2025-04-10,SKU122,195,791.25
SO099SKU123,2025-04-10,SKU123,287,1283.75
SO099SKU124,2025-04-10,SKU124,455,2090.0
SO099SKU125,2025-04-10,SKU125,333,2171.25
SO099SKU126,2025-04-10,SKU126,406,1933.75
SO099SKU127,2025-04-10,SKU127,455,1741.25
SO099SKU128,2025-04-10,SKU128,438,792.5
SO099SKU129,2025-04-10,SKU129,432,1346.25
SO100SKU100,2025-04-11,SKU100,167,2161.25
SO100SKU101,2025-04-11,SKU101,260,1245.0
SO100SKU102,2025-04-11,SKU102,330,772.5
SO100SKU103,2025-04-11,SKU103,103,2328.75
SO100SKU104,2025-04-11,SKU104,228,636.25
SO100SKU105,2025-04-11,SKU105,165,1347.5
SO100SKU106,2025-04-11,SKU106,235,1293.75
SO100SKU107,2025-04-11,SKU107,331,1920.0
SO100SKU108,2025-04-11,SKU108,419,2440.0
SO100SKU109,2025-04-11,SKU109,86,2242.5
SO100SKU110,2025-04-11,SKU110,250,1747.5
SO100SKU111,2025-04-11,SKU111,385,1343.75
SO100SKU112,2025-04-11,SKU112,345,1787.5
SO100SKU113,2025-04-11,SKU113,290,2497.5
SO100SKU114,2025-04-11,SKU114,262,1300.0
SO100SKU115,2025-04-11,SKU115,459,866.25
SO100SKU116,2025-04-11,SKU116,185,491.25
SO100SKU117,2025-04-11,SKU117,273,2353.75
SO100SKU118,2025-04-11,SKU118,400,578.75
SO100SKU119,2025-04-11,SKU119,349,632.5
SO100SKU120,2025-04-11,SKU120,249,1086.25
SO100SKU121,2025-04-11,SKU121,221,2001.25
SO100SKU122,2025-04-11,SKU122,346,791.25
SO100SKU123,2025-04-11,SKU123,301,1283.75
SO100SKU124,2025-04-11,SKU124,485,2090.0
SO100SKU125,2025-04-11,SKU125,335,2171.25
SO100SKU126,2025-04-11,SKU126,428,1933.75
SO100SKU127,2025-04-11,SKU127,365,1741.25
SO100SKU128,2025-04-11,SKU128,227,792.5
SO100SKU129,2025-04-11,SKU129,312,1346.25
SO101SKU100,2025-04-12,SKU100,482,2161.25
SO101SKU101,2025-04-12,SKU101,367,1245.0
SO101SKU102,2025-04-12,SKU102,218,772.5
SO101SKU103,2025-04-12,SKU103,301,2328.75
SO101SKU104,2025-04-12,SKU104,192,636.25
SO101SKU105,2025-04-12,SKU105,495,1347.5
SO101SKU106,2025-04-12,SKU106,284,1293.75
SO101SKU107,2025-04-12,SKU107,213,1920.0
SO101SKU108,2025-04-12,SKU108,168,2440.0
SO101SKU109,2025-04-12,SKU109,245,2242.5
SO101SKU110,2025-04-12,SKU110,473,1747.5
SO101SKU111,2025-04-12,SKU111,363,1343.75
SO101SKU112,2025-04-12,SKU112,232,1787.5
SO101SKU113,2025-04-12,SKU113,359,2497.5
SO101SKU114,2025-04-12,SKU114,150,1300.0
SO101SKU115,2025-04-12,SKU115,337,866.25
SO101SKU116,2025-04-12,SKU116,319,491.25
SO101SKU117,2025-04-12,SKU117,290,2353.75
SO101SKU118,2025-04-12,SKU118,472,578.75
SO101SKU119,2025-04-12,SKU119,234,632.5
SO101SKU120,2025-04-12,SKU120,271,1086.25
SO101SKU121,2025-04-12,SKU121,369,2001.25
SO101SKU122,2025-04-12,SKU122,281,791.25
SO101SKU123,2025-04-12,SKU123,316,1283.75
SO101SKU124,2025-04-12,SKU124,107,2090.0
SO101SKU125,2025-04-12,SKU125,412,2171.25
SO101SKU126,2025-04-12,SKU126,500,1933.75
SO101SKU127,2025-04-12,SKU127,249,1741.25
SO101SKU128,2025-04-12,SKU128,379,792.5
SO101SKU129,2025-04-12,SKU129,107,1346.25
SO102SKU100,2025-04-13,SKU100,80,2161.25
SO102SKU101,2025-04-13,SKU101,129,1245.0
SO102SKU102,2025-04-13,SKU102,92,772.5
SO102SKU103,2025-04-13,SKU103,108,2328.75
SO102SKU104,2025-04-13,SKU104,327,636.25
SO102SKU105,2025-04-13,SKU105,359,1347.5
SO102SKU106,2025-04-13,SKU106,304,1293.75
SO102SKU107,2025-04-13,SKU107,301,1920.0
SO102SKU108,2025-04-13,SKU108,152,2440.0
SO102SKU109,2025-04-13,SKU109,167,2242.5
SO102SKU110,2025-04-13,SKU110,182,1747.5
SO102SKU111,2025-04-13,SKU111,421,1343.75
SO102SKU112,2025-04-13,SKU112,268,1787.5
SO102SKU113,2025-04-13,SKU113,437,2497.5
SO102SKU114,2025-04-13,SKU114,496,1300.0
SO102SKU115,2025-04-13,SKU115,314,866.25
SO102SKU116,2025-04-13,SKU116,377,491.25
SO102SKU117,2025-04-13,SKU117,416,2353.75
SO102SKU118,2025-04-13,SKU118,261,578.75
SO102SKU119,2025-04-13,SKU119,450,632.5
SO102SKU120,2025-04-13,SKU120,263,1086.25
SO102SKU121,2025-04-13,SKU121,258,2001.25
SO102SKU122,2025-04-13,SKU122,342,791.25
SO102SKU123,2025-04-13,SKU123,260,1283.75
SO102SKU124,2025-04-13,SKU124,315,2090.0
SO102SKU125,2025-04-13,SKU125,481,2171.25
SO102SKU126,2025-04-13,SKU126,281,1933.75
SO102SKU127,2025-04-13,SKU127,272,1741.25
SO102SKU128,2025-04-13,SKU128,172,792.5
SO102SKU129,2025-04-13,SKU129,417,1346.25
SO103SKU100,2025-04-14,SKU100,475,2161.25
SO103SKU101,2025-04-14,SKU101,201,1245.0
SO103SKU102,2025-04-14,SKU102,276,772.5
SO103SKU103,2025-04-14,SKU103,112,2328.75
SO103SKU104,2025-04-14,SKU104,99,636.25
SO103SKU105,2025-04-14,SKU105,470,1347.5
SO103SKU106,2025-04-14,SKU106,95,1293.75
SO103SKU107,2025-04-14,SKU107,437,1920.0
SO103SKU108,2025-04-14,SKU108,373,2440.0
SO103SKU109,2025-04-14,SKU109,331,2242.5
SO103SKU110,2025-04-14,SKU110,183,1747.5
SO103SKU111,2025-04-14,SKU111,350,1343.75
SO103SKU112,2025-04-14,SKU112,378,1787.5
SO103SKU113,2025-04-14,SKU113,184,2497.5
SO103SKU114,2025-04-14,SKU114,82,1300.0
SO103SKU115,2025-04-14,SKU115,359,866.25
SO103SKU116,2025-04-14,SKU116,429,491.25
SO103SKU117,2025-04-14,SKU117,350,2353.75
SO103SKU118,2025-04-14,SKU118,322,578.75
SO103SKU119,2025-04-14,SKU119,366,632.5
SO103SKU120,2025-04-14,SKU120,298,1086.25
SO103SKU121,2025-04-14,SKU121,120,2001.25
SO103SKU122,2025-04-14,SKU122,131,791.25
SO103SKU123,2025-04-14,SKU123,387,1283.75
SO103SKU124,2025-04-14,SKU124,500,2090.0
SO103SKU125,2025-04-14,SKU125,440,2171.25
SO103SKU126,2025-04-14,SKU126,118,1933.75
SO103SKU127,2025-04-14,SKU127,345,1741.25
SO103SKU128,2025-04-14,SKU128,284,792.5
SO103SKU129,2025-04-14,SKU129,136,1346.25
SO104SKU100,2025-04-15,SKU100,117,2161.25
SO104SKU101,2025-04-15,SKU101,392,1245.0
SO104SKU102,2025-04-15,SKU102,116,772.5
SO104SKU103,2025-04-15,SKU103,393,2328.75
SO104SKU104,2025-04-15,SKU104,146,636.25
SO104SKU105,2025-04-15,SKU105,98,1347.5
SO104SKU106,2025-04-15,SKU106,259,1293.75
SO104SKU107,2025-04-15,SKU107,196,1920.0
SO104SKU108,2025-04-15,SKU108,476,2440.0
SO104SKU109,2025-04-15,SKU109,391,2242.5
SO104SKU110,2025-04-15,SKU110,457,1747.5
SO104SKU111,2025-04-15,SKU111,278,1343.75
SO104SKU112,2025-04-15,SKU112,300,1787.5
SO104SKU113,2025-04-15,SKU113,139,2497.5
SO104SKU114,2025-04-15,SKU114,268,1300.0
SO104SKU115,2025-04-15,SKU115,109,866.25
SO104SKU116,2025-04-15,SKU116,85,491.25
SO104SKU117,2025-04-15,SKU117,493,2353.75
SO104SKU118,2025-04-15,SKU118,490,578.75
SO104SKU119,2025-04-15,SKU119,496,632.5
SO104SKU120,2025-04-15,SKU120,304,1086.25
SO104SKU121,2025-04-15,SKU121,259,2001.25
SO104SKU122,2025-04-15,SKU122,146,791.25
SO104SKU123,2025-04-15,SKU123,142,1283.75
SO104SKU124,2025-04-15,SKU124,358,2090.0
SO104SKU125,2025-04-15,SKU125,496,2171.25
SO104SKU126,2025-04-15,SKU126,445,1933.75
SO104SKU127,2025-04-15,SKU127,362,1741.25
SO104SKU128,2025-04-15,SKU128,349,792.5
SO104SKU129,2025-04-15,SKU129,357,1346.25
SO105SKU100,2025-04-16,SKU100,451,2161.25
SO105SKU101,2025-04-16,SKU101,200,1245.0
SO105SKU102,2025-04-16,SKU102,312,772.5
SO105SKU103,2025-04-16,SKU103,97,2328.75
SO105SKU104,2025-04-16,SKU104,233,636.25
SO105SKU105,2025-04-16,SKU105,222,1347.5
SO105SKU106,2025-04-16,SKU106,89,1293.75
SO105SKU107,2025-04-16,SKU107,102,1920.0
SO105SKU108,2025-04-16,SKU108,417,2440.0
SO105SKU109,2025-04-16,SKU109,236,2242.5
SO105SKU110,2025-04-16,SKU110,93,1747.5
SO105SKU111,2025-04-16,SKU111,214,1343.75
SO105SKU112,2025-04-16,SKU112,467,1787.5
SO105SKU113,2025-04-16,SKU113,398,2497.5
SO105SKU114,2025-04-16,SKU114,453,1300.0
SO105SKU115,2025-04-16,SKU115,135,866.25
SO105SKU116,2025-04-16,SKU116,427,491.25
SO105SKU117,2025-04-16,SKU117,297,2353.75
SO105SKU118,2025-04-16,SKU118,345,578.75
SO105SKU119,2025-04-16,SKU119,461,632.5
SO105SKU120,2025-04-16,SKU120,87,1086.25
SO105SKU121,2025-04-16,SKU121,220,2001.25
SO105SKU122,2025-04-16,SKU122,357,791.25
SO105SKU123,2025-04-16,SKU123,99,1283.75
SO105SKU124,2025-04-16,SKU124,417,2090.0
SO105SKU125,2025-04-16,SKU125,475,2171.25
SO105SKU126,2025-04-16,SKU126,371,1933.75
SO105SKU127,2025-04-16,SKU127,171,1741.25
SO105SKU128,2025-04-16,SKU128,84,792.5
SO105SKU129,2025-04-16,SKU129,406,1346.25
SO106SKU100,2025-04-17,SKU100,155,2161.25
SO106SKU101,2025-04-17,SKU101,199,1245.0
SO106SKU102,2025-04-17,SKU102,430,772.5
SO106SKU103,2025-04-17,SKU103,242,2328.75
SO106SKU104,2025-04-17,SKU104,111,636.25
SO106SKU105,2025-04-17,SKU105,88,1347.5
SO106SKU106,2025-04-17,SKU106,447,1293.75
SO106SKU107,2025-04-17,SKU107,135,1920.0
SO106SKU108,2025-04-17,SKU108,341,2440.0
SO106SKU109,2025-04-17,SKU109,372,2242.5
SO106SKU110,2025-04-17,SKU110,116,1747.5
SO106SKU111,2025-04-17,SKU111,92,1343.75
SO106SKU112,2025-04-17,SKU112,288,1787.5
SO106SKU113,2025-04-17,SKU113,230,2497.5
SO106SKU114,2025-04-17,SKU114,102,1300.0
SO106SKU115,2025-04-17,SKU115,382,866.25
SO106SKU116,2025-04-17,SKU116,493,491.25
SO106SKU117,2025-04-17,SKU117,459,2353.75
SO106SKU118,2025-04-17,SKU118,256,578.75
SO106SKU119,2025-04-17,SKU119,378,632.5
SO106SKU120,2025-04-17,SKU120,275,1086.25
SO106SKU121,2025-04-17,SKU121,119,2001.25
SO106SKU122,2025-04-17,SKU122,337,791.25
SO106SKU123,2025-04-17,SKU123,455,1283.75
SO106SKU124,2025-04-17,SKU124,350,2090.0
SO106SKU125,2025-04-17,SKU125,417,2171.25
SO106SKU126,2025-04-17,SKU126,217,1933.75
SO106SKU127,2025-04-17,SKU127,204,1741.25
SO106SKU128,2025-04-17,SKU128,313,792.5
SO106SKU129,2025-04-17,SKU129,203,1346.25
SO107SKU100,2025-04-18,SKU100,477,2161.25
SO107SKU101,2025-04-18,SKU101,420,1245.0
SO107SKU102,2025-04-18,SKU102,226,772.5
SO107SKU103,2025-04-18,SKU103,289,2328.75
SO107SKU104,2025-04-18,SKU104,333,636.25
SO107SKU105,2025-04-18,SKU105,172,1347.5
SO107SKU106,2025-04-18,SKU106,141,1293.75
SO107SKU107,2025-04-18,SKU107,320,1920.0
SO107SKU108,2025-04-18,SKU108,97,2440.0
SO107SKU109,2025-04-18,SKU109,165,2242.5
SO107SKU110,2025-04-18,SKU110,351,1747.5
SO107SKU111,2025-04-18,SKU111,145,1343.75
SO107SKU112,2025-04-18,SKU112,444,1787.5
SO107SKU113,2025-04-18,SKU113,252,2497.5
SO107SKU114,2025-04-18,SKU114,449,1300.0
SO107SKU115,2025-04-18,SKU115,261,866.25
SO107SKU116,2025-04-18,SKU116,310,491.25
SO107SKU117,2025-04-18,SKU117,467,2353.75
SO107SKU118,2025-04-18,SKU118,173,578.75
SO107SKU119,2025-04-18,SKU119,499,632.5
SO107SKU120,2025-04-18,SKU120,83,1086.25
SO107SKU121,2025-04-18,SKU121,412,2001.25
SO107SKU122,2025-04-18,SKU122,170,791.25
SO107SKU123,2025-04-18,SKU123,475,1283.75
SO107SKU124,2025-04-18,SKU124,254,2090.0
SO107SKU125,2025-04-18,SKU125,348,2171.25
SO107SKU126,2025-04-18,SKU126,245,1933.75
SO107SKU127,2025-04-18,SKU127,101,1741.25
SO107SKU128,2025-04-18,SKU128,454,792.5
SO107SKU129,2025-04-18,SKU129,374,1346.25
SO108SKU100,2025-04-19,SKU100,421,2161.25
SO108SKU101,2025-04-19,SKU101,362,1245.0
SO108SKU102,2025-04-19,SKU102,386,772.5
SO108SKU103,2025-04-19,SKU103,489,2328.75
SO108SKU104,2025-04-19,SKU104,93,636.25
SO108SKU105,2025-04-19,SKU105,372,1347.5
SO108SKU106,2025-04-19,SKU106,144,1293.75
SO108SKU107,2025-04-19,SKU107,136,1920.0
SO108SKU108,2025-04-19,SKU108,301,2440.0
SO108SKU109,2025-04-19,SKU109,150,2242.5
SO108SKU110,2025-04-19,SKU110,139,1747.5
SO108SKU111,2025-04-19,SKU111,486,1343.75
SO108SKU112,2025-04-19,SKU112,160,1787.5
SO108SKU113,2025-04-19,SKU113,402,2497.5
SO108SKU114,2025-04-19,SKU114,117,1300.0
SO108SKU115,2025-04-19,SKU115,99,866.25
SO108SKU116,2025-04-19,SKU116,346,491.25
SO108SKU117,2025-04-19,SKU117,400,2353.75
SO108SKU118,2025-04-19,SKU118,84,578.75
SO108SKU119,2025-04-19,SKU119,192,632.5
SO108SKU120,2025-04-19,SKU120,157,1086.25
SO108SKU121,2025-04-19,SKU121,334,2001.25
SO108SKU122,2025-04-19,SKU122,125,791.25
SO108SKU123,2025-04-19,SKU123,189,1283.75
SO108SKU124,2025-04-19,SKU124,365,2090.0
SO108SKU125,2025-04-19,SKU125,99,2171.25
SO108SKU126,2025-04-19,SKU126,274,1933.75
SO108SKU127,2025-04-19,SKU127,258,1741.25
SO108SKU128,2025-04-19,SKU128,233,792.5
SO108SKU129,2025-04-19,SKU129,328,1346.25
SO109SKU100,2025-04-20,SKU100,139,2161.25
SO109SKU101,2025-04-20,SKU101,138,1245.0
SO109SKU102,2025-04-20,SKU102,145,772.5
SO109SKU103,2025-04-20,SKU103,492,2328.75
SO109SKU104,2025-04-20,SKU104,431,636.25
SO109SKU105,2025-04-20,SKU105,339,1347.5
SO109SKU106,2025-04-20,SKU106,367,1293.75
SO109SKU107,2025-04-20,SKU107,242,1920.0
SO109SKU108,2025-04-20,SKU108,284,2440.0
SO109SKU109,2025-04-20,SKU109,328,2242.5
SO109SKU110,2025-04-20,SKU110,499,1747.5
SO109SKU111,2025-04-20,SKU111,193,1343.75
SO109SKU112,2025-04-20,SKU112,185,1787.5
SO109SKU113,2025-04-20,SKU113,394,2497.5
SO109SKU114,2025-04-20,SKU114,356,1300.0
SO109SKU115,2025-04-20,SKU115,490,866.25
SO109SKU116,2025-04-20,SKU116,260,491.25
SO109SKU117,2025-04-20,SKU117,415,2353.75
SO109SKU118,2025-04-20,SKU118,354,578.75
SO109SKU119,2025-04-20,SKU119,354,632.5
SO109SKU120,2025-04-20,SKU120,228,1086.25
SO109SKU121,2025-04-20,SKU121,291,2001.25
SO109SKU122,2025-04-20,SKU122,86,791.25
SO109SKU123,2025-04-20,SKU123,349,1283.75
SO109SKU124,2025-04-20,SKU124,328,2090.0
SO109SKU125,2025-04-20,SKU125,92,2171.25
SO109SKU126,2025-04-20,SKU126,97,1933.75
SO109SKU127,2025-04-20,SKU127,481,1741.25
SO109SKU128,2025-04-20,SKU128,498,792.5
SO109SKU129,2025-04-20,SKU129,123,1346.25
SO110SKU100,2025-04-21,SKU100,234,2161.25
SO110SKU101,2025-04-21,SKU101,215,1245.0
SO110SKU102,2025-04-21,SKU102,272,772.5
SO110SKU103,2025-04-21,SKU103,288,2328.75
SO110SKU104,2025-04-21,SKU104,439,636.25
SO110SKU105,2025-04-21,SKU105,88,1347.5
SO110SKU106,2025-04-21,SKU106,270,1293.75
SO110SKU107,2025-04-21,SKU107,311,1920.0
SO110SKU108,2025-04-21,SKU108,474,2440.0
SO110SKU109,2025-04-21,SKU109,368,2242.5
SO110SKU110,2025-04-21,SKU110,153,1747.5
SO110SKU111,2025-04-21,SKU111,367,1343.75
SO110SKU112,2025-04-21,SKU112,207,1787.5
SO110SKU113,2025-04-21,SKU113,322,2497.5
SO110SKU114,2025-04-21,SKU114,199,1300.0
SO110SKU115,2025-04-21,SKU115,290,866.25
SO110SKU116,2025-04-21,SKU116,157,491.25
SO110SKU117,2025-04-21,SKU117,386,2353.75
SO110SKU118,2025-04-21,SKU118,433,578.75
SO110SKU119,2025-04-21,SKU119,330,632.5
SO110SKU120,2025-04-21,SKU120,200,1086.25
SO110SKU121,2025-04-21,SKU121,343,2001.25
SO110SKU122,2025-04-21,SKU122,121,791.25
