ReportID,FactoryID,SKUID,YieldPct,DefectPct
QR001550,FAC005,SKU129,97.24,0.26
QR001551,FAC006,SKU100,95.86,0.7
QR001552,FAC001,SKU113,97.21,2.34
QR001553,FAC005,SKU127,98.83,2.59
QR001554,FAC005,SKU126,96.55,0.77
QR001555,FAC006,SKU122,95.45,0.27
QR001556,FAC006,SKU111,98.71,1.46
QR001557,FAC006,SKU105,95.2,1.78
QR001558,FAC003,SKU102,98.62,1.78
QR001559,FAC003,SKU104,95.94,1.3
QR001560,FAC005,SKU112,96.16,1.98
QR001561,FAC004,SKU112,96.08,0.78
QR001562,FAC005,SKU110,97.68,2.12
QR001563,FAC001,SKU115,96.62,2.27
QR001564,FAC001,SKU127,96.14,2.31
QR001565,FAC001,SKU126,95.92,1.58
QR001566,FAC003,SKU107,95.91,1.24
QR001567,FAC001,SKU106,96.36,0.46
QR001568,FAC002,SKU117,96.92,0.82
QR001569,FAC002,SKU118,95.35,2.78
QR001570,FAC004,SKU111,95.8,2.84
QR001571,FAC005,SKU113,97.88,0.29
QR001572,FAC006,SKU116,99.76,2.76
QR001573,FAC006,SKU128,98.44,0.58
QR001574,FAC005,SKU114,95.07,2.64
QR001575,FAC004,SKU106,97.07,1.26
QR001576,FAC002,SKU122,98.55,1.09
QR001577,FAC005,SKU109,99.48,1.88
QR001578,FAC004,SKU101,96.19,2.37
QR001579,FAC003,SKU101,97.95,2.14
QR001580,FAC006,SKU120,98.37,1.91
QR001581,FAC001,SKU107,96.87,2.57
QR001582,FAC005,SKU108,95.5,0.56
QR001583,FAC003,SKU106,97.65,1.3
QR001584,FAC006,SKU107,99.17,1.74
QR001585,FAC001,SKU123,98.95,1.43
QR001586,FAC006,SKU104,96.56,2.08
QR001587,FAC004,SKU115,97.41,2.62
QR001588,FAC003,SKU117,96.59,1.98
QR001589,FAC002,SKU112,97.07,0.98
QR001590,FAC005,SKU108,96.34,1.95
QR001591,FAC004,SKU120,98.09,0.46
QR001592,FAC001,SKU110,99.71,0.78
QR001593,FAC005,SKU110,96.11,0.96
QR001594,FAC005,SKU121,97.46,1.49
QR001595,FAC001,SKU124,98.24,2.15
QR001596,FAC002,SKU106,98.58,1.9
QR001597,FAC005,SKU122,95.85,1.67
QR001598,FAC002,SKU115,98.41,0.16
QR001599,FAC001,SKU115,96.46,0.51
QR001600,FAC002,SKU121,99.1,2.3
QR001601,FAC005,SKU116,95.09,1.9
QR001602,FAC006,SKU116,98.54,0.18
QR001603,FAC003,SKU118,95.93,2.43
QR001604,FAC005,SKU104,96.95,0.59
QR001605,FAC003,SKU100,98.3,0.78
QR001606,FAC004,SKU128,97.62,0.45
QR001607,FAC004,SKU112,95.1,0.77
QR001608,FAC005,SKU116,99.35,2.56
QR001609,FAC001,SKU107,96.41,2.97
QR001610,FAC003,SKU125,95.62,1.15
QR001611,FAC002,SKU129,97.13,2.95
QR001612,FAC004,SKU125,95.41,0.13
QR001613,FAC004,SKU107,95.84,0.5
QR001614,FAC003,SKU107,95.23,1.89
QR001615,FAC003,SKU111,97.75,0.1
QR001616,FAC005,SKU126,96.75,2.72
QR001617,FAC005,SKU111,97.51,2.61
QR001618,FAC003,SKU107,99.82,0.84
QR001619,FAC005,SKU129,97.73,0.37
QR001620,FAC005,SKU108,97.22,2.67
QR001621,FAC006,SKU118,97.83,2.63
QR001622,FAC004,SKU117,98.56,1.55
QR001623,FAC004,SKU113,95.8,2.9
QR001624,FAC003,SKU120,95.3,1.52
QR001625,FAC003,SKU119,96.06,2.51
QR001626,FAC006,SKU104,98.75,0.69
QR001627,FAC005,SKU101,95.78,2.69
QR001628,FAC001,SKU124,97.86,2.09
QR001629,FAC005,SKU129,99.27,2.14
QR001630,FAC003,SKU122,98.49,2.2
QR001631,FAC001,SKU108,98.01,0.35
QR001632,FAC005,SKU118,98.78,1.32
QR001633,FAC005,SKU122,96.03,0.79
QR001634,FAC003,SKU120,98.02,2.29
QR001635,FAC003,SKU127,97.71,2.61
QR001636,FAC005,SKU128,95.63,0.46
QR001637,FAC002,SKU100,99.68,1.82
QR001638,FAC003,SKU115,97.68,0.91
QR001639,FAC002,SKU101,98.46,1.89
QR001640,FAC002,SKU127,95.31,1.2
QR001641,FAC005,SKU106,95.51,2.7
QR001642,FAC002,SKU119,97.99,0.14
QR001643,FAC006,SKU121,97.69,2.19
QR001644,FAC001,SKU121,97.87,1.43
QR001645,FAC004,SKU111,95.22,0.38
QR001646,FAC005,SKU122,97.29,2.76
QR001647,FAC006,SKU105,99.44,2.49
QR001648,FAC003,SKU104,98.82,0.43
QR001649,FAC004,SKU110,98.87,0.18
QR001650,FAC006,SKU119,99.62,0.17
QR001651,FAC002,SKU129,97.63,2.67
QR001652,FAC003,SKU125,98.14,0.49
QR001653,FAC006,SKU125,96.41,2.75
QR001654,FAC003,SKU126,98.64,2.13
QR001655,FAC004,SKU107,98.2,1.27
QR001656,FAC004,SKU127,99.7,0.7
QR001657,FAC002,SKU101,98.81,0.63
QR001658,FAC003,SKU109,96.36,2.31
QR001659,FAC003,SKU106,97.41,2.54
QR001660,FAC003,SKU122,99.05,2.34
QR001661,FAC003,SKU121,95.97,0.1
QR001662,FAC005,SKU124,96.78,2.55
QR001663,FAC003,SKU127,97.9,1.06
QR001664,FAC004,SKU123,95.32,0.83
QR001665,FAC003,SKU119,99.61,2.9
QR001666,FAC005,SKU111,95.06,1.21
QR001667,FAC001,SKU123,95.18,0.54
QR001668,FAC003,SKU117,96.68,2.63
QR001669,FAC003,SKU127,97.01,2.62
QR001670,FAC002,SKU117,97.24,0.07
QR001671,FAC006,SKU113,98.13,0.9
QR001672,FAC003,SKU104,98.04,1.16
QR001673,FAC004,SKU122,97.6,2.36
QR001674,FAC003,SKU119,98.91,2.83
QR001675,FAC005,SKU108,98.23,0.92
QR001676,FAC005,SKU102,99.13,0.98
QR001677,FAC005,SKU101,97.26,0.78
QR001678,FAC003,SKU128,96.58,2.77
QR001679,FAC002,SKU100,95.63,1.25
QR001680,FAC004,SKU126,95.21,0.74
QR001681,FAC003,SKU119,96.05,1.87
QR001682,FAC003,SKU128,98.62,0.16
QR001683,FAC004,SKU104,97.36,0.8
QR001684,FAC005,SKU122,99.5,1.85
QR001685,FAC002,SKU121,95.92,2.74
QR001686,FAC001,SKU110,95.1,1.67
QR001687,FAC002,SKU112,99.25,1.23
QR001688,FAC003,SKU119,96.21,2.38
QR001689,FAC004,SKU115,99.62,1.52
QR001690,FAC003,SKU114,96.98,0.7
QR001691,FAC006,SKU100,95.33,1.47
QR001692,FAC002,SKU122,99.12,0.32
QR001693,FAC005,SKU129,98.92,2.43
QR001694,FAC001,SKU107,99.4,1.04
QR001695,FAC006,SKU119,98.47,1.19
QR001696,FAC001,SKU127,98.19,0.13
QR001697,FAC002,SKU126,96.1,1.15
QR001698,FAC005,SKU111,95.04,0.73
QR001699,FAC005,SKU118,96.48,2.24
QR001700,FAC005,SKU122,97.8,0.4
QR001701,FAC004,SKU102,99.45,0.2
QR001702,FAC003,SKU126,96.34,2.02
QR001703,FAC003,SKU114,98.86,0.49
QR001704,FAC002,SKU114,95.42,1.08
QR001705,FAC001,SKU122,98.15,1.19
QR001706,FAC001,SKU118,99.62,2.56
QR001707,FAC006,SKU115,99.78,2.87
QR001708,FAC006,SKU108,95.56,0.95
QR001709,FAC005,SKU125,96.26,0.78
QR001710,FAC002,SKU103,99.79,0.63
QR001711,FAC002,SKU104,95.53,2.89
QR001712,FAC001,SKU128,97.24,1.08
QR001713,FAC001,SKU107,96.81,0.45
QR001714,FAC003,SKU112,98.92,1.65
QR001715,FAC002,SKU101,97.84,2.93
QR001716,FAC001,SKU110,97.88,2.44
QR001717,FAC001,SKU120,98.76,1.53
QR001718,FAC003,SKU105,97.73,1.86
QR001719,FAC006,SKU120,96.23,1.49
QR001720,FAC004,SKU128,99.11,2.99
QR001721,FAC003,SKU117,96.45,1.5
QR001722,FAC002,SKU107,96.9,0.71
QR001723,FAC006,SKU125,99.1,0.32
QR001724,FAC003,SKU111,97.33,2.95
QR001725,FAC002,SKU100,96.88,2.41
QR001726,FAC001,SKU106,95.91,2.03
QR001727,FAC001,SKU129,97.77,1.81
QR001728,FAC004,SKU114,96.14,1.9
QR001729,FAC006,SKU122,96.86,1.19
QR001730,FAC002,SKU105,97.01,1.81
QR001731,FAC006,SKU104,98.68,0.14
QR001732,FAC002,SKU105,95.7,1.7
QR001733,FAC001,SKU127,95.78,2.11
QR001734,FAC003,SKU122,99.68,2.1
QR001735,FAC006,SKU116,97.94,0.92
QR001736,FAC001,SKU111,96.11,1.04
QR001737,FAC002,SKU121,97.07,0.79
QR001738,FAC005,SKU110,98.9,2.55
QR001739,FAC004,SKU128,96.21,1.12
QR001740,FAC005,SKU114,96.31,2.29
QR001741,FAC006,SKU129,96.86,0.83
QR001742,FAC001,SKU124,95.33,2.28
QR001743,FAC002,SKU119,98.63,0.63
QR001744,FAC005,SKU102,99.88,2.04
QR001745,FAC006,SKU111,96.81,2.06
QR001746,FAC003,SKU104,99.79,1.39
QR001747,FAC006,SKU101,98.82,0.06
QR001748,FAC005,SKU113,96.38,2.4
QR001749,FAC003,SKU113,98.43,0.66
QR001750,FAC006,SKU115,97.42,0.61
QR001751,FAC005,SKU104,99.46,2.38
QR001752,FAC004,SKU129,96.99,0.52
QR001753,FAC003,SKU106,99.21,2.56
QR001754,FAC004,SKU128,98.59,2.16
QR001755,FAC001,SKU113,96.05,0.29
QR001756,FAC002,SKU120,99.65,1.75
QR001757,FAC002,SKU120,95.58,2.38
QR001758,FAC005,SKU118,97.26,2.39
QR001759,FAC006,SKU114,97.83,1.15
QR001760,FAC004,SKU125,96.41,1.62
QR001761,FAC006,SKU127,97.56,2.44
QR001762,FAC002,SKU110,98.36,2.75
QR001763,FAC004,SKU129,98.48,0.56
QR001764,FAC005,SKU100,96.83,0.5
QR001765,FAC006,SKU114,95.73,0.56
QR001766,FAC005,SKU110,95.57,0.79
QR001767,FAC002,SKU117,98.8,1.79
QR001768,FAC006,SKU128,96.18,0.7
QR001769,FAC005,SKU125,96.86,1.53
QR001770,FAC004,SKU122,95.55,1.98
QR001771,FAC004,SKU120,97.45,2.91
QR001772,FAC002,SKU106,95.75,2.2
QR001773,FAC002,SKU103,99.66,2.25
QR001774,FAC005,SKU115,98.69,2.28
QR001775,FAC004,SKU119,97.84,2.3
QR001776,FAC002,SKU125,95.32,0.08
QR001777,FAC003,SKU129,98.81,0.9
QR001778,FAC001,SKU109,96.21,1.71
QR001779,FAC006,SKU126,95.6,1.35
QR001780,FAC003,SKU113,96.05,1.47
QR001781,FAC005,SKU100,99.5,2.0
QR001782,FAC002,SKU121,98.52,1.97
QR001783,FAC004,SKU111,97.47,2.98
QR001784,FAC002,SKU126,96.87,2.2
QR001785,FAC001,SKU110,98.38,2.77
QR001786,FAC004,SKU104,98.84,1.68
QR001787,FAC001,SKU114,96.05,1.57
QR001788,FAC003,SKU114,98.65,1.59
QR001789,FAC006,SKU121,95.23,0.28
QR001790,FAC005,SKU104,96.73,1.68
QR001791,FAC002,SKU121,98.3,2.82
QR001792,FAC002,SKU116,95.75,1.9
QR001793,FAC003,SKU103,98.86,2.5
QR001794,FAC002,SKU129,98.43,2.36
QR001795,FAC003,SKU128,96.52,0.5
QR001796,FAC005,SKU111,97.94,2.8
QR001797,FAC001,SKU108,97.53,0.16
QR001798,FAC003,SKU125,98.92,1.81
QR001799,FAC002,SKU123,99.19,0.88
QR001800,FAC004,SKU114,99.45,0.25
QR001801,FAC002,SKU128,96.48,2.59
QR001802,FAC005,SKU116,97.28,0.05
QR001803,FAC004,SKU129,98.84,0.9
QR001804,FAC002,SKU117,96.69,1.52
QR001805,FAC003,SKU116,98.24,1.73
QR001806,FAC003,SKU123,98.13,2.03
QR001807,FAC001,SKU104,99.17,0.96
QR001808,FAC001,SKU119,98.94,2.17
QR001809,FAC001,SKU126,97.86,0.77
QR001810,FAC003,SKU127,98.24,1.58
QR001811,FAC003,SKU104,96.16,2.68
QR001812,FAC004,SKU120,99.79,0.65
QR001813,FAC004,SKU126,95.57,2.9
QR001814,FAC001,SKU104,98.21,2.96
QR001815,FAC002,SKU119,97.96,2.31
QR001816,FAC002,SKU115,95.9,2.51
QR001817,FAC002,SKU103,95.21,2.02
QR001818,FAC001,SKU124,95.6,2.89
QR001819,FAC005,SKU127,97.9,1.12
QR001820,FAC006,SKU124,99.13,1.11
QR001821,FAC002,SKU111,99.8,0.23
QR001822,FAC004,SKU121,95.72,0.78
QR001823,FAC006,SKU123,96.43,1.18
QR001824,FAC005,SKU126,98.62,2.98
QR001825,FAC001,SKU125,95.63,0.54
QR001826,FAC002,SKU118,95.72,2.13
QR001827,FAC003,SKU123,97.42,2.41
QR001828,FAC003,SKU129,98.13,0.38
QR001829,FAC003,SKU128,99.82,1.39
QR001830,FAC002,SKU117,96.71,1.07
QR001831,FAC005,SKU112,96.07,2.4
QR001832,FAC004,SKU119,96.9,2.24
QR001833,FAC003,SKU102,95.4,0.66
QR001834,FAC002,SKU125,99.23,3.0
QR001835,FAC005,SKU103,98.35,1.61
QR001836,FAC002,SKU127,95.79,1.41
QR001837,FAC006,SKU108,98.84,2.79
QR001838,FAC002,SKU104,98.75,0.18
QR001839,FAC003,SKU107,98.32,0.3
QR001840,FAC005,SKU117,96.23,2.72
QR001841,FAC005,SKU118,95.38,2.15
QR001842,FAC001,SKU104,98.47,2.38
QR001843,FAC001,SKU115,98.76,2.99
QR001844,FAC004,SKU129,97.49,0.84
QR001845,FAC004,SKU107,97.01,2.53
QR001846,FAC004,SKU104,96.71,2.97
QR001847,FAC004,SKU118,99.52,2.07
QR001848,FAC002,SKU104,98.97,0.09
QR001849,FAC003,SKU101,99.1,1.97
QR001850,FAC003,SKU127,98.47,1.27
QR001851,FAC006,SKU104,97.02,0.4
QR001852,FAC002,SKU108,96.85,1.5
QR001853,FAC003,SKU117,96.85,1.53
QR001854,FAC006,SKU122,96.36,1.06
QR001855,FAC005,SKU116,99.54,1.67
QR001856,FAC005,SKU114,98.9,0.09
QR001857,FAC003,SKU118,95.67,1.34
QR001858,FAC006,SKU114,96.16,0.63
QR001859,FAC002,SKU110,96.44,1.89
QR001860,FAC002,SKU129,97.15,0.3
QR001861,FAC003,SKU104,96.18,2.25
QR001862,FAC006,SKU106,97.07,0.35
QR001863,FAC002,SKU113,97.66,2.97
QR001864,FAC003,SKU124,96.57,0.84
QR001865,FAC005,SKU103,95.64,0.86
QR001866,FAC002,SKU111,98.22,2.82
QR001867,FAC005,SKU112,95.38,2.59
QR001868,FAC002,SKU115,98.63,1.13
QR001869,FAC002,SKU124,98.57,0.99
QR001870,FAC006,SKU109,98.97,0.13
QR001871,FAC005,SKU104,95.62,1.16
QR001872,FAC006,SKU111,96.77,0.08
QR001873,FAC006,SKU115,96.94,2.82
QR001874,FAC002,SKU123,98.46,1.65
QR001875,FAC003,SKU129,99.33,2.61
QR001876,FAC002,SKU104,95.54,0.98
QR001877,FAC001,SKU113,95.64,1.31
QR001878,FAC005,SKU122,97.57,0.75
QR001879,FAC006,SKU113,98.89,0.19
QR001880,FAC003,SKU122,98.52,2.58
QR001881,FAC001,SKU115,98.48,0.74
QR001882,FAC004,SKU112,96.57,0.45
QR001883,FAC001,SKU105,97.85,2.22
QR001884,FAC004,SKU118,95.84,1.44
QR001885,FAC004,SKU103,98.49,0.5
QR001886,FAC002,SKU128,97.97,0.4
QR001887,FAC002,SKU101,96.39,0.27
QR001888,FAC001,SKU126,95.62,1.93
QR001889,FAC005,SKU103,99.45,1.53
QR001890,FAC003,SKU113,98.11,2.78
QR001891,FAC004,SKU126,99.15,2.45
QR001892,FAC003,SKU123,98.23,1.44
QR001893,FAC004,SKU102,99.4,0.63
QR001894,FAC006,SKU102,96.92,0.85
QR001895,FAC006,SKU115,98.49,0.88
QR001896,FAC006,SKU117,99.27,2.23
QR001897,FAC006,SKU122,99.71,0.07
QR001898,FAC001,SKU120,95.7,2.24
QR001899,FAC006,SKU117,98.08,1.23
QR001900,FAC002,SKU107,96.93,2.68
QR001901,FAC003,SKU120,96.74,1.47
QR001902,FAC001,SKU121,97.03,2.33
QR001903,FAC001,SKU126,96.44,0.72
QR001904,FAC002,SKU110,96.07,2.98
QR001905,FAC005,SKU106,95.72,1.39
QR001906,FAC001,SKU104,95.97,1.99
QR001907,FAC004,SKU118,99.5,0.55
QR001908,FAC005,SKU110,97.88,0.28
QR001909,FAC004,SKU104,97.79,1.81
QR001910,FAC005,SKU118,97.54,2.33
QR001911,FAC004,SKU123,96.76,1.16
QR001912,FAC005,SKU104,97.36,0.41
QR001913,FAC001,SKU107,95.31,0.95
QR001914,FAC005,SKU122,95.22,2.25
QR001915,FAC004,SKU107,96.35,1.7
QR001916,FAC001,SKU109,99.59,0.34
QR001917,FAC001,SKU127,96.22,1.53
QR001918,FAC002,SKU119,96.36,1.18
QR001919,FAC001,SKU120,98.01,0.26
QR001920,FAC002,SKU117,98.55,2.52
QR001921,FAC005,SKU120,97.7,1.89
QR001922,FAC006,SKU121,99.04,2.42
QR001923,FAC004,SKU109,98.38,2.02
QR001924,FAC005,SKU102,95.91,0.22
QR001925,FAC002,SKU106,97.67,0.72
QR001926,FAC002,SKU101,96.98,2.57
QR001927,FAC004,SKU125,96.63,0.56
QR001928,FAC002,SKU103,99.07,0.18
QR001929,FAC002,SKU118,99.09,0.28
QR001930,FAC005,SKU121,99.13,2.37
QR001931,FAC004,SKU121,99.13,2.08
QR001932,FAC003,SKU116,95.42,1.79
QR001933,FAC006,SKU111,97.83,1.86
QR001934,FAC005,SKU110,98.67,2.88
QR001935,FAC001,SKU113,95.86,2.89
QR001936,FAC004,SKU103,99.04,2.8
QR001937,FAC001,SKU102,98.77,2.16
QR001938,FAC002,SKU111,95.5,2.27
QR001939,FAC003,SKU117,99.46,1.03
QR001940,FAC004,SKU117,96.17,1.11
QR001941,FAC002,SKU116,98.96,0.84
QR001942,FAC004,SKU111,98.45,1.41
QR001943,FAC002,SKU103,98.62,2.07
QR001944,FAC006,SKU119,97.31,2.56
QR001945,FAC003,SKU103,96.2,1.76
QR001946,FAC003,SKU105,98.03,0.21
QR001947,FAC004,SKU117,97.43,2.68
QR001948,FAC001,SKU116,95.44,2.57
QR001949,FAC004,SKU124,97.6,2.94
QR001950,FAC003,SKU127,95.98,2.26
QR001951,FAC001,SKU124,97.59,2.71
QR001952,FAC006,SKU125,99.66,1.24
QR001953,FAC002,SKU112,96.83,1.69
QR001954,FAC003,SKU101,98.61,0.48
QR001955,FAC004,SKU113,96.05,1.59
QR001956,FAC005,SKU129,95.99,0.79
QR001957,FAC006,SKU107,96.53,0.84
QR001958,FAC002,SKU129,97.74,2.63
QR001959,FAC006,SKU127,98.42,1.71
QR001960,FAC002,SKU124,97.71,2.94
QR001961,FAC003,SKU126,97.73,2.08
QR001962,FAC003,SKU113,99.11,1.28
QR001963,FAC003,SKU109,99.0,0.67
QR001964,FAC001,SKU101,98.42,1.2
QR001965,FAC002,SKU125,96.49,2.84
QR001966,FAC006,SKU101,96.59,0.32
QR001967,FAC003,SKU123,99.04,1.92
QR001968,FAC001,SKU101,97.31,0.21
QR001969,FAC002,SKU114,98.23,1.01
QR001970,FAC006,SKU127,99.69,0.87
QR001971,FAC003,SKU123,99.42,0.14
QR001972,FAC001,SKU115,98.35,1.49
QR001973,FAC006,SKU118,98.06,2.35
QR001974,FAC001,SKU105,95.38,0.64
QR001975,FAC002,SKU126,95.43,0.28
QR001976,FAC005,SKU125,97.07,1.97
QR001977,FAC003,SKU112,95.69,2.56
QR001978,FAC002,SKU115,99.67,2.51
QR001979,FAC006,SKU108,97.72,0.78
QR001980,FAC003,SKU100,98.69,2.23
QR001981,FAC001,SKU105,99.85,1.3
QR001982,FAC001,SKU120,95.31,0.31
QR001983,FAC005,SKU128,97.12,2.97
QR001984,FAC006,SKU129,97.05,1.79
QR001985,FAC002,SKU116,97.89,2.05
QR001986,FAC004,SKU117,98.44,2.47
QR001987,FAC001,SKU128,96.86,2.07
QR001988,FAC002,SKU113,96.41,0.71
QR001989,FAC006,SKU113,98.43,1.65
QR001990,FAC006,SKU123,96.97,0.45
QR001991,FAC001,SKU127,97.46,0.52
QR001992,FAC005,SKU127,98.79,1.07
QR001993,FAC004,SKU118,96.41,1.31
QR001994,FAC005,SKU121,97.76,1.3
QR001995,FAC003,SKU111,97.04,0.6
QR001996,FAC006,SKU105,99.77,2.75
QR001997,FAC003,SKU124,98.56,1.51
QR001998,FAC005,SKU118,99.78,2.84
QR001999,FAC002,SKU109,97.52,0.21
QR002000,FAC006,SKU102,99.44,1.05
QR002001,FAC005,SKU124,99.54,0.09
QR002002,FAC006,SKU106,96.96,2.22
QR002003,FAC003,SKU108,95.2,1.49
QR002004,FAC001,SKU103,98.85,2.04
QR002005,FAC002,SKU109,97.43,2.64
QR002006,FAC004,SKU111,96.04,1.66
QR002007,FAC004,SKU110,97.64,2.73
QR002008,FAC004,SKU120,98.4,0.08
QR002009,FAC002,SKU105,98.63,0.9
QR002010,FAC003,SKU116,99.14,0.55
QR002011,FAC003,SKU105,99.06,0.93
QR002012,FAC006,SKU120,99.66,2.18
QR002013,FAC003,SKU109,96.73,2.12
QR002014,FAC004,SKU123,96.83,2.65
QR002015,FAC006,SKU129,98.6,0.07
QR002016,FAC004,SKU107,98.68,0.67
QR002017,FAC005,SKU107,96.78,1.86
QR002018,FAC004,SKU106,98.11,2.87
QR002019,FAC005,SKU126,99.58,2.33
QR002020,FAC006,SKU102,99.0,1.27
QR002021,FAC005,SKU103,97.24,0.95
QR002022,FAC001,SKU115,96.4,0.12
QR002023,FAC001,SKU129,96.68,2.21
QR002024,FAC006,SKU102,97.94,1.95
QR002025,FAC005,SKU125,95.68,1.01
QR002026,FAC004,SKU100,96.33,2.07
QR002027,FAC003,SKU105,95.31,0.14
QR002028,FAC005,SKU123,96.65,1.56
QR002029,FAC003,SKU101,96.97,2.62
QR002030,FAC002,SKU100,99.51,0.2
QR002031,FAC006,SKU122,95.99,0.15
QR002032,FAC003,SKU120,96.58,0.6
QR002033,FAC006,SKU126,99.42,2.3
QR002034,FAC003,SKU109,95.39,0.97
QR002035,FAC003,SKU122,99.5,1.11
QR002036,FAC001,SKU111,96.12,2.64
QR002037,FAC003,SKU115,99.14,0.69
QR002038,FAC003,SKU113,98.83,2.84
QR002039,FAC004,SKU112,99.12,1.26
QR002040,FAC001,SKU129,96.77,0.95
QR002041,FAC005,SKU124,97.97,1.99
QR002042,FAC001,SKU117,96.48,1.6
QR002043,FAC003,SKU113,96.37,2.24
QR002044,FAC003,SKU125,95.39,1.2
QR002045,FAC004,SKU115,95.79,0.47
QR002046,FAC004,SKU122,99.76,2.59
QR002047,FAC001,SKU123,95.91,2.79
QR002048,FAC001,SKU109,99.62,2.54
QR002049,FAC002,SKU108,97.93,2.22
QR002050,FAC005,SKU102,96.38,2.0
QR002051,FAC006,SKU102,99.61,2.11
QR002052,FAC004,SKU101,97.4,1.64
QR002053,FAC001,SKU100,95.91,0.36
QR002054,FAC005,SKU117,98.35,0.95
QR002055,FAC006,SKU111,98.29,1.76
QR002056,FAC006,SKU117,98.17,0.32
QR002057,FAC001,SKU123,96.17,1.9
QR002058,FAC006,SKU109,99.36,0.66
QR002059,FAC001,SKU100,96.73,0.16
QR002060,FAC005,SKU104,95.71,2.76
QR002061,FAC003,SKU123,99.72,0.39
QR002062,FAC004,SKU112,99.71,2.55
QR002063,FAC001,SKU116,97.44,0.5
QR002064,FAC006,SKU102,95.95,2.61
QR002065,FAC004,SKU115,95.6,0.75
QR002066,FAC003,SKU123,96.78,1.95
QR002067,FAC001,SKU106,98.87,1.82
QR002068,FAC002,SKU110,96.56,2.01
QR002069,FAC006,SKU102,98.62,2.04
QR002070,FAC003,SKU102,99.03,0.97
QR002071,FAC003,SKU125,95.66,2.51
QR002072,FAC005,SKU123,95.84,1.88
QR002073,FAC005,SKU124,95.99,1.08
QR002074,FAC004,SKU103,95.91,2.47
QR002075,FAC006,SKU109,95.43,1.08
QR002076,FAC006,SKU109,99.88,2.52
QR002077,FAC006,SKU102,95.85,0.56
QR002078,FAC006,SKU129,99.42,1.72
QR002079,FAC005,SKU100,97.71,1.98
QR002080,FAC005,SKU123,96.74,2.63
QR002081,FAC006,SKU106,95.44,0.15
QR002082,FAC003,SKU127,97.47,2.82
QR002083,FAC004,SKU122,98.75,2.01
QR002084,FAC003,SKU123,97.24,1.23
QR002085,FAC003,SKU124,97.28,1.75
QR002086,FAC003,SKU123,95.69,1.64
QR002087,FAC005,SKU102,95.0,1.59
QR002088,FAC004,SKU120,95.39,1.33
QR002089,FAC004,SKU117,96.31,1.68
QR002090,FAC002,SKU111,95.08,0.56
QR002091,FAC006,SKU111,95.24,2.14
QR002092,FAC005,SKU124,97.6,2.35
QR002093,FAC004,SKU103,98.37,2.01
QR002094,FAC004,SKU126,98.26,0.26
QR002095,FAC004,SKU114,99.36,1.47
QR002096,FAC006,SKU127,97.58,1.4
QR002097,FAC002,SKU100,97.23,0.15
QR002098,FAC005,SKU103,95.71,1.94
QR002099,FAC001,SKU102,95.82,0.06
QR002100,FAC006,SKU104,97.62,2.43
QR002101,FAC004,SKU108,97.23,0.77
QR002102,FAC003,SKU100,95.07,2.99
QR002103,FAC005,SKU115,98.96,1.83
QR002104,FAC006,SKU112,97.93,1.94
QR002105,FAC005,SKU128,96.28,1.83
QR002106,FAC004,SKU106,96.32,0.71
QR002107,FAC001,SKU117,95.95,1.37
QR002108,FAC002,SKU125,96.98,1.27
QR002109,FAC006,SKU126,98.24,0.33
QR002110,FAC003,SKU108,95.36,0.13
QR002111,FAC005,SKU123,96.97,1.23
QR002112,FAC006,SKU105,96.35,1.1
QR002113,FAC001,SKU120,99.11,1.87
QR002114,FAC002,SKU124,98.08,2.44
QR002115,FAC002,SKU100,98.1,0.59
QR002116,FAC006,SKU110,98.84,1.61
QR002117,FAC005,SKU128,96.97,1.05
QR002118,FAC002,SKU121,98.59,2.07
QR002119,FAC003,SKU109,98.47,1.71
QR002120,FAC004,SKU126,97.24,1.29
QR002121,FAC004,SKU114,95.76,1.18
QR002122,FAC004,SKU112,95.74,1.02
QR002123,FAC003,SKU111,97.66,1.82
QR002124,FAC002,SKU127,96.23,2.32
QR002125,FAC004,SKU116,96.48,1.65
QR002126,FAC005,SKU100,95.8,2.89
QR002127,FAC005,SKU118,99.74,1.47
QR002128,FAC006,SKU102,96.14,0.5
QR002129,FAC002,SKU118,96.34,2.66
QR002130,FAC005,SKU102,96.37,0.94
QR002131,FAC004,SKU121,99.6,0.72
QR002132,FAC004,SKU114,99.83,1.08
QR002133,FAC002,SKU126,95.97,0.61
QR002134,FAC001,SKU109,95.2,2.5
QR002135,FAC001,SKU102,95.08,2.69
QR002136,FAC002,SKU112,97.87,0.45
QR002137,FAC001,SKU111,97.54,1.63
QR002138,FAC004,SKU125,95.26,1.77
QR002139,FAC006,SKU100,97.98,1.38
QR002140,FAC006,SKU115,96.91,2.7
QR002141,FAC004,SKU106,99.08,1.23
QR002142,FAC006,SKU104,96.65,2.71
QR002143,FAC006,SKU121,96.9,0.12
QR002144,FAC006,SKU100,97.1,0.56
QR002145,FAC005,SKU128,95.84,0.69
QR002146,FAC002,SKU100,96.9,2.03
QR002147,FAC005,SKU129,98.65,0.57
QR002148,FAC006,SKU114,96.88,1.09
QR002149,FAC002,SKU118,95.1,1.76
QR002150,FAC001,SKU118,96.2,2.81
QR002151,FAC003,SKU120,97.19,1.48
QR002152,FAC004,SKU105,99.61,2.43
QR002153,FAC004,SKU106,98.2,0.82
QR002154,FAC003,SKU127,97.34,2.52
QR002155,FAC003,SKU108,97.7,1.68
QR002156,FAC006,SKU115,96.22,2.5
