PO,SupplierID,ComponentID,Qty,OrderDate,LeadTimeDays
PO001089,SUP003,COMP033,5152,2025-07-08,14
PO001090,SUP008,COMP028,2181,2025-09-29,23
PO001091,SUP007,COMP031,8400,2025-01-24,16
PO001092,SUP007,COMP032,2650,2025-12-19,5
PO001093,SUP010,COMP011,13580,2025-04-01,20
PO001094,SUP004,COMP020,10104,2025-03-02,11
PO001095,SUP004,COMP001,10905,2025-10-31,7
PO001096,SUP002,COMP024,3095,2025-08-20,8
PO001097,SUP006,COMP040,8450,2025-10-01,10
PO001098,SUP004,COMP028,14078,2025-08-26,11
PO001099,SUP001,COMP034,11606,2025-10-23,6
PO001100,SUP003,COMP003,6157,2025-10-31,21
PO001101,SUP005,COMP019,11773,2025-08-27,23
PO001102,SUP007,COMP038,12534,2025-10-01,20
PO001103,SUP001,COMP006,3389,2025-12-10,8
PO001104,SUP006,COMP026,13567,2025-03-08,4
PO001105,SUP009,COMP014,7298,2025-02-19,3
PO001106,SUP009,COMP035,1127,2025-03-18,14
PO001107,SUP008,COMP003,13478,2025-02-05,15
PO001108,SUP003,COMP004,12545,2025-12-01,15
PO001109,SUP004,COMP030,1520,2025-04-26,14
PO001110,SUP006,COMP040,6262,2025-11-15,6
PO001111,SUP006,COMP008,6913,2025-08-13,15
PO001112,SUP002,COMP028,12055,2025-07-31,7
PO001113,SUP010,COMP026,14851,2025-06-27,20
PO001114,SUP007,COMP013,6820,2025-01-28,7
PO001115,SUP006,COMP016,14618,2025-07-12,19
PO001116,SUP008,COMP013,2864,2025-02-01,22
PO001117,SUP003,COMP012,5844,2025-05-22,14
PO001118,SUP001,COMP036,821,2025-07-18,22
PO001119,SUP005,COMP002,10535,2025-08-13,20
PO001120,SUP008,COMP014,13973,2025-11-29,20
PO001121,SUP008,COMP007,13889,2025-10-02,9
PO001122,SUP005,COMP008,12864,2025-01-29,4
PO001123,SUP001,COMP028,6881,2025-06-15,20
PO001124,SUP005,COMP033,5205,2025-05-04,25
PO001125,SUP010,COMP015,947,2025-01-03,11
PO001126,SUP007,COMP004,4188,2025-12-26,13
PO001127,SUP007,COMP001,12114,2025-10-01,22
PO001128,SUP008,COMP003,6788,2025-05-22,21
PO001129,SUP004,COMP031,6610,2025-11-16,3
PO001130,SUP005,COMP019,8159,2025-11-09,4
PO001131,SUP006,COMP036,13958,2025-05-05,4
PO001132,SUP005,COMP031,741,2025-03-06,18
PO001133,SUP009,COMP037,886,2025-03-23,17
PO001134,SUP007,COMP017,6534,2025-02-28,9
PO001135,SUP001,COMP004,5753,2025-11-19,4
PO001136,SUP002,COMP040,9436,2025-06-17,18
PO001137,SUP006,COMP020,8400,2025-04-18,20
PO001138,SUP009,COMP001,9379,2025-05-25,8
PO001139,SUP008,COMP020,899,2025-07-15,8
PO001140,SUP009,COMP011,8714,2025-06-16,3
PO001141,SUP008,COMP011,6143,2025-06-11,10
PO001142,SUP003,COMP001,6569,2025-12-22,7
PO001143,SUP009,COMP024,1695,2025-06-13,14
PO001144,SUP001,COMP008,3588,2025-06-18,8
PO001145,SUP005,COMP030,1820,2025-02-17,17
PO001146,SUP009,COMP033,8265,2025-12-11,14
PO001147,SUP001,COMP024,2500,2025-04-17,22
PO001148,SUP002,COMP034,10905,2025-05-17,5
PO001149,SUP009,COMP002,6379,2025-02-17,12
PO001150,SUP002,COMP009,861,2025-01-02,18
PO001151,SUP005,COMP003,5003,2025-07-11,5
PO001152,SUP006,COMP028,10010,2025-11-06,9
PO001153,SUP004,COMP010,8246,2025-07-28,25
PO001154,SUP010,COMP010,13354,2025-07-15,20
PO001155,SUP010,COMP038,4845,2025-08-18,10
PO001156,SUP009,COMP030,14219,2025-11-10,9
PO001157,SUP001,COMP037,2971,2025-12-12,14
PO001158,SUP003,COMP014,10375,2025-01-25,15
PO001159,SUP001,COMP024,7262,2025-04-12,16
PO001160,SUP001,COMP029,1826,2025-03-18,12
PO001161,SUP002,COMP014,8318,2025-04-16,22
PO001162,SUP005,COMP040,1918,2025-03-12,23
PO001163,SUP006,COMP035,13838,2025-02-05,21
PO001164,SUP004,COMP028,6879,2025-10-24,12
PO001165,SUP004,COMP028,5373,2025-04-17,16
PO001166,SUP006,COMP013,1876,2025-12-03,12
PO001167,SUP006,COMP039,13479,2025-05-24,14
PO001168,SUP007,COMP036,12962,2025-03-02,14
PO001169,SUP001,COMP035,10062,2025-06-13,6
PO001170,SUP005,COMP025,11989,2025-04-30,23
PO001171,SUP002,COMP035,7835,2025-11-13,20
PO001172,SUP010,COMP031,14875,2025-07-30,10
PO001173,SUP004,COMP003,2609,2025-04-12,3
PO001174,SUP005,COMP010,13778,2025-04-18,10
PO001175,SUP004,COMP034,9104,2025-11-20,10
PO001176,SUP002,COMP037,6833,2025-01-03,7
PO001177,SUP006,COMP002,10503,2025-12-04,7
PO001178,SUP008,COMP002,4735,2025-01-03,3
PO001179,SUP005,COMP016,13194,2025-10-07,16
PO001180,SUP007,COMP028,8939,2025-06-05,17
PO001181,SUP001,COMP032,11187,2025-03-20,15
PO001182,SUP001,COMP011,8103,2025-06-11,18
PO001183,SUP009,COMP039,7356,2025-08-07,9
PO001184,SUP007,COMP033,974,2025-07-02,9
PO001185,SUP008,COMP013,9182,2025-01-30,20
PO001186,SUP009,COMP010,3797,2025-04-08,4
PO001187,SUP010,COMP030,984,2025-02-17,22
PO001188,SUP010,COMP035,3280,2025-05-31,17
PO001189,SUP008,COMP004,10836,2025-12-18,17
PO001190,SUP006,COMP007,9079,2025-12-21,15
PO001191,SUP003,COMP007,552,2025-10-16,19
PO001192,SUP007,COMP013,7115,2025-08-24,19
PO001193,SUP003,COMP033,11131,2025-11-29,5
PO001194,SUP007,COMP035,9904,2025-07-18,3
PO001195,SUP001,COMP025,13198,2025-07-24,19
PO001196,SUP009,COMP005,14839,2025-03-23,18
PO001197,SUP010,COMP004,5604,2025-03-25,14
PO001198,SUP003,COMP035,11509,2025-05-17,15
PO001199,SUP006,COMP033,880,2025-08-05,20
PO001200,SUP002,COMP029,10277,2025-03-10,8
PO001201,SUP005,COMP007,11408,2025-11-09,22
PO001202,SUP008,COMP039,7755,2025-01-05,9
PO001203,SUP002,COMP003,9635,2025-02-01,19
PO001204,SUP004,COMP017,9654,2025-01-03,22
PO001205,SUP009,COMP023,15000,2025-05-13,11
PO001206,SUP009,COMP030,9527,2025-10-21,4
PO001207,SUP005,COMP035,4541,2025-04-09,11
PO001208,SUP007,COMP021,9334,2025-07-13,25
PO001209,SUP008,COMP009,6838,2025-01-31,8
PO001210,SUP002,COMP014,1650,2025-12-10,19
PO001211,SUP001,COMP028,12021,2025-08-05,16
PO001212,SUP005,COMP004,5745,2025-11-24,22
PO001213,SUP010,COMP031,10910,2025-12-17,12
PO001214,SUP004,COMP002,9203,2025-09-13,20
PO001215,SUP001,COMP014,7793,2025-09-26,8
PO001216,SUP006,COMP016,7689,2025-02-24,7
PO001217,SUP007,COMP034,9142,2025-09-12,3
PO001218,SUP005,COMP006,5966,2025-06-13,18
PO001219,SUP009,COMP007,4349,2025-11-20,17
PO001220,SUP004,COMP005,5148,2025-03-27,6
PO001221,SUP008,COMP022,6852,2025-03-12,11
PO001222,SUP008,COMP039,10367,2025-05-22,11
PO001223,SUP004,COMP013,14181,2025-02-26,18
PO001224,SUP009,COMP011,7865,2025-04-26,4
PO001225,SUP006,COMP040,8324,2025-07-29,16
PO001226,SUP003,COMP003,9148,2025-06-08,3
PO001227,SUP008,COMP034,4993,2025-07-25,11
PO001228,SUP001,COMP008,5940,2025-08-15,17
PO001229,SUP005,COMP027,6827,2025-03-13,6
PO001230,SUP010,COMP040,11935,2025-09-06,19
PO001231,SUP006,COMP028,6118,2025-11-20,7
PO001232,SUP006,COMP022,11378,2025-06-03,7
PO001233,SUP005,COMP022,9711,2025-08-05,15
PO001234,SUP008,COMP012,10496,2025-04-02,21
PO001235,SUP010,COMP004,8089,2025-03-24,7
PO001236,SUP007,COMP031,10590,2025-05-19,4
PO001237,SUP007,COMP002,2120,2025-06-10,11
PO001238,SUP002,COMP015,8966,2025-03-25,17
PO001239,SUP004,COMP036,7170,2025-12-10,20
PO001240,SUP009,COMP014,4376,2025-11-12,7
PO001241,SUP004,COMP035,11418,2025-11-07,19
PO001242,SUP007,COMP009,3041,2025-07-03,23
PO001243,SUP005,COMP028,11136,2025-09-14,16
PO001244,SUP003,COMP037,7254,2025-08-09,5
PO001245,SUP001,COMP015,6404,2025-07-25,14
PO001246,SUP008,COMP018,11009,2025-10-11,4
PO001247,SUP009,COMP020,3789,2025-09-09,23
PO001248,SUP002,COMP020,14138,2025-10-24,8
PO001249,SUP007,COMP010,8381,2025-04-29,23
PO001250,SUP006,COMP001,11109,2025-07-24,4
PO001251,SUP001,COMP005,2935,2025-08-08,16
PO001252,SUP005,COMP025,10931,2025-01-19,21
PO001253,SUP007,COMP005,5165,2025-11-06,4
PO001254,SUP010,COMP006,604,2025-01-25,22
PO001255,SUP002,COMP028,6926,2025-07-02,24
PO001256,SUP010,COMP021,5561,2025-06-23,12
PO001257,SUP004,COMP003,1395,2025-02-19,18
PO001258,SUP009,COMP018,14495,2025-07-24,7
PO001259,SUP008,COMP020,14626,2025-11-30,25
PO001260,SUP003,COMP001,11095,2025-06-11,8
PO001261,SUP003,COMP022,11398,2025-12-12,20
PO001262,SUP010,COMP033,7999,2025-12-18,9
PO001263,SUP001,COMP032,13176,2025-04-12,8
PO001264,SUP002,COMP027,7001,2025-07-11,15
PO001265,SUP010,COMP007,1251,2025-08-18,4
PO001266,SUP009,COMP026,12804,2025-02-03,6
PO001267,SUP008,COMP006,3996,2025-12-09,11
PO001268,SUP001,COMP010,6358,2025-01-18,3
PO001269,SUP007,COMP018,3385,2025-03-17,17
PO001270,SUP007,COMP017,4517,2025-06-08,21
PO001271,SUP005,COMP027,6044,2025-03-13,16
PO001272,SUP006,COMP004,14383,2025-06-13,9
PO001273,SUP005,COMP032,8533,2025-12-11,11
PO001274,SUP002,COMP006,7237,2025-01-08,8
PO001275,SUP009,COMP024,11987,2025-10-21,14
PO001276,SUP004,COMP036,9306,2025-09-13,13
PO001277,SUP006,COMP039,10974,2025-10-15,18
PO001278,SUP006,COMP037,12604,2025-04-06,4
PO001279,SUP005,COMP005,11528,2025-06-26,13
PO001280,SUP003,COMP034,12587,2025-03-26,10
PO001281,SUP001,COMP007,7043,2025-05-21,10
PO001282,SUP001,COMP016,10775,2025-03-10,22
PO001283,SUP008,COMP030,12049,2025-05-23,12
PO001284,SUP005,COMP015,4233,2025-03-16,21
PO001285,SUP005,COMP023,11626,2025-08-22,19
PO001286,SUP007,COMP032,11857,2025-11-26,12
PO001287,SUP001,COMP019,14537,2025-08-30,17
PO001288,SUP003,COMP017,10924,2025-11-22,15
PO001289,SUP005,COMP040,8377,2025-03-18,19
PO001290,SUP004,COMP019,2183,2025-10-16,3
PO001291,SUP007,COMP029,10786,2025-12-04,5
PO001292,SUP001,COMP003,10272,2025-10-21,17
PO001293,SUP009,COMP019,5277,2025-03-30,22
PO001294,SUP009,COMP011,9985,2025-10-19,10
PO001295,SUP002,COMP025,10921,2025-05-13,7
PO001296,SUP002,COMP009,8737,2025-03-06,16
PO001297,SUP006,COMP033,6212,2025-11-06,18
PO001298,SUP001,COMP012,5156,2025-09-22,21
PO001299,SUP002,COMP001,6109,2025-11-26,14
PO001300,SUP008,COMP037,9887,2025-10-18,5
PO001301,SUP006,COMP034,12679,2025-05-14,10
PO001302,SUP005,COMP023,6707,2025-06-29,6
PO001303,SUP003,COMP015,5199,2025-04-15,11
PO001304,SUP005,COMP004,12242,2025-08-28,25
PO001305,SUP001,COMP033,13151,2025-01-11,16
PO001306,SUP004,COMP005,12521,2025-05-03,21
PO001307,SUP006,COMP040,11124,2025-05-30,10
PO001308,SUP006,COMP029,9345,2025-12-02,11
PO001309,SUP006,COMP040,836,2025-08-30,9
PO001310,SUP002,COMP010,9069,2025-03-25,5
PO001311,SUP002,COMP005,3489,2025-07-21,12
PO001312,SUP003,COMP007,11313,2025-09-19,5
PO001313,SUP006,COMP017,4802,2025-09-11,20
PO001314,SUP009,COMP038,4062,2025-08-26,23
PO001315,SUP008,COMP004,8488,2025-01-30,14
PO001316,SUP001,COMP029,911,2025-11-15,14
PO001317,SUP001,COMP026,2632,2025-07-17,24
PO001318,SUP004,COMP012,7770,2025-07-27,8
PO001319,SUP005,COMP013,2629,2025-08-07,13
PO001320,SUP008,COMP010,554,2025-09-11,22
PO001321,SUP009,COMP004,4683,2025-09-09,4
PO001322,SUP008,COMP033,10682,2025-11-25,10
PO001323,SUP008,COMP039,8972,2025-09-13,18
PO001324,SUP006,COMP011,11974,2025-11-30,9
PO001325,SUP010,COMP038,10686,2025-08-11,9
PO001326,SUP007,COMP037,13697,2025-02-25,19
PO001327,SUP005,COMP024,5040,2025-05-18,6
PO001328,SUP010,COMP035,11536,2025-04-25,19
PO001329,SUP006,COMP029,12267,2025-10-19,7
PO001330,SUP009,COMP011,7049,2025-03-17,22
PO001331,SUP001,COMP007,7371,2025-06-30,6
PO001332,SUP006,COMP039,12353,2025-10-23,13
PO001333,SUP003,COMP031,5154,2025-08-17,20
PO001334,SUP008,COMP007,6416,2025-11-26,13
PO001335,SUP004,COMP013,3855,2025-02-06,23
PO001336,SUP008,COMP037,13182,2025-04-27,5
PO001337,SUP004,COMP020,13890,2025-09-11,13
PO001338,SUP007,COMP005,10596,2025-08-05,6
PO001339,SUP008,COMP025,6410,2025-11-19,4
PO001340,SUP003,COMP008,13650,2025-01-11,3
PO001341,SUP001,COMP011,8670,2025-09-28,16
PO001342,SUP005,COMP040,13133,2025-10-16,14
PO001343,SUP009,COMP030,1424,2025-01-03,14
PO001344,SUP002,COMP009,5834,2025-04-27,19
PO001345,SUP001,COMP027,3666,2025-02-18,22
PO001346,SUP001,COMP022,4035,2025-09-11,15
PO001347,SUP010,COMP014,3295,2025-10-12,17
PO001348,SUP010,COMP011,12114,2025-09-12,12
PO001349,SUP007,COMP012,3432,2025-07-22,19
PO001350,SUP010,COMP031,5697,2025-04-10,5
PO001351,SUP002,COMP023,3179,2025-12-09,11
PO001352,SUP004,COMP035,8560,2025-03-10,24
PO001353,SUP001,COMP029,5827,2025-08-17,22
PO001354,SUP004,COMP007,5586,2025-11-30,12
PO001355,SUP005,COMP039,4885,2025-02-28,21
PO001356,SUP010,COMP025,11309,2025-05-19,13
PO001357,SUP010,COMP025,3380,2025-11-21,11
PO001358,SUP004,COMP036,5053,2025-01-04,21
PO001359,SUP003,COMP032,7819,2025-12-07,5
PO001360,SUP006,COMP029,14487,2025-04-28,24
PO001361,SUP007,COMP034,5929,2025-01-03,23
PO001362,SUP008,COMP004,5750,2025-12-12,6
PO001363,SUP009,COMP010,6227,2025-02-15,23
PO001364,SUP002,COMP002,3637,2025-02-15,23
PO001365,SUP009,COMP028,7920,2025-03-08,3
PO001366,SUP008,COMP023,9987,2025-02-23,11
PO001367,SUP005,COMP024,7287,2025-08-08,5
PO001368,SUP010,COMP027,13705,2025-07-26,17
PO001369,SUP007,COMP001,2011,2025-06-20,4
PO001370,SUP005,COMP016,4958,2025-01-01,5
PO001371,SUP001,COMP012,6925,2025-12-01,14
PO001372,SUP006,COMP030,6701,2025-12-22,12
PO001373,SUP008,COMP024,7369,2025-11-25,15
PO001374,SUP006,COMP030,14957,2025-04-09,7
PO001375,SUP010,COMP031,8359,2025-06-04,5
PO001376,SUP001,COMP022,544,2025-08-10,19
PO001377,SUP006,COMP040,844,2025-03-19,10
PO001378,SUP004,COMP004,10526,2025-06-02,16
PO001379,SUP003,COMP008,5589,2025-12-26,18
PO001380,SUP001,COMP027,14227,2025-02-20,15
PO001381,SUP006,COMP015,14422,2025-08-25,10
PO001382,SUP001,COMP021,3839,2025-06-01,8
PO001383,SUP009,COMP039,501,2025-09-09,25
PO001384,SUP009,COMP005,10902,2025-08-02,7
PO001385,SUP010,COMP013,1522,2025-10-22,23
PO001386,SUP007,COMP008,6260,2025-01-29,18
PO001387,SUP002,COMP004,7575,2025-07-23,6
PO001388,SUP007,COMP039,1394,2025-04-23,16
PO001389,SUP008,COMP004,5933,2025-10-23,4
PO001390,SUP005,COMP008,2459,2025-08-24,24
PO001391,SUP010,COMP031,7759,2025-11-08,16
PO001392,SUP004,COMP007,10239,2025-10-22,12
PO001393,SUP007,COMP029,1028,2025-10-18,22
PO001394,SUP007,COMP004,9503,2025-08-25,11
PO001395,SUP010,COMP027,14056,2025-02-05,7
PO001396,SUP003,COMP039,14636,2025-09-19,10
PO001397,SUP001,COMP033,11469,2025-09-08,20
PO001398,SUP009,COMP020,12167,2025-08-29,17
PO001399,SUP010,COMP035,8830,2025-09-16,7
PO001400,SUP005,COMP014,7959,2025-06-28,22
PO001401,SUP007,COMP034,12637,2025-07-20,20
PO001402,SUP007,COMP012,7823,2025-05-10,19
PO001403,SUP003,COMP015,700,2025-01-19,21
PO001404,SUP008,COMP005,5815,2025-05-12,18
PO001405,SUP006,COMP038,6315,2025-01-09,6
PO001406,SUP004,COMP014,6802,2025-08-20,7
PO001407,SUP002,COMP005,14185,2025-06-17,15
PO001408,SUP008,COMP034,1583,2025-05-22,3
PO001409,SUP009,COMP011,9260,2025-04-04,12
PO001410,SUP007,COMP020,10479,2025-11-25,6
PO001411,SUP004,COMP029,1806,2025-08-04,13
PO001412,SUP001,COMP037,5063,2025-12-10,23
PO001413,SUP003,COMP014,11324,2025-02-24,14
PO001414,SUP010,COMP027,10964,2025-05-01,18
PO001415,SUP009,COMP006,13546,2025-04-25,6
PO001416,SUP010,COMP005,6473,2025-02-24,19
PO001417,SUP002,COMP016,6745,2025-10-25,3
PO001418,SUP001,COMP018,7710,2025-11-01,4
PO001419,SUP005,COMP028,12520,2025-06-06,12
PO001420,SUP010,COMP017,1482,2025-06-27,24
PO001421,SUP009,COMP005,5883,2025-02-20,22
PO001422,SUP004,COMP040,4677,2025-03-21,18
PO001423,SUP009,COMP037,2025,2025-12-27,23
PO001424,SUP002,COMP040,11734,2025-03-24,16
PO001425,SUP009,COMP039,1390,2025-01-11,22
PO001426,SUP009,COMP028,11610,2025-01-26,23
PO001427,SUP007,COMP034,1689,2025-05-30,12
PO001428,SUP002,COMP028,10964,2025-08-07,15
PO001429,SUP002,COMP007,8313,2025-08-27,24
PO001430,SUP003,COMP039,5059,2025-03-25,3
PO001431,SUP007,COMP031,1321,2025-10-13,3
PO001432,SUP006,COMP034,12690,2025-06-26,20
PO001433,SUP003,COMP018,11613,2025-01-06,11
PO001434,SUP010,COMP031,8438,2025-12-31,24
PO001435,SUP010,COMP021,11996,2025-09-05,8
PO001436,SUP005,COMP001,1048,2025-04-29,4
PO001437,SUP004,COMP006,6488,2025-02-03,19
PO001438,SUP007,COMP006,7828,2025-06-27,21
PO001439,SUP009,COMP039,7630,2025-04-02,7
PO001440,SUP005,COMP040,5476,2025-11-21,17
PO001441,SUP007,COMP017,11072,2025-02-21,22
PO001442,SUP005,COMP038,14308,2025-06-27,19
PO001443,SUP004,COMP012,6445,2025-02-08,22
PO001444,SUP010,COMP003,1855,2025-01-06,7
PO001445,SUP007,COMP015,3977,2025-05-15,22
PO001446,SUP003,COMP010,7759,2025-09-06,25
PO001447,SUP008,COMP004,9208,2025-06-17,21
PO001448,SUP005,COMP011,7424,2025-09-17,8
PO001449,SUP004,COMP040,11292,2025-07-04,14
PO001450,SUP005,COMP013,11872,2025-05-23,11
PO001451,SUP009,COMP012,1997,2025-05-04,19
PO001452,SUP001,COMP008,2477,2025-06-10,23
PO001453,SUP006,COMP031,7142,2025-11-05,11
PO001454,SUP002,COMP024,14755,2025-02-22,9
PO001455,SUP010,COMP035,12997,2025-07-05,14
PO001456,SUP004,COMP011,3855,2025-08-29,14
PO001457,SUP001,COMP033,12920,2025-04-21,22
PO001458,SUP008,COMP016,2423,2025-08-25,13
PO001459,SUP003,COMP021,2951,2025-12-15,25
PO001460,SUP004,COMP010,5067,2025-05-01,11
PO001461,SUP003,COMP007,12603,2025-04-15,21
PO001462,SUP006,COMP031,13469,2025-10-22,16
PO001463,SUP006,COMP028,3216,2025-10-10,3
PO001464,SUP008,COMP013,4148,2025-07-11,3
PO001465,SUP001,COMP027,12123,2025-05-13,25
PO001466,SUP006,COMP021,12303,2025-09-25,4
PO001467,SUP005,COMP034,3296,2025-11-10,12
PO001468,SUP001,COMP031,14556,2025-12-14,20
PO001469,SUP003,COMP034,6710,2025-04-06,14
PO001470,SUP006,COMP034,7720,2025-04-03,21
PO001471,SUP004,COMP029,881,2025-08-08,8
PO001472,SUP006,COMP033,8086,2025-04-22,15
PO001473,SUP001,COMP034,1491,2025-07-08,14
PO001474,SUP009,COMP009,14040,2025-12-13,7
PO001475,SUP007,COMP010,12881,2025-04-14,25
PO001476,SUP002,COMP027,8039,2025-07-11,3
PO001477,SUP002,COMP006,6563,2025-04-12,7
PO001478,SUP008,COMP002,13204,2025-04-21,12
PO001479,SUP002,COMP019,7771,2025-09-02,13
PO001480,SUP007,COMP035,8844,2025-12-23,24
PO001481,SUP007,COMP014,12560,2025-09-07,5
PO001482,SUP004,COMP029,10168,2025-10-28,20
PO001483,SUP008,COMP001,9101,2025-01-16,25
PO001484,SUP006,COMP016,8788,2025-04-05,20
PO001485,SUP010,COMP036,12601,2025-02-08,8
PO001486,SUP003,COMP015,11296,2025-11-10,15
PO001487,SUP006,COMP029,11771,2025-07-06,9
PO001488,SUP008,COMP025,4920,2025-05-28,13
PO001489,SUP002,COMP011,10760,2025-06-17,15
PO001490,SUP003,COMP011,3009,2025-01-07,20
PO001491,SUP004,COMP018,13142,2025-07-28,11
PO001492,SUP005,COMP009,10135,2025-10-17,24
PO001493,SUP007,COMP008,3935,2025-09-23,4
PO001494,SUP008,COMP005,9658,2025-12-14,15
PO001495,SUP001,COMP028,9843,2025-10-31,23
PO001496,SUP004,COMP039,10311,2025-05-15,13
PO001497,SUP002,COMP003,6796,2025-12-03,19
PO001498,SUP004,COMP034,12303,2025-03-19,22
PO001499,SUP003,COMP005,6744,2025-03-16,21
PO001500,SUP009,COMP025,741,2025-06-06,25
PO001501,SUP003,COMP032,8804,2025-07-11,25
PO001502,SUP008,COMP007,12791,2025-01-30,10
PO001503,SUP007,COMP013,10887,2025-01-07,14
PO001504,SUP007,COMP039,5956,2025-11-30,23
PO001505,SUP007,COMP012,5676,2025-11-17,4
PO001506,SUP010,COMP025,10551,2025-06-03,5
PO001507,SUP003,COMP014,5728,2025-03-28,20
PO001508,SUP009,COMP035,10567,2025-10-26,24
PO001509,SUP001,COMP036,8928,2025-09-23,15
PO001510,SUP001,COMP034,1623,2025-02-16,3
PO001511,SUP008,COMP007,5125,2025-11-02,8
PO001512,SUP004,COMP026,920,2025-05-06,16
PO001513,SUP009,COMP002,8816,2025-11-29,13
PO001514,SUP009,COMP033,5189,2025-05-14,11
PO001515,SUP004,COMP032,2700,2025-02-27,9
PO001516,SUP003,COMP028,14571,2025-12-30,18
PO001517,SUP008,COMP027,3980,2025-10-14,10
PO001518,SUP002,COMP038,1743,2025-12-17,19
PO001519,SUP001,COMP020,4316,2025-09-20,12
PO001520,SUP004,COMP003,13134,2025-10-30,18
PO001521,SUP010,COMP032,5897,2025-07-12,19
PO001522,SUP005,COMP012,2420,2025-10-12,6
PO001523,SUP009,COMP003,1576,2025-09-27,18
PO001524,SUP005,COMP030,3221,2025-11-03,5
PO001525,SUP004,COMP007,2515,2025-03-23,15
PO001526,SUP006,COMP040,11833,2025-08-14,12
PO001527,SUP007,COMP001,4058,2025-01-30,7
PO001528,SUP004,COMP007,2677,2025-02-06,18
PO001529,SUP009,COMP008,7836,2025-01-09,12
PO001530,SUP003,COMP016,14732,2025-03-13,18
PO001531,SUP006,COMP034,9420,2025-10-10,5
PO001532,SUP002,COMP035,5701,2025-11-09,8
PO001533,SUP001,COMP027,4082,2025-01-13,11
PO001534,SUP002,COMP025,6137,2025-03-08,17
PO001535,SUP003,COMP026,1965,2025-10-11,21
PO001536,SUP002,COMP001,9917,2025-06-26,10
PO001537,SUP002,COMP003,804,2025-02-05,17
PO001538,SUP010,COMP012,12914,2025-06-15,5
PO001539,SUP004,COMP026,14712,2025-11-23,8
PO001540,SUP003,COMP013,9400,2025-11-30,3
PO001541,SUP002,COMP014,11354,2025-08-18,4
PO001542,SUP003,COMP002,14435,2025-10-17,23
PO001543,SUP009,COMP006,14140,2025-11-02,12
PO001544,SUP001,COMP005,14681,2025-05-22,15
PO001545,SUP010,COMP025,1849,2025-12-27,10
PO001546,SUP007,COMP003,8125,2025-09-11,7
PO001547,SUP008,COMP011,1095,2025-11-20,12
PO001548,SUP006,COMP004,11905,2025-10-20,20
PO001549,SUP001,COMP028,12555,2025-04-15,25
PO001550,SUP006,COMP015,4448,2025-04-16,14
PO001551,SUP001,COMP008,7090,2025-12-30,8
PO001552,SUP007,COMP009,5832,2025-02-04,4
PO001553,SUP005,COMP037,4958,2025-07-13,6
PO001554,SUP008,COMP016,1081,2025-07-05,24
PO001555,SUP002,COMP022,2146,2025-04-16,10
PO001556,SUP003,COMP002,10194,2025-07-22,17
PO001557,SUP004,COMP004,14671,2025-10-28,7
PO001558,SUP005,COMP001,8327,2025-06-08,5
PO001559,SUP004,COMP022,9790,2025-11-20,24
PO001560,SUP007,COMP027,6028,2025-05-03,10
PO001561,SUP010,COMP004,4142,2025-07-16,10
PO001562,SUP009,COMP024,8372,2025-05-23,9
PO001563,SUP004,COMP039,2157,2025-10-29,13
PO001564,SUP009,COMP002,12010,2025-01-06,3
PO001565,SUP009,COMP020,2170,2025-07-20,7
PO001566,SUP007,COMP032,6407,2025-01-23,5
PO001567,SUP005,COMP028,9011,2025-05-04,23
PO001568,SUP002,COMP018,6911,2025-07-05,3
PO001569,SUP001,COMP015,9962,2025-05-11,23
PO001570,SUP006,COMP024,8870,2025-12-12,25
PO001571,SUP005,COMP025,14595,2025-05-28,23
PO001572,SUP003,COMP004,2100,2025-09-15,6
PO001573,SUP010,COMP002,2801,2025-04-20,8
PO001574,SUP001,COMP007,6648,2025-06-28,6
PO001575,SUP010,COMP034,9471,2025-11-06,3
PO001576,SUP007,COMP002,14312,2025-11-01,6
PO001577,SUP008,COMP023,1029,2025-08-22,13
PO001578,SUP002,COMP038,3146,2025-07-19,17
PO001579,SUP008,COMP023,13646,2025-01-11,11
PO001580,SUP007,COMP007,6913,2025-11-28,8
PO001581,SUP003,COMP033,10777,2025-05-26,9
PO001582,SUP010,COMP028,6165,2025-08-06,20
PO001583,SUP009,COMP032,13354,2025-03-26,3
PO001584,SUP003,COMP001,4712,2025-10-12,18
PO001585,SUP002,COMP002,14072,2025-04-27,15
PO001586,SUP006,COMP015,5158,2025-09-07,15
PO001587,SUP005,COMP006,4637,2025-05-30,7
PO001588,SUP008,COMP008,11743,2025-10-26,17
PO001589,SUP005,COMP022,4069,2025-02-02,12
PO001590,SUP006,COMP038,6532,2025-07-01,3
PO001591,SUP009,COMP004,1314,2025-03-16,23
PO001592,SUP010,COMP002,7488,2025-10-26,14
PO001593,SUP005,COMP031,3707,2025-06-11,16
PO001594,SUP005,COMP009,13794,2025-08-18,25
PO001595,SUP003,COMP038,4664,2025-04-15,16
PO001596,SUP002,COMP003,13333,2025-11-09,3
PO001597,SUP010,COMP034,3113,2025-05-14,13
PO001598,SUP001,COMP034,2407,2025-05-16,25
PO001599,SUP007,COMP020,7740,2025-01-22,7
PO001600,SUP004,COMP027,598,2025-08-14,12
PO001601,SUP002,COMP032,1470,2025-08-08,3
PO001602,SUP003,COMP012,6447,2025-03-28,13
PO001603,SUP006,COMP013,11325,2025-12-04,5
PO001604,SUP004,COMP017,12673,2025-02-17,17
PO001605,SUP007,COMP012,3559,2025-10-07,3
PO001606,SUP010,COMP023,5401,2025-02-05,18
